date;location_key;new_hospitalized_patients;cumulative_hospitalized_patients;current_hospitalized_patients;new_intensive_care_patients;cumulative_intensive_care_patients;current_intensive_care_patients;new_ventilator_patients;cumulative_ventilator_patients;current_ventilator_patients
30/03/2020;BE_VWV;49;630;538;;;91;;;58
31/03/2020;BE_VWV;48;678;541;;;103;;;63
01/04/2020;BE_VWV;61;739;566;;;104;;;66
02/04/2020;BE_VWV;60;799;578;;;109;;;67
03/04/2020;BE_VWV;108;907;639;;;115;;;80
04/04/2020;BE_VWV;66;973;665;;;121;;;77
05/04/2020;BE_VWV;36;1009;661;;;128;;;83
06/04/2020;BE_VWV;33;1042;676;;;127;;;77
07/04/2020;BE_VWV;63;1105;673;;;132;;;76
08/04/2020;BE_VWV;45;1150;652;;;131;;;76
09/04/2020;BE_VWV;45;1195;644;;;122;;;72
10/04/2020;BE_VWV;49;1244;641;;;116;;;71
11/04/2020;BE_VWV;42;1286;633;;;119;;;69
12/04/2020;BE_VWV;40;1326;631;;;113;;;73
13/04/2020;BE_VWV;41;1367;656;;;123;;;74
14/04/2020;BE_VWV;35;1402;654;;;123;;;70
15/04/2020;BE_VWV;63;1465;656;;;123;;;64
16/04/2020;BE_VWV;22;1487;618;;;114;;;67
17/04/2020;BE_VWV;34;1521;610;;;116;;;69
18/04/2020;BE_VWV;21;1542;584;;;113;;;71
19/04/2020;BE_VWV;22;1564;586;;;108;;;62
20/04/2020;BE_VWV;22;1586;603;;;110;;;68
21/04/2020;BE_VWV;28;1614;574;;;105;;;63
22/04/2020;BE_VWV;18;1632;554;;;91;;;56
23/04/2020;BE_VWV;29;1661;535;;;91;;;60
24/04/2020;BE_VWV;25;1686;510;;;88;;;55
25/04/2020;BE_VWV;18;1704;480;;;86;;;57
26/04/2020;BE_VWV;9;1713;483;;;83;;;56
27/04/2020;BE_VWV;11;1724;474;;;84;;;53
28/04/2020;BE_VWV;20;1744;443;;;78;;;49
29/04/2020;BE_VWV;20;1764;431;;;80;;;50
30/04/2020;BE_VWV;14;1778;397;;;80;;;44
01/05/2020;BE_VWV;13;1791;370;;;74;;;40
02/05/2020;BE_VWV;4;1795;352;;;72;;;39
03/05/2020;BE_VWV;9;1804;351;;;68;;;38
04/05/2020;BE_VWV;8;1812;353;;;70;;;35
05/05/2020;BE_VWV;10;1822;339;;;64;;;35
06/05/2020;BE_VWV;6;1828;304;;;56;;;33
07/05/2020;BE_VWV;16;1844;287;;;54;;;31
08/05/2020;BE_VWV;8;1852;267;;;55;;;35
09/05/2020;BE_VWV;13;1865;249;;;52;;;30
10/05/2020;BE_VWV;4;1869;251;;;51;;;31
11/05/2020;BE_VWV;6;1875;256;;;49;;;31
12/05/2020;BE_VWV;8;1883;246;;;45;;;27
13/05/2020;BE_VWV;13;1896;245;;;46;;;24
14/05/2020;BE_VWV;17;1913;244;;;44;;;25
15/05/2020;BE_VWV;12;1925;236;;;43;;;26
16/05/2020;BE_VWV;6;1931;219;;;42;;;21
17/05/2020;BE_VWV;11;1942;223;;;41;;;21
18/05/2020;BE_VWV;11;1953;235;;;43;;;22
19/05/2020;BE_VWV;12;1965;231;;;40;;;21
20/05/2020;BE_VWV;17;1982;226;;;40;;;21
21/05/2020;BE_VWV;12;1994;218;;;40;;;18
22/05/2020;BE_VWV;6;2000;215;;;38;;;17
23/05/2020;BE_VWV;7;2007;205;;;40;;;19
24/05/2020;BE_VWV;6;2013;217;;;41;;;17
25/05/2020;BE_VWV;6;2019;217;;;41;;;19
26/05/2020;BE_VWV;6;2025;193;;;33;;;15
27/05/2020;BE_VWV;10;2035;183;;;30;;;13
28/05/2020;BE_VWV;7;2042;157;;;22;;;10
29/05/2020;BE_VWV;3;2045;149;;;20;;;9
30/05/2020;BE_VWV;12;2057;137;;;23;;;12
31/05/2020;BE_VWV;5;2062;138;;;22;;;11
01/06/2020;BE_VWV;7;2069;142;;;24;;;12
02/06/2020;BE_VWV;7;2076;142;;;25;;;15
03/06/2020;BE_VWV;0;2076;129;;;24;;;15
04/06/2020;BE_VWV;4;2080;125;;;22;;;13
05/06/2020;BE_VWV;3;2083;115;;;20;;;12
06/06/2020;BE_VWV;6;2089;103;;;19;;;11
07/06/2020;BE_VWV;1;2090;102;;;19;;;11
08/06/2020;BE_VWV;1;2091;95;;;18;;;12
09/06/2020;BE_VWV;4;2095;90;;;17;;;11
10/06/2020;BE_VWV;1;2096;76;;;11;;;9
11/06/2020;BE_VWV;4;2100;71;;;12;;;9
12/06/2020;BE_VWV;2;2102;66;;;13;;;7
13/06/2020;BE_VWV;2;2104;69;;;13;;;8
14/06/2020;BE_VWV;2;2106;67;;;14;;;8
15/06/2020;BE_VWV;2;2108;63;;;12;;;7
16/06/2020;BE_VWV;0;2108;57;;;8;;;4
17/06/2020;BE_VWV;4;2112;52;;;8;;;2
18/06/2020;BE_VWV;3;2115;51;;;7;;;4
19/06/2020;BE_VWV;3;2118;48;;;6;;;4
20/06/2020;BE_VWV;0;2118;44;;;6;;;4
21/06/2020;BE_VWV;0;2118;44;;;6;;;4
22/06/2020;BE_VWV;0;2118;38;;;6;;;1
23/06/2020;BE_VWV;1;2119;37;;;4;;;3
24/06/2020;BE_VWV;3;2122;36;;;3;;;3
25/06/2020;BE_VWV;2;2124;32;;;4;;;3
26/06/2020;BE_VWV;1;2125;26;;;3;;;2
27/06/2020;BE_VWV;2;2127;26;;;2;;;1
28/06/2020;BE_VWV;1;2128;28;;;2;;;1
29/06/2020;BE_VWV;4;2132;29;;;3;;;1
30/06/2020;BE_VWV;7;2139;32;;;2;;;1
01/07/2020;BE_VWV;4;2143;32;;;2;;;0
02/07/2020;BE_VWV;4;2147;27;;;1;;;0
03/07/2020;BE_VWV;0;2147;24;;;0;;;0
04/07/2020;BE_VWV;2;2149;26;;;1;;;0
05/07/2020;BE_VWV;1;2150;26;;;3;;;0
06/07/2020;BE_VWV;3;2153;27;;;2;;;0
07/07/2020;BE_VWV;7;2160;31;;;4;;;2
08/07/2020;BE_VWV;1;2161;26;;;2;;;2
09/07/2020;BE_VWV;4;2165;28;;;3;;;2
10/07/2020;BE_VWV;4;2169;29;;;2;;;1
11/07/2020;BE_VWV;2;2171;29;;;1;;;1
12/07/2020;BE_VWV;4;2175;31;;;2;;;1
13/07/2020;BE_VWV;3;2178;36;;;1;;;1
14/07/2020;BE_VWV;4;2182;38;;;3;;;2
15/07/2020;BE_VWV;0;2182;36;;;3;;;2
16/07/2020;BE_VWV;9;2191;43;;;4;;;2
17/07/2020;BE_VWV;3;2194;44;;;4;;;2
18/07/2020;BE_VWV;11;2205;48;;;4;;;4
19/07/2020;BE_VWV;4;2209;51;;;5;;;2
20/07/2020;BE_VWV;2;2211;49;;;6;;;2
21/07/2020;BE_VWV;3;2214;47;;;7;;;3
22/07/2020;BE_VWV;7;2221;51;;;7;;;2
23/07/2020;BE_VWV;6;2227;50;;;9;;;1
24/07/2020;BE_VWV;7;2234;56;;;7;;;1
25/07/2020;BE_VWV;5;2239;54;;;7;;;2
26/07/2020;BE_VWV;1;2240;45;;;7;;;2
27/07/2020;BE_VWV;5;2245;50;;;7;;;2
28/07/2020;BE_VWV;4;2249;47;;;6;;;1
29/07/2020;BE_VWV;3;2252;45;;;3;;;1
30/07/2020;BE_VWV;3;2255;39;;;1;;;1
31/07/2020;BE_VWV;0;2255;35;;;1;;;1
01/08/2020;BE_VWV;3;2258;33;;;2;;;1
02/08/2020;BE_VWV;0;2258;30;;;2;;;1
03/08/2020;BE_VWV;3;2261;33;;;2;;;1
04/08/2020;BE_VWV;0;2261;27;;;2;;;1
05/08/2020;BE_VWV;4;2265;29;;;2;;;1
06/08/2020;BE_VWV;3;2268;25;;;2;;;1
07/08/2020;BE_VWV;1;2269;20;;;2;;;1
08/08/2020;BE_VWV;2;2271;17;;;2;;;1
09/08/2020;BE_VWV;0;2271;17;;;2;;;1
10/08/2020;BE_VWV;0;2271;16;;;2;;;1
11/08/2020;BE_VWV;4;2275;15;;;2;;;1
12/08/2020;BE_VWV;5;2280;14;;;2;;;1
13/08/2020;BE_VWV;2;2282;14;;;0;;;0
14/08/2020;BE_VWV;2;2284;19;;;2;;;0
15/08/2020;BE_VWV;3;2287;21;;;2;;;0
16/08/2020;BE_VWV;1;2288;19;;;2;;;0
17/08/2020;BE_VWV;1;2289;20;;;2;;;0
18/08/2020;BE_VWV;1;2290;19;;;3;;;1
19/08/2020;BE_VWV;0;2290;14;;;2;;;0
20/08/2020;BE_VWV;1;2291;13;;;2;;;0
21/08/2020;BE_VWV;1;2292;12;;;3;;;1
22/08/2020;BE_VWV;0;2292;8;;;4;;;1
23/08/2020;BE_VWV;3;2295;11;;;4;;;1
24/08/2020;BE_VWV;0;2295;11;;;4;;;1
25/08/2020;BE_VWV;0;2295;10;;;4;;;1
26/08/2020;BE_VWV;2;2297;10;;;2;;;0
27/08/2020;BE_VWV;1;2298;12;;;1;;;0
28/08/2020;BE_VWV;0;2298;13;;;1;;;1
29/08/2020;BE_VWV;1;2299;15;;;1;;;1
30/08/2020;BE_VWV;0;2299;13;;;0;;;0
31/08/2020;BE_VWV;3;2302;16;;;0;;;0
01/09/2020;BE_VWV;0;2302;11;;;0;;;0
02/09/2020;BE_VWV;0;2302;10;;;0;;;0
03/09/2020;BE_VWV;0;2302;7;;;0;;;0
04/09/2020;BE_VWV;1;2303;6;;;0;;;0
05/09/2020;BE_VWV;1;2304;5;;;0;;;0
06/09/2020;BE_VWV;1;2305;6;;;0;;;0
07/09/2020;BE_VWV;0;2305;5;;;0;;;0
08/09/2020;BE_VWV;3;2308;8;;;0;;;0
09/09/2020;BE_VWV;4;2312;10;;;0;;;0
10/09/2020;BE_VWV;4;2316;13;;;0;;;0
11/09/2020;BE_VWV;3;2319;15;;;0;;;0
12/09/2020;BE_VWV;3;2322;17;;;1;;;0
13/09/2020;BE_VWV;1;2323;18;;;1;;;0
14/09/2020;BE_VWV;3;2326;21;;;2;;;0
15/09/2020;BE_VWV;3;2329;19;;;2;;;0
16/09/2020;BE_VWV;1;2330;22;;;2;;;1
17/09/2020;BE_VWV;5;2335;27;;;3;;;2
18/09/2020;BE_VWV;5;2340;29;;;3;;;2
19/09/2020;BE_VWV;3;2343;32;;;3;;;2
20/09/2020;BE_VWV;4;2347;31;;;3;;;2
21/09/2020;BE_VWV;3;2350;34;;;6;;;2
22/09/2020;BE_VWV;5;2355;37;;;6;;;3
23/09/2020;BE_VWV;7;2362;39;;;7;;;3
24/09/2020;BE_VWV;4;2366;38;;;7;;;3
25/09/2020;BE_VWV;6;2372;41;;;8;;;2
26/09/2020;BE_VWV;3;2375;41;;;10;;;3
27/09/2020;BE_VWV;0;2375;43;;;10;;;3
28/09/2020;BE_VWV;5;2380;46;;;9;;;3
29/09/2020;BE_VWV;4;2384;44;;;10;;;3
30/09/2020;BE_VWV;4;2388;45;;;8;;;3
01/10/2020;BE_VWV;4;2392;45;;;10;;;3
02/10/2020;BE_VWV;3;2395;44;;;12;;;4
03/10/2020;BE_VWV;1;2396;42;;;14;;;4
04/10/2020;BE_VWV;0;2396;40;;;15;;;4
05/10/2020;BE_VWV;4;2400;38;;;14;;;4
06/10/2020;BE_VWV;8;2408;48;;;14;;;5
07/10/2020;BE_VWV;5;2413;50;;;16;;;6
08/10/2020;BE_VWV;4;2417;52;;;18;;;6
09/10/2020;BE_VWV;15;2432;64;;;15;;;5
10/10/2020;BE_VWV;10;2442;70;;;17;;;5
11/10/2020;BE_VWV;9;2451;74;;;17;;;6
12/10/2020;BE_VWV;13;2464;90;;;17;;;7
13/10/2020;BE_VWV;24;2488;112;;;20;;;9
14/10/2020;BE_VWV;15;2503;115;;;25;;;11
15/10/2020;BE_VWV;21;2524;131;;;22;;;12
16/10/2020;BE_VWV;24;2548;139;;;24;;;11
17/10/2020;BE_VWV;33;2581;160;;;22;;;13
18/10/2020;BE_VWV;19;2600;173;;;24;;;12
19/10/2020;BE_VWV;16;2616;183;;;25;;;12
20/10/2020;BE_VWV;44;2660;204;;;30;;;13
21/10/2020;BE_VWV;22;2682;211;;;32;;;15
22/10/2020;BE_VWV;40;2722;240;;;32;;;17
23/10/2020;BE_VWV;54;2776;279;;;34;;;17
24/10/2020;BE_VWV;67;2843;327;;;45;;;21
25/10/2020;BE_VWV;45;2888;365;;;51;;;25
26/10/2020;BE_VWV;39;2927;407;;;55;;;29
27/10/2020;BE_VWV;80;3007;465;;;68;;;32
28/10/2020;BE_VWV;79;3086;503;;;82;;;40
29/10/2020;BE_VWV;71;3157;533;;;87;;;43
30/10/2020;BE_VWV;79;3236;583;;;100;;;47
31/10/2020;BE_VWV;78;3314;593;;;108;;;46
01/11/2020;BE_VWV;67;3381;621;;;111;;;56
02/11/2020;BE_VWV;80;3461;680;;;127;;;66
03/11/2020;BE_VWV;120;3581;742;;;132;;;69
04/11/2020;BE_VWV;89;3670;736;;;137;;;73
05/11/2020;BE_VWV;70;3740;720;;;140;;;73
06/11/2020;BE_VWV;85;3825;746;;;143;;;83
07/11/2020;BE_VWV;48;3873;672;;;145;;;83
08/11/2020;BE_VWV;60;3933;689;;;151;;;83
09/11/2020;BE_VWV;55;3988;722;;;147;;;81
10/11/2020;BE_VWV;81;4069;719;;;154;;;86
11/11/2020;BE_VWV;74;4143;719;;;155;;;86
12/11/2020;BE_VWV;44;4187;727;;;149;;;83
13/11/2020;BE_VWV;55;4242;695;;;150;;;78
14/11/2020;BE_VWV;58;4300;677;;;149;;;79
15/11/2020;BE_VWV;41;4341;692;;;158;;;81
16/11/2020;BE_VWV;40;4381;706;;;151;;;75
17/11/2020;BE_VWV;50;4431;679;;;136;;;81
18/11/2020;BE_VWV;44;4475;634;;;135;;;76
19/11/2020;BE_VWV;52;4527;608;;;125;;;69
20/11/2020;BE_VWV;51;4578;604;;;125;;;68
21/11/2020;BE_VWV;30;4608;555;;;120;;;63
22/11/2020;BE_VWV;32;4640;560;;;119;;;64
23/11/2020;BE_VWV;36;4676;576;;;114;;;62
24/11/2020;BE_VWV;46;4722;540;;;109;;;59
25/11/2020;BE_VWV;32;4754;518;;;100;;;60
26/11/2020;BE_VWV;38;4792;513;;;98;;;61
27/11/2020;BE_VWV;34;4826;499;;;95;;;59
28/11/2020;BE_VWV;34;4860;463;;;86;;;50
29/11/2020;BE_VWV;36;4896;472;;;81;;;50
30/11/2020;BE_VWV;21;4917;481;;;82;;;36
01/12/2020;BE_VWV;29;4946;442;;;82;;;46
02/12/2020;BE_VWV;42;4988;430;;;77;;;44
03/12/2020;BE_VWV;28;5016;400;;;67;;;42
04/12/2020;BE_VWV;43;5059;408;;;71;;;39
05/12/2020;BE_VWV;29;5088;398;;;70;;;38
06/12/2020;BE_VWV;29;5117;408;;;64;;;38
07/12/2020;BE_VWV;23;5140;415;;;62;;;41
08/12/2020;BE_VWV;45;5185;408;;;61;;;35
09/12/2020;BE_VWV;32;5217;403;;;67;;;39
10/12/2020;BE_VWV;36;5253;394;;;66;;;35
11/12/2020;BE_VWV;25;5278;403;;;66;;;35
12/12/2020;BE_VWV;26;5304;390;;;63;;;40
13/12/2020;BE_VWV;40;5344;418;;;65;;;34
14/12/2020;BE_VWV;29;5373;422;;;62;;;33
15/12/2020;BE_VWV;55;5428;411;;;67;;;36
16/12/2020;BE_VWV;24;5452;382;;;69;;;42
17/12/2020;BE_VWV;44;5496;408;;;66;;;34
18/12/2020;BE_VWV;33;5529;400;;;66;;;36
19/12/2020;BE_VWV;36;5565;380;;;64;;;35
20/12/2020;BE_VWV;24;5589;401;;;69;;;40
21/12/2020;BE_VWV;33;5622;414;;;68;;;39
22/12/2020;BE_VWV;36;5658;410;;;66;;;41
23/12/2020;BE_VWV;40;5698;389;;;61;;;37
24/12/2020;BE_VWV;32;5730;386;;;57;;;30
25/12/2020;BE_VWV;26;5756;358;;;60;;;38
26/12/2020;BE_VWV;16;5772;360;;;56;;;37
27/12/2020;BE_VWV;30;5802;386;;;53;;;36
28/12/2020;BE_VWV;21;5823;396;;;55;;;35
29/12/2020;BE_VWV;36;5859;385;;;55;;;30
30/12/2020;BE_VWV;35;5894;383;;;55;;;29
31/12/2020;BE_VWV;35;5929;368;;;63;;;29
01/01/2021;BE_VWV;34;5963;338;;;59;;;27
02/01/2021;BE_VWV;24;5987;345;;;59;;;24
03/01/2021;BE_VWV;18;6005;350;;;53;;;25
04/01/2021;BE_VWV;21;6026;362;;;53;;;25
05/01/2021;BE_VWV;36;6062;357;;;48;;;22
06/01/2021;BE_VWV;29;6091;343;;;45;;;19
07/01/2021;BE_VWV;28;6119;327;;;43;;;20
08/01/2021;BE_VWV;23;6142;319;;;42;;;18
09/01/2021;BE_VWV;29;6171;299;;;44;;;16
10/01/2021;BE_VWV;22;6193;313;;;44;;;19
11/01/2021;BE_VWV;12;6205;322;;;45;;;18
12/01/2021;BE_VWV;17;6222;302;;;38;;;17
13/01/2021;BE_VWV;24;6246;291;;;39;;;17
14/01/2021;BE_VWV;25;6271;290;;;38;;;19
15/01/2021;BE_VWV;32;6303;292;;;37;;;19
16/01/2021;BE_VWV;19;6322;280;;;38;;;19
17/01/2021;BE_VWV;12;6334;280;;;35;;;18
18/01/2021;BE_VWV;11;6345;284;;;33;;;17
19/01/2021;BE_VWV;37;6382;293;;;36;;;23
20/01/2021;BE_VWV;28;6410;295;;;32;;;16
21/01/2021;BE_VWV;24;6434;283;;;34;;;16
22/01/2021;BE_VWV;19;6453;283;;;35;;;14
23/01/2021;BE_VWV;36;6489;277;;;36;;;11
24/01/2021;BE_VWV;19;6508;286;;;36;;;15
25/01/2021;BE_VWV;22;6530;298;;;39;;;16
26/01/2021;BE_VWV;25;6555;287;;;42;;;21
27/01/2021;BE_VWV;20;6575;275;;;41;;;23
28/01/2021;BE_VWV;18;6593;264;;;45;;;22
29/01/2021;BE_VWV;16;6609;261;;;45;;;19
30/01/2021;BE_VWV;29;6638;245;;;42;;;22
31/01/2021;BE_VWV;17;6655;253;;;44;;;20
01/02/2021;BE_VWV;20;6675;263;;;42;;;23
02/02/2021;BE_VWV;27;6702;266;;;40;;;25
03/02/2021;BE_VWV;21;6723;256;;;46;;;25
04/02/2021;BE_VWV;15;6738;242;;;43;;;26
05/02/2021;BE_VWV;19;6757;228;;;40;;;26
06/02/2021;BE_VWV;26;6783;225;;;40;;;25
07/02/2021;BE_VWV;18;6801;222;;;40;;;27
08/02/2021;BE_VWV;13;6814;231;;;43;;;26
09/02/2021;BE_VWV;27;6841;225;;;41;;;28
10/02/2021;BE_VWV;27;6868;224;;;41;;;25
11/02/2021;BE_VWV;16;6884;217;;;40;;;24
12/02/2021;BE_VWV;33;6917;225;;;37;;;25
13/02/2021;BE_VWV;27;6944;227;;;45;;;24
14/02/2021;BE_VWV;16;6960;231;;;43;;;22
15/02/2021;BE_VWV;11;6971;230;;;45;;;25
16/02/2021;BE_VWV;28;6999;236;;;44;;;25
17/02/2021;BE_VWV;21;7020;240;;;44;;;24
18/02/2021;BE_VWV;21;7041;230;;;44;;;24
19/02/2021;BE_VWV;20;7061;240;;;44;;;23
20/02/2021;BE_VWV;16;7077;233;;;43;;;23
21/02/2021;BE_VWV;11;7088;235;;;46;;;22
22/02/2021;BE_VWV;6;7094;235;;;47;;;20
23/02/2021;BE_VWV;26;7120;229;;;45;;;19
24/02/2021;BE_VWV;16;7136;232;;;43;;;19
25/02/2021;BE_VWV;20;7156;236;;;42;;;17
26/02/2021;BE_VWV;29;7185;244;;;42;;;20
27/02/2021;BE_VWV;29;7214;246;;;42;;;21
28/02/2021;BE_VWV;26;7240;257;;;42;;;22
01/03/2021;BE_VWV;11;7251;256;;;42;;;22
02/03/2021;BE_VWV;29;7280;260;;;51;;;27
03/03/2021;BE_VWV;17;7297;248;;;56;;;30
04/03/2021;BE_VWV;16;7313;247;;;51;;;24
05/03/2021;BE_VWV;20;7333;236;;;48;;;27
06/03/2021;BE_VWV;21;7354;226;;;50;;;30
07/03/2021;BE_VWV;14;7368;229;;;50;;;26
08/03/2021;BE_VWV;12;7380;237;;;50;;;31
09/03/2021;BE_VWV;23;7403;223;;;52;;;28
10/03/2021;BE_VWV;18;7421;213;;;51;;;29
11/03/2021;BE_VWV;16;7437;212;;;53;;;28
12/03/2021;BE_VWV;20;7457;215;;;51;;;24
13/03/2021;BE_VWV;22;7479;208;;;50;;;24
14/03/2021;BE_VWV;27;7506;227;;;57;;;23
15/03/2021;BE_VWV;14;7520;233;;;56;;;25
16/03/2021;BE_VWV;29;7549;231;;;62;;;27
17/03/2021;BE_VWV;25;7574;231;;;63;;;30
18/03/2021;BE_VWV;20;7594;230;;;65;;;32
19/03/2021;BE_VWV;13;7607;213;;;65;;;36
20/03/2021;BE_VWV;33;7640;220;;;62;;;35
21/03/2021;BE_VWV;22;7662;229;;;62;;;33
22/03/2021;BE_VWV;28;7690;248;;;63;;;33
23/03/2021;BE_VWV;41;7731;261;;;63;;;28
24/03/2021;BE_VWV;31;7762;264;;;67;;;34
25/03/2021;BE_VWV;27;7789;269;;;69;;;36
26/03/2021;BE_VWV;22;7811;260;;;72;;;38
27/03/2021;BE_VWV;50;7861;287;;;71;;;34
28/03/2021;BE_VWV;24;7885;300;;;74;;;36
29/03/2021;BE_VWV;24;7909;304;;;76;;;39
30/03/2021;BE_VWV;33;7942;303;;;78;;;40
31/03/2021;BE_VWV;40;7982;310;;;78;;;39
01/04/2021;BE_VWV;37;8019;326;;;84;;;43
02/04/2021;BE_VWV;39;8058;335;;;83;;;47
03/04/2021;BE_VWV;31;8089;312;;;90;;;48
04/04/2021;BE_VWV;17;8106;314;;;93;;;47
05/04/2021;BE_VWV;18;8124;317;;;95;;;47
06/04/2021;BE_VWV;28;8152;322;;;90;;;43
07/04/2021;BE_VWV;40;8192;330;;;91;;;44
08/04/2021;BE_VWV;19;8211;321;;;90;;;44
09/04/2021;BE_VWV;28;8239;313;;;92;;;43
10/04/2021;BE_VWV;39;8278;314;;;92;;;48
11/04/2021;BE_VWV;24;8302;321;;;95;;;42
12/04/2021;BE_VWV;19;8321;333;;;98;;;46
13/04/2021;BE_VWV;25;8346;323;;;98;;;47
14/04/2021;BE_VWV;30;8376;320;;;93;;;47
15/04/2021;BE_VWV;17;8393;297;;;90;;;46
16/04/2021;BE_VWV;22;8415;292;;;88;;;48
17/04/2021;BE_VWV;18;8433;271;;;83;;;44
18/04/2021;BE_VWV;18;8451;281;;;85;;;44
19/04/2021;BE_VWV;26;8477;293;;;85;;;43
20/04/2021;BE_VWV;33;8510;286;;;81;;;41
21/04/2021;BE_VWV;35;8545;297;;;93;;;43
22/04/2021;BE_VWV;19;8564;285;;;92;;;43
23/04/2021;BE_VWV;24;8588;281;;;94;;;47
24/04/2021;BE_VWV;19;8607;274;;;93;;;52
25/04/2021;BE_VWV;22;8629;274;;;94;;;52
26/04/2021;BE_VWV;18;8647;275;;;91;;;51
27/04/2021;BE_VWV;25;8672;264;;;94;;;52
28/04/2021;BE_VWV;29;8701;262;;;93;;;52
29/04/2021;BE_VWV;23;8724;257;;;92;;;49
30/04/2021;BE_VWV;18;8742;248;;;87;;;50
01/05/2021;BE_VWV;11;8753;227;;;87;;;48
02/05/2021;BE_VWV;17;8770;230;;;86;;;48
03/05/2021;BE_VWV;18;8788;238;;;85;;;49
04/05/2021;BE_VWV;26;8814;230;;;77;;;45
05/05/2021;BE_VWV;11;8825;212;;;75;;;44
06/05/2021;BE_VWV;12;8837;201;;;68;;;40
07/05/2021;BE_VWV;18;8855;203;;;63;;;41
08/05/2021;BE_VWV;17;8872;180;;;61;;;39
09/05/2021;BE_VWV;14;8886;180;;;62;;;39
10/05/2021;BE_VWV;8;8894;177;;;61;;;37
11/05/2021;BE_VWV;30;8924;184;;;58;;;39
12/05/2021;BE_VWV;15;8939;169;;;51;;;30
13/05/2021;BE_VWV;17;8956;162;;;50;;;28
14/05/2021;BE_VWV;13;8969;161;;;51;;;28
15/05/2021;BE_VWV;18;8987;144;;;47;;;30
16/05/2021;BE_VWV;10;8997;148;;;44;;;29
17/05/2021;BE_VWV;13;9010;158;;;44;;;28
18/05/2021;BE_VWV;14;9024;148;;;37;;;22
19/05/2021;BE_VWV;19;9043;136;;;39;;;23
20/05/2021;BE_VWV;15;9058;133;;;36;;;21
21/05/2021;BE_VWV;13;9071;134;;;40;;;22
22/05/2021;BE_VWV;16;9087;117;;;39;;;22
23/05/2021;BE_VWV;11;9098;119;;;41;;;22
24/05/2021;BE_VWV;7;9105;121;;;41;;;22
25/05/2021;BE_VWV;10;9115;125;;;42;;;21
26/05/2021;BE_VWV;10;9125;116;;;37;;;18
27/05/2021;BE_VWV;10;9135;103;;;33;;;19
28/05/2021;BE_VWV;12;9147;101;;;35;;;20
29/05/2021;BE_VWV;6;9153;88;;;36;;;20
30/05/2021;BE_VWV;3;9156;81;;;34;;;22
31/05/2021;BE_VWV;3;9159;76;;;32;;;19
01/06/2021;BE_VWV;14;9173;80;;;27;;;19
02/06/2021;BE_VWV;12;9185;91;;;28;;;18
03/06/2021;BE_VWV;6;9191;82;;;29;;;16
04/06/2021;BE_VWV;7;9198;80;;;25;;;15
05/06/2021;BE_VWV;10;9208;80;;;28;;;15
06/06/2021;BE_VWV;5;9213;77;;;26;;;15
07/06/2021;BE_VWV;3;9216;74;;;27;;;13
08/06/2021;BE_VWV;5;9221;65;;;25;;;13
09/06/2021;BE_VWV;5;9226;61;;;24;;;13
10/06/2021;BE_VWV;3;9229;51;;;22;;;12
11/06/2021;BE_VWV;9;9238;57;;;23;;;10
12/06/2021;BE_VWV;3;9241;54;;;18;;;11
13/06/2021;BE_VWV;2;9243;48;;;17;;;12
14/06/2021;BE_VWV;4;9247;53;;;20;;;12
15/06/2021;BE_VWV;1;9248;39;;;17;;;12
16/06/2021;BE_VWV;3;9251;33;;;14;;;11
17/06/2021;BE_VWV;3;9254;29;;;12;;;10
18/06/2021;BE_VWV;8;9262;28;;;11;;;10
19/06/2021;BE_VWV;0;9262;23;;;11;;;10
20/06/2021;BE_VWV;3;9265;24;;;13;;;9
21/06/2021;BE_VWV;4;9269;28;;;14;;;9
22/06/2021;BE_VWV;1;9270;25;;;10;;;8
23/06/2021;BE_VWV;3;9273;23;;;11;;;7
24/06/2021;BE_VWV;0;9273;19;;;12;;;8
25/06/2021;BE_VWV;2;9275;19;;;11;;;9
26/06/2021;BE_VWV;0;9275;16;;;10;;;8
27/06/2021;BE_VWV;0;9275;15;;;10;;;8
28/06/2021;BE_VWV;1;9276;15;;;9;;;7
29/06/2021;BE_VWV;1;9277;15;;;9;;;7
30/06/2021;BE_VWV;0;9277;12;;;7;;;6
01/07/2021;BE_VWV;0;9277;11;;;7;;;5
02/07/2021;BE_VWV;1;9278;11;;;6;;;4
03/07/2021;BE_VWV;3;9281;14;;;6;;;4
04/07/2021;BE_VWV;4;9285;17;;;6;;;4
05/07/2021;BE_VWV;0;9285;15;;;6;;;4
06/07/2021;BE_VWV;3;9288;14;;;7;;;4
07/07/2021;BE_VWV;3;9291;17;;;7;;;4
08/07/2021;BE_VWV;0;9291;15;;;7;;;3
09/07/2021;BE_VWV;2;9293;14;;;6;;;3
10/07/2021;BE_VWV;1;9294;14;;;6;;;3
11/07/2021;BE_VWV;1;9295;15;;;6;;;3
12/07/2021;BE_VWV;3;9298;20;;;7;;;3
13/07/2021;BE_VWV;2;9300;22;;;7;;;3
14/07/2021;BE_VWV;1;9301;23;;;7;;;4
15/07/2021;BE_VWV;3;9304;22;;;6;;;4
16/07/2021;BE_VWV;2;9306;16;;;6;;;3
17/07/2021;BE_VWV;3;9309;14;;;6;;;3
18/07/2021;BE_VWV;4;9313;15;;;9;;;3
19/07/2021;BE_VWV;2;9315;17;;;7;;;3
20/07/2021;BE_VWV;2;9317;18;;;7;;;3
21/07/2021;BE_VWV;1;9318;17;;;6;;;3
