date;location_key;new_hospitalized_patients;cumulative_hospitalized_patients;current_hospitalized_patients;new_intensive_care_patients;cumulative_intensive_care_patients;current_intensive_care_patients;new_ventilator_patients;cumulative_ventilator_patients;current_ventilator_patients
15/03/2020;BE;70;70;263;;;53;;;31
16/03/2020;BE;88;158;370;;;79;;;51
17/03/2020;BE;125;283;493;;;100;;;65
18/03/2020;BE;179;462;646;;;130;;;88
19/03/2020;BE;213;675;840;;;164;;;114
20/03/2020;BE;294;969;1108;;;229;;;168
21/03/2020;BE;322;1291;1384;;;290;;;200
22/03/2020;BE;278;1569;1661;;;326;;;240
23/03/2020;BE;268;1837;1883;;;385;;;286
24/03/2020;BE;420;2257;2204;;;487;;;333
25/03/2020;BE;543;2800;2721;;;612;;;422
26/03/2020;BE;494;3294;3111;;;699;;;503
27/03/2020;BE;587;3881;3649;;;789;;;579
28/03/2020;BE;642;4523;4088;;;867;;;656
29/03/2020;BE;545;5068;4536;;;961;;;726
30/03/2020;BE;486;5554;4897;;;1021;;;786
31/03/2020;BE;550;6104;4988;;;1088;;;834
01/04/2020;BE;599;6703;5219;;;1144;;;906
02/04/2020;BE;572;7275;5398;;;1205;;;916
03/04/2020;BE;502;7777;5562;;;1256;;;990
04/04/2020;BE;502;8279;5531;;;1261;;;1002
05/04/2020;BE;360;8639;5620;;;1267;;;1013
06/04/2020;BE;324;8963;5759;;;1260;;;999
07/04/2020;BE;475;9438;5710;;;1276;;;1008
08/04/2020;BE;464;9902;5620;;;1286;;;995
09/04/2020;BE;467;10369;5640;;;1279;;;994
10/04/2020;BE;431;10800;5663;;;1262;;;981
11/04/2020;BE;392;11192;5538;;;1251;;;952
12/04/2020;BE;277;11469;5542;;;1253;;;955
13/04/2020;BE;244;11713;5554;;;1226;;;915
14/04/2020;BE;253;11966;5532;;;1204;;;889
15/04/2020;BE;317;12283;5331;;;1182;;;868
16/04/2020;BE;313;12596;5181;;;1150;;;846
17/04/2020;BE;306;12902;5088;;;1119;;;809
18/04/2020;BE;265;13167;4889;;;1081;;;781
19/04/2020;BE;227;13394;4940;;;1071;;;760
20/04/2020;BE;184;13578;4996;;;1079;;;777
21/04/2020;BE;262;13840;4765;;;1020;;;733
22/04/2020;BE;216;14056;4527;;;993;;;703
23/04/2020;BE;204;14260;4353;;;970;;;681
24/04/2020;BE;221;14481;4195;;;934;;;635
25/04/2020;BE;203;14684;3957;;;901;;;620
26/04/2020;BE;130;14814;3968;;;903;;;600
27/04/2020;BE;129;14943;3976;;;876;;;566
28/04/2020;BE;165;15108;3733;;;797;;;534
29/04/2020;BE;185;15293;3609;;;769;;;517
30/04/2020;BE;153;15446;3386;;;749;;;491
01/05/2020;BE;134;15580;3109;;;690;;;452
02/05/2020;BE;82;15662;3080;;;684;;;426
03/05/2020;BE;62;15724;3044;;;655;;;401
04/05/2020;BE;92;15816;3080;;;646;;;387
05/05/2020;BE;123;15939;2868;;;582;;;367
06/05/2020;BE;101;16040;2699;;;542;;;359
07/05/2020;BE;122;16162;2555;;;508;;;339
08/05/2020;BE;79;16241;2381;;;502;;;328
09/05/2020;BE;85;16326;2222;;;475;;;295
10/05/2020;BE;62;16388;2222;;;477;;;296
11/05/2020;BE;48;16436;2230;;;465;;;282
12/05/2020;BE;74;16510;2085;;;427;;;270
13/05/2020;BE;83;16593;1966;;;407;;;239
14/05/2020;BE;66;16659;1862;;;380;;;231
15/05/2020;BE;65;16724;1750;;;364;;;219
16/05/2020;BE;62;16786;1625;;;345;;;198
17/05/2020;BE;45;16831;1614;;;342;;;190
18/05/2020;BE;52;16883;1630;;;345;;;191
19/05/2020;BE;59;16942;1527;;;313;;;169
20/05/2020;BE;77;17019;1448;;;277;;;154
21/05/2020;BE;63;17082;1388;;;268;;;147
22/05/2020;BE;37;17119;1360;;;259;;;149
23/05/2020;BE;56;17175;1296;;;256;;;143
24/05/2020;BE;31;17206;1306;;;251;;;134
25/05/2020;BE;39;17245;1304;;;249;;;129
26/05/2020;BE;39;17284;1150;;;223;;;114
27/05/2020;BE;53;17337;1050;;;209;;;101
28/05/2020;BE;28;17365;939;;;187;;;90
29/05/2020;BE;28;17393;892;;;173;;;85
30/05/2020;BE;42;17435;823;;;168;;;84
31/05/2020;BE;26;17461;818;;;164;;;83
01/06/2020;BE;29;17490;821;;;166;;;86
02/06/2020;BE;36;17526;821;;;172;;;79
03/06/2020;BE;22;17548;739;;;145;;;74
04/06/2020;BE;34;17582;702;;;137;;;73
05/06/2020;BE;30;17612;647;;;121;;;71
06/06/2020;BE;23;17635;573;;;111;;;69
07/06/2020;BE;24;17659;576;;;116;;;70
08/06/2020;BE;18;17677;575;;;115;;;66
09/06/2020;BE;24;17701;527;;;102;;;57
10/06/2020;BE;20;17721;484;;;99;;;52
11/06/2020;BE;33;17754;479;;;89;;;46
12/06/2020;BE;25;17779;425;;;88;;;43
13/06/2020;BE;11;17790;395;;;82;;;44
14/06/2020;BE;16;17806;400;;;85;;;43
15/06/2020;BE;12;17818;393;;;75;;;36
16/06/2020;BE;27;17845;371;;;67;;;31
17/06/2020;BE;19;17864;344;;;60;;;26
18/06/2020;BE;21;17885;340;;;52;;;27
19/06/2020;BE;21;17906;308;;;50;;;27
20/06/2020;BE;18;17924;292;;;53;;;28
21/06/2020;BE;12;17936;295;;;50;;;25
22/06/2020;BE;14;17950;293;;;42;;;20
23/06/2020;BE;12;17962;281;;;41;;;24
24/06/2020;BE;16;17978;268;;;40;;;21
25/06/2020;BE;21;17999;256;;;38;;;20
26/06/2020;BE;18;18017;247;;;36;;;18
27/06/2020;BE;16;18033;237;;;34;;;16
28/06/2020;BE;7;18040;237;;;36;;;17
29/06/2020;BE;14;18054;244;;;41;;;18
30/06/2020;BE;17;18071;222;;;37;;;18
01/07/2020;BE;9;18080;203;;;36;;;14
02/07/2020;BE;13;18093;187;;;35;;;13
03/07/2020;BE;6;18099;168;;;32;;;13
04/07/2020;BE;16;18115;170;;;29;;;14
05/07/2020;BE;7;18122;170;;;30;;;15
06/07/2020;BE;10;18132;169;;;27;;;15
07/07/2020;BE;17;18149;178;;;32;;;15
08/07/2020;BE;9;18158;165;;;32;;;15
09/07/2020;BE;11;18169;160;;;36;;;16
10/07/2020;BE;6;18175;143;;;32;;;15
11/07/2020;BE;11;18186;132;;;28;;;15
12/07/2020;BE;7;18193;130;;;27;;;12
13/07/2020;BE;9;18202;138;;;23;;;14
14/07/2020;BE;18;18220;147;;;27;;;17
15/07/2020;BE;11;18231;150;;;27;;;17
16/07/2020;BE;13;18244;147;;;28;;;17
17/07/2020;BE;11;18255;145;;;28;;;18
18/07/2020;BE;27;18282;161;;;30;;;19
19/07/2020;BE;18;18300;168;;;31;;;15
20/07/2020;BE;14;18314;181;;;36;;;17
21/07/2020;BE;8;18322;172;;;33;;;15
22/07/2020;BE;23;18345;191;;;41;;;18
23/07/2020;BE;33;18378;203;;;40;;;15
24/07/2020;BE;34;18412;218;;;41;;;17
25/07/2020;BE;26;18438;210;;;44;;;19
26/07/2020;BE;15;18453;211;;;47;;;20
27/07/2020;BE;28;18481;222;;;52;;;22
28/07/2020;BE;41;18522;232;;;49;;;22
29/07/2020;BE;35;18557;263;;;47;;;24
30/07/2020;BE;30;18587;267;;;42;;;23
31/07/2020;BE;19;18606;253;;;48;;;27
01/08/2020;BE;29;18635;259;;;56;;;29
02/08/2020;BE;29;18664;271;;;58;;;31
03/08/2020;BE;29;18693;290;;;54;;;32
04/08/2020;BE;20;18713;265;;;63;;;30
05/08/2020;BE;50;18763;293;;;61;;;29
06/08/2020;BE;33;18796;278;;;65;;;32
07/08/2020;BE;33;18829;285;;;69;;;37
08/08/2020;BE;38;18867;281;;;67;;;34
09/08/2020;BE;23;18890;285;;;69;;;34
10/08/2020;BE;41;18931;312;;;73;;;42
11/08/2020;BE;52;18983;307;;;77;;;38
12/08/2020;BE;35;19018;301;;;76;;;40
13/08/2020;BE;46;19064;309;;;74;;;42
14/08/2020;BE;33;19097;312;;;80;;;45
15/08/2020;BE;43;19140;309;;;82;;;43
16/08/2020;BE;29;19169;337;;;86;;;48
17/08/2020;BE;21;19190;341;;;91;;;45
18/08/2020;BE;35;19225;335;;;89;;;48
19/08/2020;BE;39;19264;334;;;83;;;48
20/08/2020;BE;30;19294;303;;;82;;;50
21/08/2020;BE;31;19325;314;;;84;;;47
22/08/2020;BE;26;19351;310;;;85;;;47
23/08/2020;BE;18;19369;312;;;87;;;44
24/08/2020;BE;17;19386;320;;;89;;;45
25/08/2020;BE;12;19398;282;;;85;;;45
26/08/2020;BE;21;19419;260;;;81;;;40
27/08/2020;BE;21;19440;257;;;82;;;42
28/08/2020;BE;19;19459;252;;;77;;;44
29/08/2020;BE;8;19467;230;;;72;;;42
30/08/2020;BE;14;19481;233;;;71;;;39
31/08/2020;BE;18;19499;243;;;74;;;37
01/09/2020;BE;28;19527;226;;;68;;;38
02/09/2020;BE;26;19553;221;;;60;;;39
03/09/2020;BE;13;19566;209;;;58;;;37
04/09/2020;BE;22;19588;215;;;52;;;37
05/09/2020;BE;16;19604;215;;;53;;;38
06/09/2020;BE;17;19621;223;;;53;;;36
07/09/2020;BE;26;19647;235;;;52;;;34
08/09/2020;BE;42;19689;260;;;59;;;35
09/09/2020;BE;24;19713;250;;;60;;;33
10/09/2020;BE;29;19742;249;;;65;;;28
11/09/2020;BE;31;19773;254;;;67;;;32
12/09/2020;BE;35;19808;260;;;68;;;30
13/09/2020;BE;41;19849;293;;;71;;;33
14/09/2020;BE;34;19883;318;;;72;;;35
15/09/2020;BE;50;19933;315;;;67;;;34
16/09/2020;BE;46;19979;353;;;74;;;39
17/09/2020;BE;49;20028;371;;;69;;;39
18/09/2020;BE;58;20086;392;;;78;;;44
19/09/2020;BE;58;20144;421;;;78;;;44
20/09/2020;BE;50;20194;432;;;77;;;40
21/09/2020;BE;61;20255;490;;;87;;;46
22/09/2020;BE;76;20331;505;;;94;;;48
23/09/2020;BE;74;20405;550;;;95;;;52
24/09/2020;BE;93;20498;602;;;104;;;57
25/09/2020;BE;74;20572;620;;;110;;;55
26/09/2020;BE;54;20626;626;;;120;;;60
27/09/2020;BE;51;20677;654;;;135;;;63
28/09/2020;BE;74;20751;708;;;140;;;71
29/09/2020;BE;91;20842;716;;;150;;;73
30/09/2020;BE;89;20931;739;;;157;;;75
01/10/2020;BE;90;21021;773;;;156;;;71
02/10/2020;BE;75;21096;789;;;163;;;72
03/10/2020;BE;79;21175;819;;;185;;;79
04/10/2020;BE;91;21266;866;;;186;;;77
05/10/2020;BE;91;21357;937;;;195;;;83
06/10/2020;BE;113;21470;952;;;189;;;85
07/10/2020;BE;145;21615;1050;;;201;;;94
08/10/2020;BE;131;21746;1110;;;213;;;96
09/10/2020;BE;151;21897;1191;;;214;;;98
10/10/2020;BE;165;22062;1260;;;228;;;99
11/10/2020;BE;141;22203;1334;;;245;;;111
12/10/2020;BE;179;22382;1473;;;268;;;126
13/10/2020;BE;224;22606;1622;;;281;;;142
14/10/2020;BE;266;22872;1778;;;313;;;160
15/10/2020;BE;292;23164;1951;;;327;;;166
16/10/2020;BE;252;23416;2099;;;358;;;172
17/10/2020;BE;365;23781;2267;;;384;;;184
18/10/2020;BE;271;24052;2497;;;412;;;195
19/10/2020;BE;274;24326;2773;;;446;;;209
20/10/2020;BE;428;24754;2977;;;487;;;246
21/10/2020;BE;437;25191;3275;;;525;;;272
22/10/2020;BE;520;25711;3649;;;573;;;289
23/10/2020;BE;617;26328;4056;;;633;;;328
24/10/2020;BE;610;26938;4408;;;694;;;371
25/10/2020;BE;529;27467;4825;;;756;;;383
26/10/2020;BE;545;28012;5268;;;812;;;444
27/10/2020;BE;707;28719;5548;;;912;;;485
28/10/2020;BE;759;29478;5924;;;994;;;541
29/10/2020;BE;688;30166;6187;;;1057;;;556
30/10/2020;BE;748;30914;6439;;;1105;;;598
31/10/2020;BE;707;31621;6502;;;1161;;;633
01/11/2020;BE;578;32199;6824;;;1223;;;671
02/11/2020;BE;612;32811;7233;;;1302;;;698
03/11/2020;BE;899;33710;7461;;;1353;;;752
04/11/2020;BE;675;34385;7411;;;1412;;;793
05/11/2020;BE;577;34962;7290;;;1428;;;815
06/11/2020;BE;606;35568;7224;;;1459;;;828
07/11/2020;BE;516;36084;6895;;;1464;;;881
08/11/2020;BE;415;36499;6955;;;1470;;;890
09/11/2020;BE;443;36942;7221;;;1474;;;884
10/11/2020;BE;618;37560;7058;;;1470;;;885
11/11/2020;BE;565;38125;6879;;;1463;;;898
12/11/2020;BE;414;38539;7010;;;1456;;;907
13/11/2020;BE;526;39065;6762;;;1457;;;903
14/11/2020;BE;461;39526;6505;;;1423;;;876
15/11/2020;BE;305;39831;6518;;;1439;;;900
16/11/2020;BE;285;40116;6580;;;1408;;;895
17/11/2020;BE;380;40496;6240;;;1356;;;885
18/11/2020;BE;358;40854;5930;;;1323;;;887
19/11/2020;BE;363;41217;5651;;;1286;;;837
20/11/2020;BE;323;41540;5418;;;1256;;;815
21/11/2020;BE;261;41801;5017;;;1201;;;799
22/11/2020;BE;215;42016;5025;;;1194;;;760
23/11/2020;BE;211;42227;5076;;;1168;;;775
24/11/2020;BE;305;42532;4783;;;1105;;;719
25/11/2020;BE;285;42817;4570;;;1071;;;709
26/11/2020;BE;257;43074;4376;;;1034;;;670
27/11/2020;BE;234;43308;4215;;;997;;;637
28/11/2020;BE;225;43533;3994;;;946;;;596
29/11/2020;BE;149;43682;3989;;;904;;;582
30/11/2020;BE;123;43805;4014;;;900;;;566
01/12/2020;BE;208;44013;3707;;;854;;;555
02/12/2020;BE;238;44251;3590;;;829;;;535
03/12/2020;BE;196;44447;3417;;;786;;;507
04/12/2020;BE;221;44668;3341;;;789;;;515
05/12/2020;BE;226;44894;3163;;;753;;;490
06/12/2020;BE;151;45045;3210;;;744;;;480
07/12/2020;BE;147;45192;3272;;;724;;;474
08/12/2020;BE;215;45407;3136;;;677;;;448
09/12/2020;BE;185;45592;3034;;;662;;;444
10/12/2020;BE;207;45799;2961;;;658;;;412
11/12/2020;BE;184;45983;2896;;;646;;;413
12/12/2020;BE;185;46168;2770;;;627;;;407
13/12/2020;BE;187;46355;2861;;;617;;;396
14/12/2020;BE;125;46480;2888;;;615;;;393
15/12/2020;BE;225;46705;2772;;;594;;;387
16/12/2020;BE;201;46906;2707;;;571;;;376
17/12/2020;BE;208;47114;2683;;;562;;;357
18/12/2020;BE;201;47315;2616;;;547;;;336
19/12/2020;BE;198;47513;2523;;;541;;;315
20/12/2020;BE;133;47646;2538;;;543;;;311
21/12/2020;BE;139;47785;2610;;;546;;;322
22/12/2020;BE;219;48004;2557;;;536;;;321
23/12/2020;BE;190;48194;2467;;;512;;;299
24/12/2020;BE;211;48405;2447;;;514;;;288
25/12/2020;BE;151;48556;2282;;;511;;;301
26/12/2020;BE;95;48651;2286;;;493;;;285
27/12/2020;BE;158;48809;2359;;;491;;;291
28/12/2020;BE;150;48959;2440;;;510;;;282
29/12/2020;BE;208;49167;2417;;;498;;;273
30/12/2020;BE;159;49326;2333;;;496;;;264
31/12/2020;BE;145;49471;2187;;;494;;;257
01/01/2021;BE;150;49621;2081;;;489;;;247
02/01/2021;BE;110;49731;2122;;;481;;;227
03/01/2021;BE;137;49868;2185;;;468;;;232
04/01/2021;BE;110;49978;2226;;;464;;;243
05/01/2021;BE;149;50127;2130;;;430;;;227
06/01/2021;BE;145;50272;2076;;;404;;;217
07/01/2021;BE;156;50428;2018;;;381;;;213
08/01/2021;BE;141;50569;1996;;;377;;;206
09/01/2021;BE;137;50706;1927;;;379;;;205
10/01/2021;BE;85;50791;1955;;;371;;;204
11/01/2021;BE;94;50885;2020;;;378;;;195
12/01/2021;BE;139;51024;1966;;;356;;;197
13/01/2021;BE;142;51166;1943;;;360;;;184
14/01/2021;BE;133;51299;1915;;;346;;;186
15/01/2021;BE;142;51441;1883;;;345;;;194
16/01/2021;BE;111;51552;1828;;;352;;;188
17/01/2021;BE;79;51631;1892;;;367;;;190
18/01/2021;BE;105;51736;1974;;;369;;;193
19/01/2021;BE;187;51923;1960;;;361;;;198
20/01/2021;BE;144;52067;1938;;;337;;;187
21/01/2021;BE;148;52215;1941;;;338;;;182
22/01/2021;BE;158;52373;1923;;;338;;;178
23/01/2021;BE;143;52516;1888;;;327;;;167
24/01/2021;BE;106;52622;1923;;;322;;;162
25/01/2021;BE;92;52714;1954;;;325;;;170
26/01/2021;BE;153;52867;1928;;;322;;;168
27/01/2021;BE;121;52988;1850;;;313;;;173
28/01/2021;BE;138;53126;1819;;;323;;;166
29/01/2021;BE;119;53245;1810;;;315;;;170
30/01/2021;BE;137;53382;1760;;;315;;;165
31/01/2021;BE;77;53459;1788;;;315;;;165
01/02/2021;BE;128;53587;1852;;;325;;;172
02/02/2021;BE;142;53729;1794;;;311;;;172
03/02/2021;BE;142;53871;1785;;;310;;;167
04/02/2021;BE;141;54012;1751;;;306;;;166
05/02/2021;BE;144;54156;1737;;;304;;;167
06/02/2021;BE;123;54279;1650;;;292;;;150
07/02/2021;BE;108;54387;1678;;;300;;;162
08/02/2021;BE;72;54459;1698;;;302;;;161
09/02/2021;BE;163;54622;1674;;;308;;;168
10/02/2021;BE;132;54754;1652;;;303;;;166
11/02/2021;BE;137;54891;1642;;;294;;;162
12/02/2021;BE;132;55023;1634;;;295;;;167
13/02/2021;BE;107;55130;1567;;;298;;;175
14/02/2021;BE;91;55221;1598;;;307;;;178
15/02/2021;BE;84;55305;1632;;;319;;;176
16/02/2021;BE;145;55450;1600;;;311;;;169
17/02/2021;BE;141;55591;1610;;;315;;;166
18/02/2021;BE;142;55733;1588;;;314;;;175
19/02/2021;BE;125;55858;1607;;;314;;;162
20/02/2021;BE;112;55970;1567;;;316;;;164
21/02/2021;BE;88;56058;1619;;;329;;;165
22/02/2021;BE;115;56173;1721;;;348;;;175
23/02/2021;BE;155;56328;1711;;;353;;;176
24/02/2021;BE;150;56478;1749;;;362;;;178
25/02/2021;BE;142;56620;1759;;;369;;;181
26/02/2021;BE;204;56824;1838;;;393;;;195
27/02/2021;BE;156;56980;1835;;;397;;;194
28/02/2021;BE;127;57107;1896;;;407;;;201
01/03/2021;BE;107;57214;1937;;;413;;;212
02/03/2021;BE;176;57390;1902;;;426;;;223
03/03/2021;BE;152;57542;1900;;;434;;;221
04/03/2021;BE;171;57713;1905;;;426;;;224
05/03/2021;BE;152;57865;1915;;;433;;;232
06/03/2021;BE;141;58006;1880;;;416;;;230
07/03/2021;BE;122;58128;1938;;;425;;;233
08/03/2021;BE;113;58241;1994;;;436;;;251
09/03/2021;BE;202;58443;1963;;;441;;;250
10/03/2021;BE;154;58597;1943;;;452;;;249
11/03/2021;BE;139;58736;1910;;;448;;;250
12/03/2021;BE;170;58906;1915;;;468;;;254
13/03/2021;BE;195;59101;1905;;;474;;;262
14/03/2021;BE;159;59260;2013;;;485;;;266
15/03/2021;BE;150;59410;2112;;;503;;;269
16/03/2021;BE;208;59618;2085;;;522;;;275
17/03/2021;BE;207;59825;2123;;;534;;;282
18/03/2021;BE;208;60033;2142;;;543;;;296
19/03/2021;BE;182;60215;2153;;;550;;;310
20/03/2021;BE;243;60458;2160;;;557;;;311
21/03/2021;BE;185;60643;2249;;;569;;;319
22/03/2021;BE;201;60844;2372;;;589;;;322
23/03/2021;BE;282;61126;2402;;;601;;;325
24/03/2021;BE;251;61377;2452;;;636;;;332
25/03/2021;BE;242;61619;2493;;;652;;;356
26/03/2021;BE;208;61827;2503;;;667;;;360
27/03/2021;BE;296;62123;2568;;;701;;;379
28/03/2021;BE;213;62336;2693;;;712;;;383
29/03/2021;BE;199;62535;2820;;;740;;;408
30/03/2021;BE;319;62854;2868;;;737;;;429
31/03/2021;BE;309;63163;2938;;;756;;;436
01/04/2021;BE;290;63453;2959;;;790;;;442
02/04/2021;BE;296;63749;3026;;;801;;;479
03/04/2021;BE;259;64008;2911;;;821;;;480
04/04/2021;BE;171;64179;2923;;;831;;;478
05/04/2021;BE;230;64409;3055;;;866;;;485
06/04/2021;BE;235;64644;3167;;;892;;;497
07/04/2021;BE;333;64977;3164;;;909;;;506
08/04/2021;BE;250;65227;3129;;;911;;;516
09/04/2021;BE;275;65502;3117;;;925;;;523
10/04/2021;BE;255;65757;3022;;;905;;;535
11/04/2021;BE;202;65959;3085;;;899;;;540
12/04/2021;BE;225;66184;3215;;;919;;;549
13/04/2021;BE;267;66451;3130;;;947;;;556
14/04/2021;BE;217;66668;3049;;;941;;;538
15/04/2021;BE;239;66907;3032;;;930;;;541
16/04/2021;BE;249;67156;3015;;;923;;;547
17/04/2021;BE;245;67401;2910;;;923;;;543
18/04/2021;BE;201;67602;3000;;;931;;;555
19/04/2021;BE;210;67812;3140;;;946;;;557
20/04/2021;BE;303;68115;3103;;;926;;;535
21/04/2021;BE;244;68359;3078;;;935;;;549
22/04/2021;BE;231;68590;2989;;;910;;;544
23/04/2021;BE;222;68812;2943;;;901;;;525
24/04/2021;BE;228;69040;2846;;;886;;;506
25/04/2021;BE;162;69202;2883;;;886;;;513
26/04/2021;BE;156;69358;2951;;;892;;;521
27/04/2021;BE;231;69589;2858;;;892;;;528
28/04/2021;BE;210;69799;2809;;;888;;;527
29/04/2021;BE;206;70005;2776;;;864;;;512
30/04/2021;BE;191;70196;2707;;;855;;;511
01/05/2021;BE;195;70391;2593;;;824;;;486
02/05/2021;BE;161;70552;2648;;;825;;;508
03/05/2021;BE;153;70705;2760;;;831;;;510
04/05/2021;BE;191;70896;2605;;;795;;;492
05/05/2021;BE;164;71060;2481;;;757;;;470
06/05/2021;BE;145;71205;2402;;;744;;;459
07/05/2021;BE;163;71368;2307;;;727;;;449
08/05/2021;BE;164;71532;2167;;;707;;;444
09/05/2021;BE;159;71691;2172;;;702;;;435
10/05/2021;BE;134;71825;2253;;;710;;;438
11/05/2021;BE;166;71991;2108;;;686;;;423
12/05/2021;BE;148;72139;2025;;;660;;;405
13/05/2021;BE;144;72283;1912;;;644;;;387
14/05/2021;BE;102;72385;1917;;;643;;;401
15/05/2021;BE;168;72553;1804;;;621;;;393
16/05/2021;BE;105;72658;1802;;;619;;;386
17/05/2021;BE;99;72757;1857;;;613;;;377
18/05/2021;BE;131;72888;1753;;;595;;;375
19/05/2021;BE;141;73029;1702;;;589;;;363
20/05/2021;BE;121;73150;1640;;;562;;;360
21/05/2021;BE;127;73277;1600;;;540;;;354
22/05/2021;BE;123;73400;1491;;;544;;;344
23/05/2021;BE;88;73488;1501;;;542;;;331
24/05/2021;BE;76;73564;1532;;;542;;;329
25/05/2021;BE;90;73654;1547;;;531;;;321
26/05/2021;BE;110;73764;1463;;;508;;;318
27/05/2021;BE;91;73855;1366;;;491;;;313
28/05/2021;BE;83;73938;1290;;;469;;;304
29/05/2021;BE;92;74030;1206;;;451;;;292
30/05/2021;BE;69;74099;1219;;;442;;;278
31/05/2021;BE;56;74155;1232;;;439;;;276
01/06/2021;BE;92;74247;1159;;;404;;;253
02/06/2021;BE;81;74328;1124;;;378;;;249
03/06/2021;BE;75;74403;1063;;;365;;;240
04/06/2021;BE;74;74477;1007;;;342;;;219
05/06/2021;BE;76;74553;978;;;337;;;209
06/06/2021;BE;46;74599;967;;;331;;;204
07/06/2021;BE;42;74641;968;;;336;;;198
08/06/2021;BE;73;74714;888;;;319;;;194
09/06/2021;BE;65;74779;852;;;309;;;184
10/06/2021;BE;48;74827;817;;;302;;;179
11/06/2021;BE;47;74874;770;;;300;;;173
12/06/2021;BE;45;74919;721;;;285;;;162
13/06/2021;BE;25;74944;702;;;274;;;162
14/06/2021;BE;40;74984;723;;;276;;;156
15/06/2021;BE;45;75029;651;;;256;;;152
16/06/2021;BE;27;75056;592;;;247;;;141
17/06/2021;BE;33;75089;552;;;234;;;136
18/06/2021;BE;29;75118;492;;;212;;;128
19/06/2021;BE;33;75151;458;;;203;;;125
20/06/2021;BE;28;75179;459;;;204;;;120
21/06/2021;BE;27;75206;471;;;206;;;119
22/06/2021;BE;24;75230;450;;;184;;;112
23/06/2021;BE;29;75259;439;;;183;;;111
24/06/2021;BE;30;75289;422;;;175;;;109
25/06/2021;BE;15;75304;382;;;157;;;101
26/06/2021;BE;24;75328;347;;;149;;;103
27/06/2021;BE;12;75340;338;;;150;;;101
28/06/2021;BE;15;75355;339;;;147;;;98
29/06/2021;BE;18;75373;328;;;143;;;101
30/06/2021;BE;14;75387;303;;;134;;;93
01/07/2021;BE;7;75394;274;;;126;;;85
02/07/2021;BE;22;75416;272;;;123;;;83
03/07/2021;BE;17;75433;252;;;115;;;78
04/07/2021;BE;16;75449;258;;;113;;;75
05/07/2021;BE;11;75460;256;;;112;;;78
06/07/2021;BE;24;75484;251;;;101;;;74
07/07/2021;BE;28;75512;256;;;99;;;71
08/07/2021;BE;7;75519;252;;;96;;;70
09/07/2021;BE;20;75539;240;;;93;;;66
10/07/2021;BE;16;75555;227;;;87;;;64
11/07/2021;BE;12;75567;230;;;83;;;62
12/07/2021;BE;15;75582;234;;;89;;;59
13/07/2021;BE;28;75610;241;;;90;;;57
14/07/2021;BE;22;75632;241;;;82;;;57
15/07/2021;BE;29;75661;253;;;86;;;57
16/07/2021;BE;27;75688;240;;;81;;;50
17/07/2021;BE;28;75716;242;;;81;;;48
18/07/2021;BE;20;75736;248;;;88;;;48
19/07/2021;BE;27;75763;267;;;84;;;48
20/07/2021;BE;30;75793;266;;;87;;;48
21/07/2021;BE;28;75821;280;;;85;;;52
22/07/2021;BE;28;75849;289;;;83;;;52
23/07/2021;BE;27;75876;274;;;84;;;53
24/07/2021;BE;34;75910;271;;;89;;;53
25/07/2021;BE;27;75937;288;;;94;;;50
26/07/2021;BE;25;75962;305;;;97;;;55
27/07/2021;BE;39;76001;308;;;94;;;53
28/07/2021;BE;43;76044;311;;;96;;;49
29/07/2021;BE;37;76081;318;;;93;;;45
30/07/2021;BE;27;76108;320;;;96;;;45
31/07/2021;BE;42;76150;325;;;93;;;49
01/08/2021;BE;38;76188;343;;;95;;;48
02/08/2021;BE;41;76229;365;;;97;;;46
03/08/2021;BE;44;76273;369;;;94;;;49
04/08/2021;BE;40;76313;367;;;92;;;52
05/08/2021;BE;38;76351;367;;;94;;;51
06/08/2021;BE;43;76394;383;;;98;;;54
07/08/2021;BE;52;76446;397;;;102;;;61
08/08/2021;BE;45;76491;426;;;106;;;57
09/08/2021;BE;51;76542;462;;;120;;;59
10/08/2021;BE;64;76606;465;;;120;;;55
11/08/2021;BE;45;76651;454;;;124;;;57
12/08/2021;BE;58;76709;475;;;132;;;59
13/08/2021;BE;66;76775;496;;;136;;;67
14/08/2021;BE;53;76828;495;;;142;;;70
15/08/2021;BE;47;76875;513;;;147;;;76
16/08/2021;BE;49;76924;550;;;158;;;76
17/08/2021;BE;84;77008;570;;;162;;;78
18/08/2021;BE;66;77074;592;;;172;;;83
19/08/2021;BE;60;77134;608;;;178;;;82
20/08/2021;BE;49;77183;583;;;179;;;75
21/08/2021;BE;60;77243;594;;;178;;;89
22/08/2021;BE;47;77290;619;;;176;;;90
23/08/2021;BE;59;77349;652;;;173;;;92
24/08/2021;BE;74;77423;635;;;171;;;93
25/08/2021;BE;57;77480;619;;;176;;;90
26/08/2021;BE;57;77537;602;;;182;;;98
27/08/2021;BE;58;77595;596;;;185;;;93
28/08/2021;BE;69;77664;611;;;194;;;99
29/08/2021;BE;47;77711;631;;;191;;;103
30/08/2021;BE;58;77769;677;;;201;;;108
31/08/2021;BE;83;77852;667;;;192;;;103
01/09/2021;BE;66;77918;661;;;193;;;107
02/09/2021;BE;74;77992;657;;;195;;;104
03/09/2021;BE;66;78058;683;;;200;;;110
04/09/2021;BE;80;78138;669;;;218;;;112
05/09/2021;BE;56;78194;687;;;229;;;117
06/09/2021;BE;66;78260;725;;;237;;;114
