date;location_key;new_confirmed;new_deceased;new_recovered;new_tested
16/05/2021;BE_VOV;68;;;
17/05/2021;BE_VOV;412;;;
18/05/2021;BE_VOV;333;;;
19/05/2021;BE_VOV;299;;;
20/05/2021;BE_VOV;252;;;
21/05/2021;BE_VOV;234;;;
22/05/2021;BE_VOV;132;;;
23/05/2021;BE_VOV;85;;;
24/05/2021;BE_VOV;116;;;
25/05/2021;BE_VOV;313;;;
26/05/2021;BE_VOV;251;;;
27/05/2021;BE_VOV;229;;;
28/05/2021;BE_VOV;211;;;
29/05/2021;BE_VOV;113;;;
30/05/2021;BE_VOV;57;;;
31/05/2021;BE_VOV;197;;;
01/06/2021;BE_VOV;172;;;
02/06/2021;BE_VOV;169;;;
03/06/2021;BE_VOV;112;;;
04/06/2021;BE_VOV;125;;;
05/06/2021;BE_VOV;63;;;
06/06/2021;BE_VOV;22;;;
07/06/2021;BE_VOV;133;;;
08/06/2021;BE_VOV;117;;;
09/06/2021;BE_VOV;81;;;
10/06/2021;BE_VOV;89;;;
11/06/2021;BE_VOV;90;;;
12/06/2021;BE_VOV;34;;;
13/06/2021;BE_VOV;17;;;
14/06/2021;BE_VOV;95;;;
15/06/2021;BE_VOV;67;;;
16/06/2021;BE_VOV;38;;;
17/06/2021;BE_VOV;46;;;
18/06/2021;BE_VOV;44;;;
19/06/2021;BE_VOV;29;;;
20/06/2021;BE_VOV;20;;;
21/06/2021;BE_VOV;75;;;
22/06/2021;BE_VOV;51;;;
23/06/2021;BE_VOV;54;;;
24/06/2021;BE_VOV;30;;;
25/06/2021;BE_VOV;43;;;
26/06/2021;BE_VOV;25;;;
27/06/2021;BE_VOV;25;;;
28/06/2021;BE_VOV;93;;;
29/06/2021;BE_VOV;94;;;
30/06/2021;BE_VOV;109;;;
01/07/2021;BE_VOV;110;;;
02/07/2021;BE_VOV;123;;;
03/07/2021;BE_VOV;86;;;
04/07/2021;BE_VOV;58;;;
05/07/2021;BE_VOV;161;;;
06/07/2021;BE_VOV;157;;;
07/07/2021;BE_VOV;194;;;
08/07/2021;BE_VOV;185;;;
09/07/2021;BE_VOV;198;;;
10/07/2021;BE_VOV;184;;;
11/07/2021;BE_VOV;106;;;
12/07/2021;BE_VOV;290;;;
13/07/2021;BE_VOV;207;;;
14/07/2021;BE_VOV;189;;;
15/07/2021;BE_VOV;184;;;
16/07/2021;BE_VOV;189;;;
17/07/2021;BE_VOV;126;;;
18/07/2021;BE_VOV;81;;;
19/07/2021;BE_VOV;327;;;
20/07/2021;BE_VOV;217;;;
21/07/2021;BE_VOV;80;;;
22/07/2021;BE_VOV;232;;;
23/07/2021;BE_VOV;193;;;
24/07/2021;BE_VOV;108;;;
25/07/2021;BE_VOV;109;;;
26/07/2021;BE_VOV;254;;;
27/07/2021;BE_VOV;162;;;
28/07/2021;BE_VOV;185;;;
29/07/2021;BE_VOV;217;;;
30/07/2021;BE_VOV;188;;;
31/07/2021;BE_VOV;126;;;
01/08/2021;BE_VOV;105;;;
02/08/2021;BE_VOV;271;;;
03/08/2021;BE_VOV;213;;;
04/08/2021;BE_VOV;167;;;
05/08/2021;BE_VOV;195;;;
06/08/2021;BE_VOV;203;;;
07/08/2021;BE_VOV;130;;;
08/08/2021;BE_VOV;97;;;
09/08/2021;BE_VOV;310;;;
10/08/2021;BE_VOV;214;;;
11/08/2021;BE_VOV;222;;;
12/08/2021;BE_VOV;269;;;
13/08/2021;BE_VOV;235;;;
14/08/2021;BE_VOV;157;;;
15/08/2021;BE_VOV;93;;;
16/08/2021;BE_VOV;336;;;
17/08/2021;BE_VOV;260;;;
18/08/2021;BE_VOV;242;;;
19/08/2021;BE_VOV;216;;;
20/08/2021;BE_VOV;225;;;
21/08/2021;BE_VOV;152;;;
22/08/2021;BE_VOV;85;;;
23/08/2021;BE_VOV;339;;;
24/08/2021;BE_VOV;226;;;
25/08/2021;BE_VOV;249;;;
26/08/2021;BE_VOV;185;;;
27/08/2021;BE_VOV;202;;;
28/08/2021;BE_VOV;108;;;
29/08/2021;BE_VOV;74;;;
30/08/2021;BE_VOV;292;;;
31/08/2021;BE_VOV;254;;;
01/09/2021;BE_VOV;182;;;
02/09/2021;BE_VOV;202;;;
03/09/2021;BE_VOV;204;;;
04/09/2021;BE_VOV;71;;;
05/09/2021;BE_VOV;48;;;
06/09/2021;BE_VOV;227;;;
07/09/2021;BE_VOV;178;;;
08/09/2021;BE_VOV;166;;;
09/09/2021;BE_VOV;184;;;
10/09/2021;BE_VOV;205;;;
11/09/2021;BE_VOV;104;;;
12/09/2021;BE_VOV;37;;;
13/09/2021;BE_VOV;236;;;
14/09/2021;BE_VOV;165;;;
15/09/2021;BE_VOV;164;;;
16/09/2021;BE_VOV;195;;;
17/09/2021;BE_VOV;204;;;
18/09/2021;BE_VOV;102;;;
19/09/2021;BE_VOV;50;;;
20/09/2021;BE_VOV;274;;;
21/09/2021;BE_VOV;158;;;
22/09/2021;BE_VOV;162;;;
23/09/2021;BE_VOV;136;;;
24/09/2021;BE_VOV;159;;;
25/09/2021;BE_VOV;68;;;
26/09/2021;BE_VOV;42;;;
27/09/2021;BE_VOV;213;;;
28/09/2021;BE_VOV;173;;;
29/09/2021;BE_VOV;149;;;
30/09/2021;BE_VOV;155;;;
01/10/2021;BE_VOV;146;;;
02/10/2021;BE_VOV;83;;;
03/10/2021;BE_VOV;51;;;
04/10/2021;BE_VOV;221;;;
05/10/2021;BE_VOV;180;;;
06/10/2021;BE_VOV;182;;;
07/10/2021;BE_VOV;231;;;
08/10/2021;BE_VOV;205;;;
09/10/2021;BE_VOV;98;;;
10/10/2021;BE_VOV;55;;;
11/10/2021;BE_VOV;345;;;
12/10/2021;BE_VOV;308;;;
13/10/2021;BE_VOV;345;;;
14/10/2021;BE_VOV;320;;;
15/10/2021;BE_VOV;372;;;
16/10/2021;BE_VOV;207;;;
17/10/2021;BE_VOV;131;;;
18/10/2021;BE_VOV;640;;;
19/10/2021;BE_VOV;610;;;
20/10/2021;BE_VOV;679;;;
21/10/2021;BE_VOV;619;;;
22/10/2021;BE_VOV;659;;;
23/10/2021;BE_VOV;422;;;
24/10/2021;BE_VOV;216;;;
25/10/2021;BE_VOV;1006;;;
26/10/2021;BE_VOV;927;;;
27/10/2021;BE_VOV;1001;;;
28/10/2021;BE_VOV;980;;;
29/10/2021;BE_VOV;954;;;
30/10/2021;BE_VOV;590;;;
31/10/2021;BE_VOV;386;;;
01/11/2021;BE_VOV;379;;;
02/11/2021;BE_VOV;1484;;;
03/11/2021;BE_VOV;1297;;;
04/11/2021;BE_VOV;1210;;;
05/11/2021;BE_VOV;1414;;;
06/11/2021;BE_VOV;870;;;
07/11/2021;BE_VOV;577;;;
08/11/2021;BE_VOV;2169;;;
09/11/2021;BE_VOV;1746;;;
10/11/2021;BE_VOV;1858;;;
11/11/2021;BE_VOV;757;;;
12/11/2021;BE_VOV;2175;;;
13/11/2021;BE_VOV;1204;;;
14/11/2021;BE_VOV;835;;;
15/11/2021;BE_VOV;3630;;;
16/11/2021;BE_VOV;2913;;;
17/11/2021;BE_VOV;2959;;;
18/11/2021;BE_VOV;3225;;;
19/11/2021;BE_VOV;3433;;;
20/11/2021;BE_VOV;2015;;;
21/11/2021;BE_VOV;1150;;;
22/11/2021;BE_VOV;4641;;;
23/11/2021;BE_VOV;3513;;;
24/11/2021;BE_VOV;3540;;;
25/11/2021;BE_VOV;3526;;;
26/11/2021;BE_VOV;3415;;;
27/11/2021;BE_VOV;1841;;;
28/11/2021;BE_VOV;1002;;;
29/11/2021;BE_VOV;4591;;;
30/11/2021;BE_VOV;3370;;;
01/12/2021;BE_VOV;3212;;;
02/12/2021;BE_VOV;2610;;;
03/12/2021;BE_VOV;2602;;;
04/12/2021;BE_VOV;1343;;;
05/12/2021;BE_VOV;898;;;
06/12/2021;BE_VOV;3216;;;
07/12/2021;BE_VOV;2086;;;
08/12/2021;BE_VOV;2164;;;
09/12/2021;BE_VOV;1756;;;
10/12/2021;BE_VOV;1780;;;
11/12/2021;BE_VOV;864;;;
12/12/2021;BE_VOV;528;;;
13/12/2021;BE_VOV;2049;;;
14/12/2021;BE_VOV;1215;;;
15/12/2021;BE_VOV;1198;;;
16/12/2021;BE_VOV;1056;;;
17/12/2021;BE_VOV;1006;;;
18/12/2021;BE_VOV;562;;;
19/12/2021;BE_VOV;365;;;
20/12/2021;BE_VOV;1256;;;
21/12/2021;BE_VOV;883;;;
22/12/2021;BE_VOV;916;;;
23/12/2021;BE_VOV;828;;;
24/12/2021;BE_VOV;844;;;
25/12/2021;BE_VOV;330;;;
26/12/2021;BE_VOV;508;;;
27/12/2021;BE_VOV;1690;;;
28/12/2021;BE_VOV;1488;;;
29/12/2021;BE_VOV;1683;;;
30/12/2021;BE_VOV;1781;;;
31/12/2021;BE_VOV;1405;;;
01/01/2022;BE_VOV;519;;;
02/01/2022;BE_VOV;1098;;;
03/01/2022;BE_VOV;3725;;;
04/01/2022;BE_VOV;3507;;;
05/01/2022;BE_VOV;3318;;;
06/01/2022;BE_VOV;2961;;;
07/01/2022;BE_VOV;3031;;;
08/01/2022;BE_VOV;1818;;;
09/01/2022;BE_VOV;1370;;;
10/01/2022;BE_VOV;5305;;;
11/01/2022;BE_VOV;4180;;;
12/01/2022;BE_VOV;4232;;;
13/01/2022;BE_VOV;4057;;;
14/01/2022;BE_VOV;4209;;;
15/01/2022;BE_VOV;2586;;;
16/01/2022;BE_VOV;2050;;;
17/01/2022;BE_VOV;9458;;;
18/01/2022;BE_VOV;8219;;;
19/01/2022;BE_VOV;8103;;;
20/01/2022;BE_VOV;7869;;;
21/01/2022;BE_VOV;7520;;;
22/01/2022;BE_VOV;4241;;;
23/01/2022;BE_VOV;2781;;;
24/01/2022;BE_VOV;11526;;;
25/01/2022;BE_VOV;8220;;;
26/01/2022;BE_VOV;7149;;;
27/01/2022;BE_VOV;6266;;;
28/01/2022;BE_VOV;5343;;;
29/01/2022;BE_VOV;2770;;;
30/01/2022;BE_VOV;1810;;;
31/01/2022;BE_VOV;7225;;;
01/02/2022;BE_VOV;4446;;;
02/02/2022;BE_VOV;3935;;;
03/02/2022;BE_VOV;3226;;;
04/02/2022;BE_VOV;2781;;;
05/02/2022;BE_VOV;1519;;;
06/02/2022;BE_VOV;1016;;;
07/02/2022;BE_VOV;3868;;;
08/02/2022;BE_VOV;2435;;;
09/02/2022;BE_VOV;2258;;;
10/02/2022;BE_VOV;1871;;;
11/02/2022;BE_VOV;1504;;;
12/02/2022;BE_VOV;885;;;
13/02/2022;BE_VOV;716;;;
14/02/2022;BE_VOV;2530;;;
15/02/2022;BE_VOV;1523;;;
16/02/2022;BE_VOV;1368;;;
17/02/2022;BE_VOV;1263;;;
18/02/2022;BE_VOV;1033;;;
19/02/2022;BE_VOV;633;;;
20/02/2022;BE_VOV;351;;;
21/02/2022;BE_VOV;1653;;;
22/02/2022;BE_VOV;1118;;;
23/02/2022;BE_VOV;1099;;;
24/02/2022;BE_VOV;927;;;
25/02/2022;BE_VOV;789;;;
26/02/2022;BE_VOV;510;;;
27/02/2022;BE_VOV;342;;;
28/02/2022;BE_VOV;1429;;;
01/03/2022;BE_VOV;1119;;;
02/03/2022;BE_VOV;1200;;;
03/03/2022;BE_VOV;1171;;;
04/03/2022;BE_VOV;1154;;;
05/03/2022;BE_VOV;659;;;
06/03/2022;BE_VOV;608;;;
07/03/2022;BE_VOV;2257;;;
08/03/2022;BE_VOV;1557;;;
09/03/2022;BE_VOV;1599;;;
10/03/2022;BE_VOV;1514;;;
11/03/2022;BE_VOV;1550;;;
12/03/2022;BE_VOV;787;;;
13/03/2022;BE_VOV;605;;;
14/03/2022;BE_VOV;2872;;;
15/03/2022;BE_VOV;2056;;;
16/03/2022;BE_VOV;2106;;;
17/03/2022;BE_VOV;1847;;;
18/03/2022;BE_VOV;1790;;;
19/03/2022;BE_VOV;959;;;
20/03/2022;BE_VOV;714;;;
21/03/2022;BE_VOV;3410;;;
22/03/2022;BE_VOV;2307;;;
23/03/2022;BE_VOV;2440;;;
24/03/2022;BE_VOV;2174;;;
25/03/2022;BE_VOV;1906;;;
26/03/2022;BE_VOV;1017;;;
27/03/2022;BE_VOV;628;;;
28/03/2022;BE_VOV;3203;;;
29/03/2022;BE_VOV;2162;;;
30/03/2022;BE_VOV;2050;;;
31/03/2022;BE_VOV;1942;;;
01/04/2022;BE_VOV;1644;;;
02/04/2022;BE_VOV;890;;;
03/04/2022;BE_VOV;440;;;
04/04/2022;BE_VOV;2763;;;
05/04/2022;BE_VOV;1938;;;
06/04/2022;BE_VOV;1840;;;
07/04/2022;BE_VOV;1701;;;
08/04/2022;BE_VOV;1525;;;
09/04/2022;BE_VOV;739;;;
10/04/2022;BE_VOV;400;;;
11/04/2022;BE_VOV;2273;;;
12/04/2022;BE_VOV;1421;;;
13/04/2022;BE_VOV;1367;;;
14/04/2022;BE_VOV;1352;;;
15/04/2022;BE_VOV;1213;;;
16/04/2022;BE_VOV;578;;;
17/04/2022;BE_VOV;348;;;
18/04/2022;BE_VOV;562;;;
19/04/2022;BE_VOV;2052;;;
20/04/2022;BE_VOV;1312;;;
21/04/2022;BE_VOV;1105;;;
22/04/2022;BE_VOV;997;;;
23/04/2022;BE_VOV;449;;;
24/04/2022;BE_VOV;286;;;
25/04/2022;BE_VOV;1443;;;
26/04/2022;BE_VOV;902;;;
27/04/2022;BE_VOV;901;;;
28/04/2022;BE_VOV;770;;;
29/04/2022;BE_VOV;684;;;
30/04/2022;BE_VOV;374;;;
01/05/2022;BE_VOV;176;;;
02/05/2022;BE_VOV;1247;;;
03/05/2022;BE_VOV;869;;;
04/05/2022;BE_VOV;865;;;
05/05/2022;BE_VOV;781;;;
06/05/2022;BE_VOV;699;;;
07/05/2022;BE_VOV;328;;;
08/05/2022;BE_VOV;187;;;
09/05/2022;BE_VOV;1118;;;
10/05/2022;BE_VOV;690;;;
11/05/2022;BE_VOV;626;;;
12/05/2022;BE_VOV;511;;;
13/05/2022;BE_VOV;452;;;
14/05/2022;BE_VOV;210;;;
15/05/2022;BE_VOV;105;;;
16/05/2022;BE_VOV;662;;;
17/05/2022;BE_VOV;465;;;
18/05/2022;BE_VOV;397;;;
19/05/2022;BE_VOV;323;;;
20/05/2022;BE_VOV;287;;;
21/05/2022;BE_VOV;132;;;
22/05/2022;BE_VOV;70;;;
23/05/2022;BE_VOV;377;;;
24/05/2022;BE_VOV;243;;;
25/05/2022;BE_VOV;247;;;
26/05/2022;BE_VOV;48;;;
27/05/2022;BE_VOV;253;;;
28/05/2022;BE_VOV;139;;;
29/05/2022;BE_VOV;74;;;
30/05/2022;BE_VOV;456;;;
31/05/2022;BE_VOV;324;;;
01/06/2022;BE_VOV;299;;;
02/06/2022;BE_VOV;302;;;
03/06/2022;BE_VOV;253;;;
04/06/2022;BE_VOV;157;;;
05/06/2022;BE_VOV;84;;;
06/06/2022;BE_VOV;161;;;
07/06/2022;BE_VOV;641;;;
08/06/2022;BE_VOV;466;;;
09/06/2022;BE_VOV;460;;;
10/06/2022;BE_VOV;425;;;
11/06/2022;BE_VOV;183;;;
12/06/2022;BE_VOV;108;;;
13/06/2022;BE_VOV;822;;;
14/06/2022;BE_VOV;580;;;
15/06/2022;BE_VOV;584;;;
16/06/2022;BE_VOV;539;;;
17/06/2022;BE_VOV;504;;;
18/06/2022;BE_VOV;239;;;
19/06/2022;BE_VOV;133;;;
20/06/2022;BE_VOV;1093;;;
21/06/2022;BE_VOV;702;;;
22/06/2022;BE_VOV;803;;;
23/06/2022;BE_VOV;822;;;
24/06/2022;BE_VOV;712;;;
25/06/2022;BE_VOV;403;;;
26/06/2022;BE_VOV;206;;;
27/06/2022;BE_VOV;1461;;;
28/06/2022;BE_VOV;1061;;;
29/06/2022;BE_VOV;1116;;;
30/06/2022;BE_VOV;1028;;;
01/07/2022;BE_VOV;1012;;;
02/07/2022;BE_VOV;448;;;
03/07/2022;BE_VOV;262;;;
04/07/2022;BE_VOV;2135;;;
05/07/2022;BE_VOV;1595;;;
06/07/2022;BE_VOV;1484;;;
07/07/2022;BE_VOV;1331;;;
08/07/2022;BE_VOV;1253;;;
09/07/2022;BE_VOV;548;;;
10/07/2022;BE_VOV;279;;;
11/07/2022;BE_VOV;1993;;;
12/07/2022;BE_VOV;1366;;;
13/07/2022;BE_VOV;1229;;;
14/07/2022;BE_VOV;1026;;;
15/07/2022;BE_VOV;884;;;
16/07/2022;BE_VOV;369;;;
17/07/2022;BE_VOV;169;;;
18/07/2022;BE_VOV;1188;;;
19/07/2022;BE_VOV;691;;;
20/07/2022;BE_VOV;758;;;
21/07/2022;BE_VOV;164;;;
22/07/2022;BE_VOV;935;;;
23/07/2022;BE_VOV;377;;;
24/07/2022;BE_VOV;217;;;
25/07/2022;BE_VOV;1303;;;
26/07/2022;BE_VOV;911;;;
27/07/2022;BE_VOV;802;;;
28/07/2022;BE_VOV;753;;;
29/07/2022;BE_VOV;583;;;
30/07/2022;BE_VOV;280;;;
31/07/2022;BE_VOV;164;;;
01/08/2022;BE_VOV;1007;;;
02/08/2022;BE_VOV;551;;;
03/08/2022;BE_VOV;493;;;
04/08/2022;BE_VOV;416;;;
05/08/2022;BE_VOV;349;;;
06/08/2022;BE_VOV;175;;;
07/08/2022;BE_VOV;100;;;
08/08/2022;BE_VOV;592;;;
09/08/2022;BE_VOV;440;;;
10/08/2022;BE_VOV;370;;;
11/08/2022;BE_VOV;338;;;
12/08/2022;BE_VOV;302;;;
13/08/2022;BE_VOV;150;;;
14/08/2022;BE_VOV;86;;;
15/08/2022;BE_VOV;126;;;
16/08/2022;BE_VOV;548;;;
17/08/2022;BE_VOV;387;;;
18/08/2022;BE_VOV;325;;;
19/08/2022;BE_VOV;284;;;
20/08/2022;BE_VOV;112;;;
21/08/2022;BE_VOV;77;;;
22/08/2022;BE_VOV;471;;;
23/08/2022;BE_VOV;275;;;
24/08/2022;BE_VOV;241;;;
25/08/2022;BE_VOV;236;;;
26/08/2022;BE_VOV;207;;;
27/08/2022;BE_VOV;92;;;
28/08/2022;BE_VOV;70;;;
29/08/2022;BE_VOV;359;;;
30/08/2022;BE_VOV;239;;;
31/08/2022;BE_VOV;233;;;
01/09/2022;BE_VOV;213;;;
02/09/2022;BE_VOV;215;;;
03/09/2022;BE_VOV;76;;;
04/09/2022;BE_VOV;58;;;
05/09/2022;BE_VOV;358;;;
06/09/2022;BE_VOV;230;;;
07/09/2022;BE_VOV;208;;;
08/09/2022;BE_VOV;213;;;
09/09/2022;BE_VOV;186;;;
10/09/2022;BE_VOV;89;;;
11/09/2022;BE_VOV;69;;;
12/09/2022;BE_VOV;384;;;
13/09/2022;BE_VOV;264;;;
14/09/2022;BE_VOV;201;;;
02/03/2020;BE_VWV;2;;;
03/03/2020;BE_VWV;4;;;
04/03/2020;BE_VWV;1;;;
05/03/2020;BE_VWV;14;;;
06/03/2020;BE_VWV;17;;;
07/03/2020;BE_VWV;4;;;
08/03/2020;BE_VWV;11;;;
09/03/2020;BE_VWV;3;;;
10/03/2020;BE_VWV;3;;;
11/03/2020;BE_VWV;12;;;
12/03/2020;BE_VWV;21;;;
13/03/2020;BE_VWV;24;;;
14/03/2020;BE_VWV;19;;;
15/03/2020;BE_VWV;16;;;
16/03/2020;BE_VWV;40;;;
17/03/2020;BE_VWV;56;;;
18/03/2020;BE_VWV;58;;;
19/03/2020;BE_VWV;73;;;
20/03/2020;BE_VWV;64;;;
21/03/2020;BE_VWV;37;;;
22/03/2020;BE_VWV;46;;;
23/03/2020;BE_VWV;191;;;
24/03/2020;BE_VWV;119;;;
25/03/2020;BE_VWV;148;;;
26/03/2020;BE_VWV;156;;;
27/03/2020;BE_VWV;185;;;
28/03/2020;BE_VWV;77;;;
29/03/2020;BE_VWV;62;;;
30/03/2020;BE_VWV;204;;;
31/03/2020;BE_VWV;166;;;
01/04/2020;BE_VWV;166;;;
02/04/2020;BE_VWV;173;;;
03/04/2020;BE_VWV;144;;;
04/04/2020;BE_VWV;86;;;
05/04/2020;BE_VWV;40;;;
06/04/2020;BE_VWV;223;;;
07/04/2020;BE_VWV;153;;;
08/04/2020;BE_VWV;172;;;
09/04/2020;BE_VWV;286;;;
10/04/2020;BE_VWV;343;;;
11/04/2020;BE_VWV;197;;;
12/04/2020;BE_VWV;51;;;
13/04/2020;BE_VWV;53;;;
14/04/2020;BE_VWV;140;;;
15/04/2020;BE_VWV;113;;;
16/04/2020;BE_VWV;183;;;
17/04/2020;BE_VWV;151;;;
18/04/2020;BE_VWV;56;;;
19/04/2020;BE_VWV;33;;;
20/04/2020;BE_VWV;132;;;
21/04/2020;BE_VWV;150;;;
22/04/2020;BE_VWV;79;;;
23/04/2020;BE_VWV;101;;;
24/04/2020;BE_VWV;55;;;
25/04/2020;BE_VWV;18;;;
26/04/2020;BE_VWV;18;;;
27/04/2020;BE_VWV;71;;;
28/04/2020;BE_VWV;55;;;
29/04/2020;BE_VWV;55;;;
30/04/2020;BE_VWV;55;;;
01/05/2020;BE_VWV;25;;;
02/05/2020;BE_VWV;31;;;
03/05/2020;BE_VWV;15;;;
04/05/2020;BE_VWV;134;;;
05/05/2020;BE_VWV;71;;;
06/05/2020;BE_VWV;49;;;
07/05/2020;BE_VWV;69;;;
08/05/2020;BE_VWV;63;;;
09/05/2020;BE_VWV;27;;;
10/05/2020;BE_VWV;10;;;
11/05/2020;BE_VWV;97;;;
12/05/2020;BE_VWV;66;;;
13/05/2020;BE_VWV;56;;;
14/05/2020;BE_VWV;53;;;
15/05/2020;BE_VWV;65;;;
16/05/2020;BE_VWV;28;;;
17/05/2020;BE_VWV;18;;;
18/05/2020;BE_VWV;32;;;
19/05/2020;BE_VWV;44;;;
20/05/2020;BE_VWV;43;;;
21/05/2020;BE_VWV;13;;;
22/05/2020;BE_VWV;44;;;
23/05/2020;BE_VWV;18;;;
24/05/2020;BE_VWV;2;;;
25/05/2020;BE_VWV;36;;;
26/05/2020;BE_VWV;29;;;
27/05/2020;BE_VWV;20;;;
28/05/2020;BE_VWV;27;;;
29/05/2020;BE_VWV;25;;;
30/05/2020;BE_VWV;2;;;
31/05/2020;BE_VWV;4;;;
01/06/2020;BE_VWV;5;;;
02/06/2020;BE_VWV;14;;;
03/06/2020;BE_VWV;16;;;
04/06/2020;BE_VWV;24;;;
05/06/2020;BE_VWV;8;;;
06/06/2020;BE_VWV;6;;;
07/06/2020;BE_VWV;2;;;
08/06/2020;BE_VWV;17;;;
09/06/2020;BE_VWV;16;;;
10/06/2020;BE_VWV;8;;;
11/06/2020;BE_VWV;8;;;
12/06/2020;BE_VWV;5;;;
13/06/2020;BE_VWV;5;;;
14/06/2020;BE_VWV;4;;;
15/06/2020;BE_VWV;23;;;
16/06/2020;BE_VWV;18;;;
17/06/2020;BE_VWV;29;;;
18/06/2020;BE_VWV;20;;;
19/06/2020;BE_VWV;25;;;
20/06/2020;BE_VWV;6;;;
21/06/2020;BE_VWV;4;;;
22/06/2020;BE_VWV;20;;;
23/06/2020;BE_VWV;16;;;
24/06/2020;BE_VWV;17;;;
25/06/2020;BE_VWV;3;;;
26/06/2020;BE_VWV;19;;;
27/06/2020;BE_VWV;7;;;
28/06/2020;BE_VWV;6;;;
29/06/2020;BE_VWV;23;;;
30/06/2020;BE_VWV;12;;;
01/07/2020;BE_VWV;20;;;
02/07/2020;BE_VWV;9;;;
03/07/2020;BE_VWV;14;;;
04/07/2020;BE_VWV;6;;;
05/07/2020;BE_VWV;13;;;
06/07/2020;BE_VWV;13;;;
07/07/2020;BE_VWV;12;;;
08/07/2020;BE_VWV;25;;;
09/07/2020;BE_VWV;20;;;
10/07/2020;BE_VWV;13;;;
11/07/2020;BE_VWV;11;;;
12/07/2020;BE_VWV;13;;;
13/07/2020;BE_VWV;36;;;
14/07/2020;BE_VWV;20;;;
15/07/2020;BE_VWV;35;;;
16/07/2020;BE_VWV;21;;;
17/07/2020;BE_VWV;40;;;
18/07/2020;BE_VWV;14;;;
19/07/2020;BE_VWV;3;;;
20/07/2020;BE_VWV;47;;;
21/07/2020;BE_VWV;25;;;
22/07/2020;BE_VWV;34;;;
23/07/2020;BE_VWV;26;;;
24/07/2020;BE_VWV;19;;;
25/07/2020;BE_VWV;24;;;
26/07/2020;BE_VWV;19;;;
27/07/2020;BE_VWV;33;;;
28/07/2020;BE_VWV;19;;;
29/07/2020;BE_VWV;24;;;
30/07/2020;BE_VWV;27;;;
31/07/2020;BE_VWV;32;;;
01/08/2020;BE_VWV;13;;;
02/08/2020;BE_VWV;5;;;
03/08/2020;BE_VWV;41;;;
04/08/2020;BE_VWV;33;;;
05/08/2020;BE_VWV;56;;;
06/08/2020;BE_VWV;52;;;
07/08/2020;BE_VWV;52;;;
08/08/2020;BE_VWV;8;;;
09/08/2020;BE_VWV;9;;;
10/08/2020;BE_VWV;32;;;
11/08/2020;BE_VWV;23;;;
12/08/2020;BE_VWV;32;;;
13/08/2020;BE_VWV;36;;;
14/08/2020;BE_VWV;24;;;
15/08/2020;BE_VWV;2;;;
16/08/2020;BE_VWV;13;;;
17/08/2020;BE_VWV;33;;;
18/08/2020;BE_VWV;18;;;
19/08/2020;BE_VWV;15;;;
20/08/2020;BE_VWV;26;;;
21/08/2020;BE_VWV;20;;;
22/08/2020;BE_VWV;13;;;
23/08/2020;BE_VWV;1;;;
24/08/2020;BE_VWV;19;;;
25/08/2020;BE_VWV;26;;;
26/08/2020;BE_VWV;21;;;
27/08/2020;BE_VWV;19;;;
28/08/2020;BE_VWV;36;;;
29/08/2020;BE_VWV;9;;;
30/08/2020;BE_VWV;1;;;
31/08/2020;BE_VWV;32;;;
01/09/2020;BE_VWV;22;;;
02/09/2020;BE_VWV;27;;;
03/09/2020;BE_VWV;26;;;
04/09/2020;BE_VWV;38;;;
05/09/2020;BE_VWV;27;;;
06/09/2020;BE_VWV;5;;;
07/09/2020;BE_VWV;84;;;
08/09/2020;BE_VWV;51;;;
09/09/2020;BE_VWV;51;;;
10/09/2020;BE_VWV;72;;;
11/09/2020;BE_VWV;72;;;
12/09/2020;BE_VWV;46;;;
13/09/2020;BE_VWV;28;;;
14/09/2020;BE_VWV;103;;;
15/09/2020;BE_VWV;66;;;
16/09/2020;BE_VWV;77;;;
17/09/2020;BE_VWV;68;;;
18/09/2020;BE_VWV;100;;;
19/09/2020;BE_VWV;42;;;
20/09/2020;BE_VWV;26;;;
21/09/2020;BE_VWV;109;;;
22/09/2020;BE_VWV;78;;;
23/09/2020;BE_VWV;89;;;
24/09/2020;BE_VWV;110;;;
25/09/2020;BE_VWV;87;;;
26/09/2020;BE_VWV;45;;;
27/09/2020;BE_VWV;19;;;
28/09/2020;BE_VWV;148;;;
29/09/2020;BE_VWV;111;;;
30/09/2020;BE_VWV;194;;;
01/10/2020;BE_VWV;146;;;
02/10/2020;BE_VWV;159;;;
03/10/2020;BE_VWV;71;;;
04/10/2020;BE_VWV;53;;;
05/10/2020;BE_VWV;298;;;
06/10/2020;BE_VWV;240;;;
07/10/2020;BE_VWV;316;;;
08/10/2020;BE_VWV;279;;;
09/10/2020;BE_VWV;399;;;
10/10/2020;BE_VWV;225;;;
11/10/2020;BE_VWV;133;;;
12/10/2020;BE_VWV;673;;;
13/10/2020;BE_VWV;618;;;
14/10/2020;BE_VWV;683;;;
15/10/2020;BE_VWV;768;;;
16/10/2020;BE_VWV;821;;;
17/10/2020;BE_VWV;390;;;
18/10/2020;BE_VWV;267;;;
19/10/2020;BE_VWV;1269;;;
20/10/2020;BE_VWV;1029;;;
21/10/2020;BE_VWV;1272;;;
22/10/2020;BE_VWV;1252;;;
23/10/2020;BE_VWV;1403;;;
24/10/2020;BE_VWV;732;;;
25/10/2020;BE_VWV;406;;;
26/10/2020;BE_VWV;1980;;;
