date;location_key;new_confirmed;new_deceased;new_recovered;new_tested
26/08/2020;BE_VLG;53;;;
27/08/2020;BE_VLG;59;;;
28/08/2020;BE_VLG;57;;;
29/08/2020;BE_VLG;17;;;
30/08/2020;BE_VLG;10;;;
31/08/2020;BE_VLG;55;;;
01/09/2020;BE_VLG;51;;;
02/09/2020;BE_VLG;38;;;
03/09/2020;BE_VLG;58;;;
04/09/2020;BE_VLG;50;;;
05/09/2020;BE_VLG;23;;;
06/09/2020;BE_VLG;14;;;
07/09/2020;BE_VLG;86;;;
08/09/2020;BE_VLG;73;;;
09/09/2020;BE_VLG;70;;;
10/09/2020;BE_VLG;76;;;
11/09/2020;BE_VLG;81;;;
12/09/2020;BE_VLG;42;;;
13/09/2020;BE_VLG;35;;;
14/09/2020;BE_VLG;178;;;
15/09/2020;BE_VLG;145;;;
16/09/2020;BE_VLG;189;;;
17/09/2020;BE_VLG;137;;;
18/09/2020;BE_VLG;136;;;
19/09/2020;BE_VLG;70;;;
20/09/2020;BE_VLG;29;;;
21/09/2020;BE_VLG;208;;;
22/09/2020;BE_VLG;208;;;
23/09/2020;BE_VLG;160;;;
24/09/2020;BE_VLG;169;;;
25/09/2020;BE_VLG;179;;;
26/09/2020;BE_VLG;65;;;
27/09/2020;BE_VLG;42;;;
28/09/2020;BE_VLG;237;;;
29/09/2020;BE_VLG;291;;;
30/09/2020;BE_VLG;245;;;
01/10/2020;BE_VLG;328;;;
02/10/2020;BE_VLG;288;;;
03/10/2020;BE_VLG;161;;;
04/10/2020;BE_VLG;99;;;
05/10/2020;BE_VLG;516;;;
06/10/2020;BE_VLG;504;;;
07/10/2020;BE_VLG;580;;;
08/10/2020;BE_VLG;536;;;
09/10/2020;BE_VLG;674;;;
10/10/2020;BE_VLG;323;;;
11/10/2020;BE_VLG;187;;;
12/10/2020;BE_VLG;929;;;
13/10/2020;BE_VLG;1068;;;
14/10/2020;BE_VLG;973;;;
15/10/2020;BE_VLG;885;;;
16/10/2020;BE_VLG;1237;;;
17/10/2020;BE_VLG;531;;;
18/10/2020;BE_VLG;283;;;
19/10/2020;BE_VLG;1511;;;
20/10/2020;BE_VLG;1699;;;
21/10/2020;BE_VLG;1366;;;
22/10/2020;BE_VLG;1414;;;
23/10/2020;BE_VLG;1393;;;
24/10/2020;BE_VLG;714;;;
25/10/2020;BE_VLG;265;;;
26/10/2020;BE_VLG;1764;;;
27/10/2020;BE_VLG;1616;;;
28/10/2020;BE_VLG;1076;;;
29/10/2020;BE_VLG;955;;;
30/10/2020;BE_VLG;951;;;
31/10/2020;BE_VLG;363;;;
01/11/2020;BE_VLG;157;;;
02/11/2020;BE_VLG;1025;;;
03/11/2020;BE_VLG;681;;;
04/11/2020;BE_VLG;615;;;
05/11/2020;BE_VLG;496;;;
06/11/2020;BE_VLG;368;;;
07/11/2020;BE_VLG;192;;;
08/11/2020;BE_VLG;93;;;
09/11/2020;BE_VLG;590;;;
10/11/2020;BE_VLG;473;;;
11/11/2020;BE_VLG;95;;;
12/11/2020;BE_VLG;471;;;
13/11/2020;BE_VLG;323;;;
14/11/2020;BE_VLG;124;;;
15/11/2020;BE_VLG;48;;;
16/11/2020;BE_VLG;422;;;
17/11/2020;BE_VLG;239;;;
18/11/2020;BE_VLG;215;;;
19/11/2020;BE_VLG;201;;;
20/11/2020;BE_VLG;205;;;
21/11/2020;BE_VLG;82;;;
22/11/2020;BE_VLG;45;;;
23/11/2020;BE_VLG;318;;;
24/11/2020;BE_VLG;216;;;
25/11/2020;BE_VLG;192;;;
26/11/2020;BE_VLG;173;;;
27/11/2020;BE_VLG;259;;;
28/11/2020;BE_VLG;65;;;
29/11/2020;BE_VLG;41;;;
30/11/2020;BE_VLG;290;;;
01/12/2020;BE_VLG;202;;;
02/12/2020;BE_VLG;214;;;
03/12/2020;BE_VLG;209;;;
04/12/2020;BE_VLG;256;;;
05/12/2020;BE_VLG;90;;;
06/12/2020;BE_VLG;82;;;
07/12/2020;BE_VLG;250;;;
08/12/2020;BE_VLG;223;;;
09/12/2020;BE_VLG;178;;;
10/12/2020;BE_VLG;197;;;
11/12/2020;BE_VLG;186;;;
12/12/2020;BE_VLG;124;;;
13/12/2020;BE_VLG;51;;;
14/12/2020;BE_VLG;270;;;
15/12/2020;BE_VLG;261;;;
16/12/2020;BE_VLG;167;;;
17/12/2020;BE_VLG;153;;;
18/12/2020;BE_VLG;195;;;
19/12/2020;BE_VLG;78;;;
20/12/2020;BE_VLG;44;;;
21/12/2020;BE_VLG;223;;;
22/12/2020;BE_VLG;186;;;
23/12/2020;BE_VLG;181;;;
24/12/2020;BE_VLG;114;;;
25/12/2020;BE_VLG;34;;;
26/12/2020;BE_VLG;62;;;
27/12/2020;BE_VLG;33;;;
28/12/2020;BE_VLG;177;;;
29/12/2020;BE_VLG;176;;;
30/12/2020;BE_VLG;162;;;
31/12/2020;BE_VLG;117;;;
01/01/2021;BE_VLG;25;;;
02/01/2021;BE_VLG;70;;;
03/01/2021;BE_VLG;53;;;
04/01/2021;BE_VLG;248;;;
05/01/2021;BE_VLG;193;;;
06/01/2021;BE_VLG;189;;;
07/01/2021;BE_VLG;151;;;
08/01/2021;BE_VLG;155;;;
09/01/2021;BE_VLG;91;;;
10/01/2021;BE_VLG;60;;;
11/01/2021;BE_VLG;195;;;
12/01/2021;BE_VLG;166;;;
13/01/2021;BE_VLG;167;;;
14/01/2021;BE_VLG;192;;;
15/01/2021;BE_VLG;154;;;
16/01/2021;BE_VLG;77;;;
17/01/2021;BE_VLG;52;;;
18/01/2021;BE_VLG;244;;;
19/01/2021;BE_VLG;195;;;
20/01/2021;BE_VLG;173;;;
21/01/2021;BE_VLG;166;;;
22/01/2021;BE_VLG;214;;;
23/01/2021;BE_VLG;99;;;
24/01/2021;BE_VLG;85;;;
25/01/2021;BE_VLG;306;;;
26/01/2021;BE_VLG;253;;;
27/01/2021;BE_VLG;217;;;
28/01/2021;BE_VLG;225;;;
29/01/2021;BE_VLG;244;;;
30/01/2021;BE_VLG;134;;;
31/01/2021;BE_VLG;55;;;
01/02/2021;BE_VLG;265;;;
02/02/2021;BE_VLG;309;;;
03/02/2021;BE_VLG;194;;;
04/02/2021;BE_VLG;191;;;
05/02/2021;BE_VLG;188;;;
06/02/2021;BE_VLG;90;;;
07/02/2021;BE_VLG;40;;;
08/02/2021;BE_VLG;196;;;
09/02/2021;BE_VLG;170;;;
10/02/2021;BE_VLG;165;;;
11/02/2021;BE_VLG;163;;;
12/02/2021;BE_VLG;149;;;
13/02/2021;BE_VLG;96;;;
14/02/2021;BE_VLG;45;;;
15/02/2021;BE_VLG;265;;;
16/02/2021;BE_VLG;197;;;
17/02/2021;BE_VLG;212;;;
18/02/2021;BE_VLG;234;;;
19/02/2021;BE_VLG;302;;;
20/02/2021;BE_VLG;141;;;
21/02/2021;BE_VLG;61;;;
22/02/2021;BE_VLG;299;;;
23/02/2021;BE_VLG;233;;;
24/02/2021;BE_VLG;228;;;
25/02/2021;BE_VLG;212;;;
26/02/2021;BE_VLG;213;;;
27/02/2021;BE_VLG;118;;;
28/02/2021;BE_VLG;70;;;
01/03/2021;BE_VLG;275;;;
02/03/2021;BE_VLG;239;;;
03/03/2021;BE_VLG;218;;;
04/03/2021;BE_VLG;222;;;
05/03/2021;BE_VLG;201;;;
06/03/2021;BE_VLG;123;;;
07/03/2021;BE_VLG;65;;;
08/03/2021;BE_VLG;300;;;
09/03/2021;BE_VLG;255;;;
10/03/2021;BE_VLG;226;;;
11/03/2021;BE_VLG;267;;;
12/03/2021;BE_VLG;292;;;
13/03/2021;BE_VLG;166;;;
14/03/2021;BE_VLG;114;;;
15/03/2021;BE_VLG;438;;;
16/03/2021;BE_VLG;319;;;
17/03/2021;BE_VLG;399;;;
18/03/2021;BE_VLG;379;;;
19/03/2021;BE_VLG;385;;;
20/03/2021;BE_VLG;160;;;
21/03/2021;BE_VLG;152;;;
22/03/2021;BE_VLG;483;;;
23/03/2021;BE_VLG;455;;;
24/03/2021;BE_VLG;444;;;
25/03/2021;BE_VLG;404;;;
26/03/2021;BE_VLG;403;;;
27/03/2021;BE_VLG;222;;;
28/03/2021;BE_VLG;157;;;
29/03/2021;BE_VLG;487;;;
30/03/2021;BE_VLG;367;;;
31/03/2021;BE_VLG;313;;;
01/04/2021;BE_VLG;278;;;
02/04/2021;BE_VLG;336;;;
03/04/2021;BE_VLG;179;;;
04/04/2021;BE_VLG;142;;;
05/04/2021;BE_VLG;137;;;
06/04/2021;BE_VLG;384;;;
07/04/2021;BE_VLG;306;;;
08/04/2021;BE_VLG;302;;;
09/04/2021;BE_VLG;287;;;
10/04/2021;BE_VLG;145;;;
11/04/2021;BE_VLG;97;;;
12/04/2021;BE_VLG;314;;;
13/04/2021;BE_VLG;233;;;
14/04/2021;BE_VLG;234;;;
15/04/2021;BE_VLG;244;;;
16/04/2021;BE_VLG;273;;;
17/04/2021;BE_VLG;160;;;
18/04/2021;BE_VLG;100;;;
19/04/2021;BE_VLG;452;;;
20/04/2021;BE_VLG;273;;;
21/04/2021;BE_VLG;288;;;
22/04/2021;BE_VLG;252;;;
23/04/2021;BE_VLG;250;;;
24/04/2021;BE_VLG;131;;;
25/04/2021;BE_VLG;115;;;
26/04/2021;BE_VLG;333;;;
27/04/2021;BE_VLG;275;;;
28/04/2021;BE_VLG;297;;;
29/04/2021;BE_VLG;259;;;
30/04/2021;BE_VLG;236;;;
01/05/2021;BE_VLG;99;;;
02/05/2021;BE_VLG;106;;;
03/05/2021;BE_VLG;311;;;
04/05/2021;BE_VLG;260;;;
05/05/2021;BE_VLG;229;;;
06/05/2021;BE_VLG;222;;;
07/05/2021;BE_VLG;262;;;
08/05/2021;BE_VLG;90;;;
09/05/2021;BE_VLG;78;;;
10/05/2021;BE_VLG;241;;;
11/05/2021;BE_VLG;186;;;
12/05/2021;BE_VLG;201;;;
13/05/2021;BE_VLG;70;;;
14/05/2021;BE_VLG;187;;;
15/05/2021;BE_VLG;70;;;
16/05/2021;BE_VLG;48;;;
17/05/2021;BE_VLG;274;;;
18/05/2021;BE_VLG;251;;;
19/05/2021;BE_VLG;223;;;
20/05/2021;BE_VLG;180;;;
21/05/2021;BE_VLG;194;;;
22/05/2021;BE_VLG;122;;;
23/05/2021;BE_VLG;59;;;
24/05/2021;BE_VLG;69;;;
25/05/2021;BE_VLG;231;;;
26/05/2021;BE_VLG;184;;;
27/05/2021;BE_VLG;142;;;
28/05/2021;BE_VLG;137;;;
29/05/2021;BE_VLG;70;;;
30/05/2021;BE_VLG;63;;;
31/05/2021;BE_VLG;161;;;
01/06/2021;BE_VLG;113;;;
02/06/2021;BE_VLG;90;;;
03/06/2021;BE_VLG;100;;;
04/06/2021;BE_VLG;105;;;
05/06/2021;BE_VLG;48;;;
06/06/2021;BE_VLG;34;;;
07/06/2021;BE_VLG;98;;;
08/06/2021;BE_VLG;115;;;
09/06/2021;BE_VLG;66;;;
10/06/2021;BE_VLG;64;;;
11/06/2021;BE_VLG;70;;;
12/06/2021;BE_VLG;36;;;
13/06/2021;BE_VLG;33;;;
14/06/2021;BE_VLG;68;;;
15/06/2021;BE_VLG;41;;;
16/06/2021;BE_VLG;42;;;
17/06/2021;BE_VLG;45;;;
18/06/2021;BE_VLG;26;;;
19/06/2021;BE_VLG;17;;;
20/06/2021;BE_VLG;11;;;
21/06/2021;BE_VLG;54;;;
22/06/2021;BE_VLG;32;;;
23/06/2021;BE_VLG;31;;;
24/06/2021;BE_VLG;34;;;
25/06/2021;BE_VLG;47;;;
26/06/2021;BE_VLG;28;;;
27/06/2021;BE_VLG;23;;;
28/06/2021;BE_VLG;60;;;
29/06/2021;BE_VLG;63;;;
30/06/2021;BE_VLG;66;;;
01/07/2021;BE_VLG;77;;;
02/07/2021;BE_VLG;83;;;
03/07/2021;BE_VLG;53;;;
04/07/2021;BE_VLG;43;;;
05/07/2021;BE_VLG;139;;;
06/07/2021;BE_VLG;116;;;
07/07/2021;BE_VLG;140;;;
08/07/2021;BE_VLG;129;;;
09/07/2021;BE_VLG;169;;;
10/07/2021;BE_VLG;109;;;
11/07/2021;BE_VLG;109;;;
12/07/2021;BE_VLG;255;;;
13/07/2021;BE_VLG;176;;;
14/07/2021;BE_VLG;189;;;
15/07/2021;BE_VLG;160;;;
16/07/2021;BE_VLG;202;;;
17/07/2021;BE_VLG;157;;;
18/07/2021;BE_VLG;191;;;
19/07/2021;BE_VLG;263;;;
20/07/2021;BE_VLG;279;;;
21/07/2021;BE_VLG;90;;;
22/07/2021;BE_VLG;249;;;
23/07/2021;BE_VLG;215;;;
24/07/2021;BE_VLG;122;;;
25/07/2021;BE_VLG;105;;;
26/07/2021;BE_VLG;251;;;
27/07/2021;BE_VLG;183;;;
28/07/2021;BE_VLG;260;;;
29/07/2021;BE_VLG;235;;;
30/07/2021;BE_VLG;241;;;
31/07/2021;BE_VLG;135;;;
01/08/2021;BE_VLG;153;;;
02/08/2021;BE_VLG;245;;;
03/08/2021;BE_VLG;202;;;
04/08/2021;BE_VLG;191;;;
05/08/2021;BE_VLG;177;;;
06/08/2021;BE_VLG;266;;;
07/08/2021;BE_VLG;146;;;
08/08/2021;BE_VLG;105;;;
09/08/2021;BE_VLG;266;;;
10/08/2021;BE_VLG;236;;;
11/08/2021;BE_VLG;210;;;
12/08/2021;BE_VLG;196;;;
13/08/2021;BE_VLG;215;;;
14/08/2021;BE_VLG;124;;;
15/08/2021;BE_VLG;84;;;
16/08/2021;BE_VLG;294;;;
17/08/2021;BE_VLG;191;;;
18/08/2021;BE_VLG;261;;;
19/08/2021;BE_VLG;191;;;
20/08/2021;BE_VLG;192;;;
21/08/2021;BE_VLG;102;;;
22/08/2021;BE_VLG;104;;;
23/08/2021;BE_VLG;288;;;
24/08/2021;BE_VLG;254;;;
25/08/2021;BE_VLG;231;;;
26/08/2021;BE_VLG;174;;;
27/08/2021;BE_VLG;211;;;
28/08/2021;BE_VLG;124;;;
29/08/2021;BE_VLG;122;;;
30/08/2021;BE_VLG;294;;;
31/08/2021;BE_VLG;163;;;
01/09/2021;BE_VLG;235;;;
02/09/2021;BE_VLG;205;;;
03/09/2021;BE_VLG;160;;;
04/09/2021;BE_VLG;111;;;
05/09/2021;BE_VLG;88;;;
06/09/2021;BE_VLG;269;;;
07/09/2021;BE_VLG;219;;;
08/09/2021;BE_VLG;196;;;
09/09/2021;BE_VLG;184;;;
10/09/2021;BE_VLG;215;;;
11/09/2021;BE_VLG;118;;;
12/09/2021;BE_VLG;94;;;
13/09/2021;BE_VLG;280;;;
14/09/2021;BE_VLG;235;;;
15/09/2021;BE_VLG;215;;;
16/09/2021;BE_VLG;196;;;
17/09/2021;BE_VLG;230;;;
18/09/2021;BE_VLG;133;;;
19/09/2021;BE_VLG;77;;;
20/09/2021;BE_VLG;259;;;
21/09/2021;BE_VLG;212;;;
22/09/2021;BE_VLG;221;;;
23/09/2021;BE_VLG;209;;;
24/09/2021;BE_VLG;207;;;
25/09/2021;BE_VLG;128;;;
26/09/2021;BE_VLG;116;;;
27/09/2021;BE_VLG;272;;;
28/09/2021;BE_VLG;279;;;
29/09/2021;BE_VLG;227;;;
30/09/2021;BE_VLG;255;;;
01/10/2021;BE_VLG;242;;;
02/10/2021;BE_VLG;125;;;
03/10/2021;BE_VLG;91;;;
04/10/2021;BE_VLG;274;;;
05/10/2021;BE_VLG;238;;;
06/10/2021;BE_VLG;320;;;
07/10/2021;BE_VLG;255;;;
08/10/2021;BE_VLG;259;;;
09/10/2021;BE_VLG;152;;;
10/10/2021;BE_VLG;101;;;
11/10/2021;BE_VLG;353;;;
12/10/2021;BE_VLG;310;;;
13/10/2021;BE_VLG;394;;;
14/10/2021;BE_VLG;395;;;
15/10/2021;BE_VLG;399;;;
16/10/2021;BE_VLG;213;;;
17/10/2021;BE_VLG;154;;;
18/10/2021;BE_VLG;609;;;
19/10/2021;BE_VLG;592;;;
20/10/2021;BE_VLG;559;;;
21/10/2021;BE_VLG;643;;;
22/10/2021;BE_VLG;682;;;
23/10/2021;BE_VLG;356;;;
24/10/2021;BE_VLG;293;;;
25/10/2021;BE_VLG;880;;;
26/10/2021;BE_VLG;803;;;
27/10/2021;BE_VLG;832;;;
28/10/2021;BE_VLG;797;;;
29/10/2021;BE_VLG;866;;;
30/10/2021;BE_VLG;452;;;
31/10/2021;BE_VLG;333;;;
01/11/2021;BE_VLG;352;;;
02/11/2021;BE_VLG;1033;;;
03/11/2021;BE_VLG;957;;;
04/11/2021;BE_VLG;1002;;;
05/11/2021;BE_VLG;986;;;
06/11/2021;BE_VLG;558;;;
07/11/2021;BE_VLG;467;;;
08/11/2021;BE_VLG;1462;;;
09/11/2021;BE_VLG;1201;;;
10/11/2021;BE_VLG;1229;;;
11/11/2021;BE_VLG;497;;;
12/11/2021;BE_VLG;1242;;;
13/11/2021;BE_VLG;691;;;
14/11/2021;BE_VLG;564;;;
15/11/2021;BE_VLG;1934;;;
16/11/2021;BE_VLG;1592;;;
17/11/2021;BE_VLG;1786;;;
18/11/2021;BE_VLG;1737;;;
19/11/2021;BE_VLG;1798;;;
20/11/2021;BE_VLG;1028;;;
21/11/2021;BE_VLG;772;;;
22/11/2021;BE_VLG;2621;;;
23/11/2021;BE_VLG;2023;;;
24/11/2021;BE_VLG;2055;;;
25/11/2021;BE_VLG;1968;;;
26/11/2021;BE_VLG;2020;;;
27/11/2021;BE_VLG;1145;;;
28/11/2021;BE_VLG;754;;;
29/11/2021;BE_VLG;2633;;;
30/11/2021;BE_VLG;2103;;;
01/12/2021;BE_VLG;2116;;;
02/12/2021;BE_VLG;1872;;;
03/12/2021;BE_VLG;1884;;;
04/12/2021;BE_VLG;933;;;
05/12/2021;BE_VLG;770;;;
06/12/2021;BE_VLG;2145;;;
07/12/2021;BE_VLG;1559;;;
08/12/2021;BE_VLG;1388;;;
09/12/2021;BE_VLG;1288;;;
10/12/2021;BE_VLG;1252;;;
11/12/2021;BE_VLG;673;;;
12/12/2021;BE_VLG;458;;;
13/12/2021;BE_VLG;1286;;;
14/12/2021;BE_VLG;967;;;
15/12/2021;BE_VLG;841;;;
16/12/2021;BE_VLG;765;;;
17/12/2021;BE_VLG;725;;;
18/12/2021;BE_VLG;426;;;
19/12/2021;BE_VLG;352;;;
20/12/2021;BE_VLG;920;;;
21/12/2021;BE_VLG;786;;;
22/12/2021;BE_VLG;766;;;
23/12/2021;BE_VLG;813;;;
24/12/2021;BE_VLG;832;;;
25/12/2021;BE_VLG;412;;;
26/12/2021;BE_VLG;604;;;
27/12/2021;BE_VLG;1535;;;
28/12/2021;BE_VLG;1537;;;
29/12/2021;BE_VLG;1893;;;
30/12/2021;BE_VLG;1863;;;
31/12/2021;BE_VLG;1478;;;
01/01/2022;BE_VLG;520;;;
02/01/2022;BE_VLG;1285;;;
03/01/2022;BE_VLG;3237;;;
04/01/2022;BE_VLG;3139;;;
05/01/2022;BE_VLG;2956;;;
06/01/2022;BE_VLG;2525;;;
07/01/2022;BE_VLG;2544;;;
08/01/2022;BE_VLG;1610;;;
09/01/2022;BE_VLG;1626;;;
10/01/2022;BE_VLG;4109;;;
11/01/2022;BE_VLG;3092;;;
12/01/2022;BE_VLG;3154;;;
13/01/2022;BE_VLG;2983;;;
14/01/2022;BE_VLG;3018;;;
15/01/2022;BE_VLG;2043;;;
16/01/2022;BE_VLG;1807;;;
17/01/2022;BE_VLG;6239;;;
18/01/2022;BE_VLG;5694;;;
19/01/2022;BE_VLG;5842;;;
20/01/2022;BE_VLG;5392;;;
21/01/2022;BE_VLG;5245;;;
22/01/2022;BE_VLG;3076;;;
23/01/2022;BE_VLG;2422;;;
24/01/2022;BE_VLG;6931;;;
25/01/2022;BE_VLG;5574;;;
26/01/2022;BE_VLG;4726;;;
27/01/2022;BE_VLG;4215;;;
28/01/2022;BE_VLG;3606;;;
29/01/2022;BE_VLG;2056;;;
30/01/2022;BE_VLG;1503;;;
31/01/2022;BE_VLG;4482;;;
01/02/2022;BE_VLG;3004;;;
02/02/2022;BE_VLG;2774;;;
03/02/2022;BE_VLG;2176;;;
04/02/2022;BE_VLG;1931;;;
05/02/2022;BE_VLG;1103;;;
06/02/2022;BE_VLG;844;;;
07/02/2022;BE_VLG;2455;;;
08/02/2022;BE_VLG;1895;;;
09/02/2022;BE_VLG;1548;;;
10/02/2022;BE_VLG;1290;;;
11/02/2022;BE_VLG;1176;;;
12/02/2022;BE_VLG;612;;;
13/02/2022;BE_VLG;691;;;
14/02/2022;BE_VLG;1860;;;
15/02/2022;BE_VLG;1274;;;
16/02/2022;BE_VLG;1086;;;
17/02/2022;BE_VLG;1032;;;
18/02/2022;BE_VLG;806;;;
19/02/2022;BE_VLG;429;;;
20/02/2022;BE_VLG;344;;;
21/02/2022;BE_VLG;1253;;;
22/02/2022;BE_VLG;952;;;
23/02/2022;BE_VLG;919;;;
24/02/2022;BE_VLG;792;;;
25/02/2022;BE_VLG;721;;;
26/02/2022;BE_VLG;427;;;
27/02/2022;BE_VLG;310;;;
28/02/2022;BE_VLG;1081;;;
01/03/2022;BE_VLG;926;;;
02/03/2022;BE_VLG;966;;;
03/03/2022;BE_VLG;886;;;
04/03/2022;BE_VLG;814;;;
05/03/2022;BE_VLG;546;;;
06/03/2022;BE_VLG;500;;;
07/03/2022;BE_VLG;1677;;;
08/03/2022;BE_VLG;1162;;;
09/03/2022;BE_VLG;1172;;;
10/03/2022;BE_VLG;1122;;;
11/03/2022;BE_VLG;1044;;;
12/03/2022;BE_VLG;543;;;
13/03/2022;BE_VLG;509;;;
14/03/2022;BE_VLG;1996;;;
15/03/2022;BE_VLG;1528;;;
16/03/2022;BE_VLG;1549;;;
17/03/2022;BE_VLG;1410;;;
18/03/2022;BE_VLG;1293;;;
19/03/2022;BE_VLG;737;;;
20/03/2022;BE_VLG;572;;;
21/03/2022;BE_VLG;2278;;;
22/03/2022;BE_VLG;1867;;;
23/03/2022;BE_VLG;1683;;;
24/03/2022;BE_VLG;1639;;;
25/03/2022;BE_VLG;1452;;;
26/03/2022;BE_VLG;691;;;
27/03/2022;BE_VLG;479;;;
28/03/2022;BE_VLG;2375;;;
29/03/2022;BE_VLG;1690;;;
30/03/2022;BE_VLG;1546;;;
31/03/2022;BE_VLG;1434;;;
01/04/2022;BE_VLG;1143;;;
02/04/2022;BE_VLG;538;;;
03/04/2022;BE_VLG;358;;;
04/04/2022;BE_VLG;2002;;;
05/04/2022;BE_VLG;1482;;;
06/04/2022;BE_VLG;1445;;;
07/04/2022;BE_VLG;1206;;;
08/04/2022;BE_VLG;1091;;;
09/04/2022;BE_VLG;443;;;
10/04/2022;BE_VLG;294;;;
11/04/2022;BE_VLG;1717;;;
12/04/2022;BE_VLG;1046;;;
13/04/2022;BE_VLG;1008;;;
14/04/2022;BE_VLG;1001;;;
15/04/2022;BE_VLG;883;;;
16/04/2022;BE_VLG;372;;;
17/04/2022;BE_VLG;282;;;
18/04/2022;BE_VLG;321;;;
19/04/2022;BE_VLG;1427;;;
20/04/2022;BE_VLG;896;;;
21/04/2022;BE_VLG;841;;;
22/04/2022;BE_VLG;638;;;
23/04/2022;BE_VLG;277;;;
24/04/2022;BE_VLG;185;;;
25/04/2022;BE_VLG;1095;;;
26/04/2022;BE_VLG;668;;;
27/04/2022;BE_VLG;661;;;
28/04/2022;BE_VLG;626;;;
29/04/2022;BE_VLG;546;;;
30/04/2022;BE_VLG;273;;;
01/05/2022;BE_VLG;126;;;
02/05/2022;BE_VLG;1032;;;
03/05/2022;BE_VLG;687;;;
04/05/2022;BE_VLG;633;;;
05/05/2022;BE_VLG;703;;;
06/05/2022;BE_VLG;585;;;
07/05/2022;BE_VLG;230;;;
08/05/2022;BE_VLG;119;;;
09/05/2022;BE_VLG;861;;;
10/05/2022;BE_VLG;618;;;
11/05/2022;BE_VLG;465;;;
12/05/2022;BE_VLG;458;;;
13/05/2022;BE_VLG;401;;;
14/05/2022;BE_VLG;156;;;
15/05/2022;BE_VLG;78;;;
16/05/2022;BE_VLG;554;;;
17/05/2022;BE_VLG;348;;;
18/05/2022;BE_VLG;300;;;
19/05/2022;BE_VLG;252;;;
20/05/2022;BE_VLG;233;;;
21/05/2022;BE_VLG;100;;;
22/05/2022;BE_VLG;60;;;
23/05/2022;BE_VLG;337;;;
24/05/2022;BE_VLG;228;;;
25/05/2022;BE_VLG;157;;;
26/05/2022;BE_VLG;55;;;
27/05/2022;BE_VLG;191;;;
28/05/2022;BE_VLG;100;;;
29/05/2022;BE_VLG;61;;;
30/05/2022;BE_VLG;365;;;
31/05/2022;BE_VLG;242;;;
01/06/2022;BE_VLG;232;;;
02/06/2022;BE_VLG;213;;;
03/06/2022;BE_VLG;224;;;
04/06/2022;BE_VLG;99;;;
05/06/2022;BE_VLG;94;;;
06/06/2022;BE_VLG;101;;;
07/06/2022;BE_VLG;468;;;
08/06/2022;BE_VLG;308;;;
09/06/2022;BE_VLG;306;;;
10/06/2022;BE_VLG;265;;;
11/06/2022;BE_VLG;146;;;
12/06/2022;BE_VLG;103;;;
13/06/2022;BE_VLG;540;;;
14/06/2022;BE_VLG;414;;;
15/06/2022;BE_VLG;410;;;
16/06/2022;BE_VLG;371;;;
17/06/2022;BE_VLG;381;;;
18/06/2022;BE_VLG;160;;;
19/06/2022;BE_VLG;95;;;
20/06/2022;BE_VLG;715;;;
21/06/2022;BE_VLG;553;;;
22/06/2022;BE_VLG;566;;;
23/06/2022;BE_VLG;588;;;
24/06/2022;BE_VLG;537;;;
25/06/2022;BE_VLG;235;;;
26/06/2022;BE_VLG;136;;;
27/06/2022;BE_VLG;982;;;
28/06/2022;BE_VLG;738;;;
29/06/2022;BE_VLG;809;;;
30/06/2022;BE_VLG;711;;;
01/07/2022;BE_VLG;695;;;
02/07/2022;BE_VLG;385;;;
03/07/2022;BE_VLG;235;;;
04/07/2022;BE_VLG;1363;;;
05/07/2022;BE_VLG;1116;;;
06/07/2022;BE_VLG;1180;;;
07/07/2022;BE_VLG;1113;;;
08/07/2022;BE_VLG;921;;;
09/07/2022;BE_VLG;418;;;
10/07/2022;BE_VLG;289;;;
11/07/2022;BE_VLG;1454;;;
12/07/2022;BE_VLG;959;;;
13/07/2022;BE_VLG;856;;;
14/07/2022;BE_VLG;706;;;
15/07/2022;BE_VLG;652;;;
16/07/2022;BE_VLG;259;;;
17/07/2022;BE_VLG;156;;;
18/07/2022;BE_VLG;818;;;
19/07/2022;BE_VLG;564;;;
20/07/2022;BE_VLG;513;;;
21/07/2022;BE_VLG;132;;;
22/07/2022;BE_VLG;584;;;
23/07/2022;BE_VLG;217;;;
24/07/2022;BE_VLG;139;;;
25/07/2022;BE_VLG;771;;;
26/07/2022;BE_VLG;479;;;
27/07/2022;BE_VLG;444;;;
28/07/2022;BE_VLG;356;;;
29/07/2022;BE_VLG;362;;;
30/07/2022;BE_VLG;158;;;
31/07/2022;BE_VLG;85;;;
01/08/2022;BE_VLG;533;;;
02/08/2022;BE_VLG;333;;;
03/08/2022;BE_VLG;299;;;
04/08/2022;BE_VLG;267;;;
05/08/2022;BE_VLG;241;;;
06/08/2022;BE_VLG;90;;;
07/08/2022;BE_VLG;66;;;
08/08/2022;BE_VLG;393;;;
09/08/2022;BE_VLG;275;;;
10/08/2022;BE_VLG;228;;;
11/08/2022;BE_VLG;247;;;
12/08/2022;BE_VLG;206;;;
13/08/2022;BE_VLG;108;;;
14/08/2022;BE_VLG;69;;;
15/08/2022;BE_VLG;50;;;
16/08/2022;BE_VLG;337;;;
17/08/2022;BE_VLG;254;;;
18/08/2022;BE_VLG;174;;;
19/08/2022;BE_VLG;165;;;
20/08/2022;BE_VLG;71;;;
21/08/2022;BE_VLG;48;;;
22/08/2022;BE_VLG;290;;;
23/08/2022;BE_VLG;187;;;
