date;location_key;average_temperature_celsius;minimum_temperature_celsius;maximum_temperature_celsius;rainfall_mm;snowfall_mm;dew_point;relative_humidity
25/09/2020;BE_WBR;9.938889;8.055556;12.577778;8.325556;;7.383333;84.146517
26/09/2020;BE_WBR;10.488889;8.883333;12.327778;18.654889;;9.0;90.58958
27/09/2020;BE_WBR;12.962963;10.864198;15.425926;22.225;;10.802469;86.788278
28/09/2020;BE_WBR;11.932099;10.703704;14.246914;13.081;;11.308642;95.989258
29/09/2020;BE_WBR;14.377778;10.788889;17.472222;4.854222;;12.75;90.046963
30/09/2020;BE_WBR;15.683333;13.088889;18.716667;1.27;;13.5;86.903947
01/10/2020;BE_WBR;13.072222;8.966667;15.072222;3.838222;;11.183333;88.34736
02/10/2020;BE_WBR;12.155556;8.477778;15.238889;4.34975;;10.333333;88.641169
03/10/2020;BE_WBR;11.9;9.644444;14.022222;3.132667;;9.85;87.288137
04/10/2020;BE_WBR;11.366667;9.411111;13.944444;1.580444;;7.961111;79.622553
05/10/2020;BE_WBR;11.755556;9.233333;14.288889;3.019778;;9.588889;86.639862
06/10/2020;BE_WBR;12.211111;10.666667;14.838889;6.378222;;10.138889;87.239575
07/10/2020;BE_WBR;12.016667;9.988889;14.983333;1.975556;;8.527778;79.245646
08/10/2020;BE_WBR;13.755556;10.255556;16.722222;1.919111;;11.994444;89.139137
09/10/2020;BE_WBR;12.216667;9.322222;15.966667;2.427111;20.32;9.483333;83.407631
10/10/2020;BE_WBR;9.455556;6.483333;12.594444;2.286;;6.077778;79.467498
11/10/2020;BE_WBR;8.932099;6.320988;13.049383;1.890889;;6.975309;87.596332
12/10/2020;BE_WBR;9.901235;7.135802;13.820988;0.4445;;7.450617;84.786243
13/10/2020;BE_WBR;9.265432;7.037037;11.469136;0.508;;6.592593;83.491176
14/10/2020;BE_WBR;7.82716;3.901235;11.283951;0.282222;;5.54321;85.526035
15/10/2020;BE_WBR;8.777778;6.91358;10.962963;0.0;;5.395062;79.449356
16/10/2020;BE_WBR;8.487654;6.012346;10.623457;0.0;;6.012346;84.5014
17/10/2020;BE_WBR;7.617284;4.12963;10.925926;0.0;;4.950617;83.242394
18/10/2020;BE_WBR;9.216049;6.91358;12.123457;0.181429;;7.246914;87.526361
19/10/2020;BE_WBR;9.759259;6.833333;13.888889;0.0;;6.333333;79.261809
20/10/2020;BE_WBR;12.727778;8.383333;15.577778;0.818444;;9.488889;80.699026
21/10/2020;BE_WBR;15.8;11.822222;20.305556;3.104444;;11.677778;76.512455
22/10/2020;BE_WBR;14.716667;11.911111;17.305556;1.1684;;12.45;86.315425
23/10/2020;BE_WBR;13.85;11.138889;16.988889;1.326444;;11.933333;88.252154
24/10/2020;BE_WBR;13.466667;11.4;15.233333;0.818444;;11.0;85.065235
25/10/2020;BE_WBR;11.827778;9.577778;14.761111;5.192889;;9.461111;85.45273
26/10/2020;BE_WBR;9.988889;8.272222;12.472222;1.8796;;6.666667;79.873935
27/10/2020;BE_WBR;9.805556;7.588889;11.7;0.818444;;7.283333;84.338737
28/10/2020;BE_WBR;11.227778;8.955556;13.255556;3.668889;;8.422222;82.882706
29/10/2020;BE_WBR;10.894444;8.222222;13.383333;7.055556;;8.994444;88.073504
30/10/2020;BE_WBR;13.816667;11.405556;15.366667;1.044222;;11.222222;84.41319
31/10/2020;BE_WBR;13.5;10.666667;16.294444;0.903111;;10.344444;81.242717
01/11/2020;BE_WBR;14.461111;10.305556;17.561111;1.721556;;12.611111;88.67811
02/11/2020;BE_WBR;15.577778;9.677778;19.138889;3.81;;12.65;82.769095
03/11/2020;BE_WBR;8.55;5.466667;11.905556;0.818444;;5.066667;78.790226
04/11/2020;BE_WBR;6.038889;2.216667;10.855556;0.0;;3.572222;84.237149
05/11/2020;BE_WBR;4.705556;-0.111111;10.672222;0.028222;;2.311111;84.523434
06/11/2020;BE_WBR;5.883333;0.872222;12.4;0.0;;1.216667;72.106883
07/11/2020;BE_WBR;9.416667;3.022222;16.4;0.0;;6.122222;79.985379
08/11/2020;BE_WBR;12.055556;6.611111;17.694444;0.0;;8.966667;81.515343
09/11/2020;BE_WBR;12.311111;8.788889;16.394444;0.0;;10.005556;85.870939
10/11/2020;BE_WBR;11.144444;8.522222;13.872222;2.455333;;10.427778;95.374824
11/11/2020;BE_WBR;10.9;8.466667;13.05;0.762;;9.605556;91.731072
12/11/2020;BE_WBR;10.311111;6.266667;12.466667;0.903111;;7.361111;81.952032
13/11/2020;BE_WBR;10.588889;5.6;13.927778;0.399143;;8.555556;87.25909
14/11/2020;BE_WBR;12.927778;10.8;14.961111;0.181429;;9.772222;81.163293
15/11/2020;BE_WBR;12.683333;9.005556;15.055556;6.942667;;8.55;75.974869
16/11/2020;BE_WBR;9.922222;7.944444;11.455556;1.778;;7.833333;86.904685
17/11/2020;BE_WBR;11.016667;9.461111;12.222222;0.4318;;8.472222;84.371465
18/11/2020;BE_WBR;11.994444;8.35;15.438889;0.0;;7.038889;71.843486
19/11/2020;BE_WBR;8.475309;4.734568;12.191358;1.451429;;5.290123;80.464323
20/11/2020;BE_WBR;4.302469;2.024691;7.462963;0.0;;0.932099;78.793325
21/11/2020;BE_WBR;7.191358;2.67284;9.592593;0.0;;3.703704;78.542525
22/11/2020;BE_WBR;8.308642;7.574074;8.932099;0.931333;;7.104938;92.145794
23/11/2020;BE_WBR;8.261111;6.038889;9.916667;0.34925;;6.794444;90.536863
24/11/2020;BE_WBR;7.583333;4.361111;10.483333;0.0;;5.361111;85.853545
25/11/2020;BE_WBR;6.761111;3.777778;9.905556;0.0;;3.955556;82.325162
26/11/2020;BE_WBR;7.316667;4.372222;11.688889;0.0;;5.177778;86.339971
27/11/2020;BE_WBR;5.738889;3.166667;7.588889;0.0;;4.955556;94.743645
28/11/2020;BE_WBR;6.022222;2.227778;11.333333;0.0;;3.911111;86.414823
29/11/2020;BE_WBR;1.75;-1.2;3.088889;0.0;;0.755556;93.168011
30/11/2020;BE_WBR;1.227778;-2.005556;5.4;1.919111;;0.461111;94.643725
01/12/2020;BE_WBR;6.994444;3.122222;8.755556;5.983111;10.16;5.127778;87.963919
02/12/2020;BE_WBR;5.944444;5.222222;6.688889;1.74625;;4.888889;93.005227
03/12/2020;BE_WBR;5.422222;4.711111;6.266667;1.42875;;3.861111;89.704834
04/12/2020;BE_WBR;5.155556;1.15;7.616667;1.749778;;1.638889;78.061351
05/12/2020;BE_WBR;2.6;-0.033333;5.066667;0.2032;;0.116667;83.730532
06/12/2020;BE_WBR;0.516667;-1.494444;2.9;0.0;;-0.288889;94.361336
07/12/2020;BE_WBR;1.2;-0.566667;3.294444;0.0;;0.394444;94.390672
08/12/2020;BE_WBR;1.494444;-0.694444;4.594444;0.0;;0.094444;90.420832
09/12/2020;BE_WBR;1.3;-1.2;3.055556;0.0;;0.327778;93.267641
10/12/2020;BE_WBR;2.4;0.45;4.505556;0.0;;0.1;84.811331
11/12/2020;BE_WBR;4.072222;0.461111;7.033333;3.358444;;2.833333;91.651302
12/12/2020;BE_WBR;7.522222;5.794444;8.7;2.314222;;7.0;96.514588
13/12/2020;BE_WBR;6.127778;4.444444;7.477778;1.016;;4.305556;88.150979
14/12/2020;BE_WBR;9.077778;6.094444;10.65;3.725333;;7.444444;89.530398
15/12/2020;BE_WBR;8.55;6.016667;10.261111;4.684889;10.16;7.605556;93.801785
16/12/2020;BE_WBR;8.127778;5.061111;10.616667;0.580571;;6.394444;88.877386
17/12/2020;BE_WBR;8.783333;6.627778;10.283333;2.06375;10.16;6.555556;85.943226
18/12/2020;BE_WBR;8.466667;6.172222;11.3;0.254;;5.861111;83.694928
19/12/2020;BE_WBR;8.994444;6.644444;11.238889;0.225778;;6.766667;85.954345
20/12/2020;BE_WBR;8.522222;6.166667;10.422222;0.1524;;6.305556;85.970135
21/12/2020;BE_WBR;8.188889;5.3;12.844444;3.132667;;6.733333;90.556603
22/12/2020;BE_WBR;12.527778;9.761111;13.75;3.8735;;11.194444;91.612686
23/12/2020;BE_WBR;11.366667;8.972222;12.555556;9.779;10.16;9.594444;88.87558
24/12/2020;BE_WBR;5.394444;2.788889;8.872222;6.237111;;3.411111;87.137283
25/12/2020;BE_WBR;2.727778;0.877778;5.511111;0.4445;;1.016667;88.538622
26/12/2020;BE_WBR;3.238889;0.761111;4.855556;0.254;;1.355556;87.474982
27/12/2020;BE_WBR;4.388889;3.061111;5.522222;9.087556;;2.75;89.125944
28/12/2020;BE_WBR;2.783333;0.2;4.622222;3.14325;;1.466667;91.062163
29/12/2020;BE_WBR;2.455556;-0.288889;4.388889;0.326571;;1.138889;91.049415
30/12/2020;BE_WBR;3.15;0.961111;4.794444;1.17475;;1.722222;90.387532
31/12/2020;BE_WBR;2.233333;1.072222;3.416667;4.374444;;1.405556;94.272585
01/01/2021;BE_WBR;1.483333;-0.7;3.827778;1.161143;;0.477778;93.08108
02/01/2021;BE_WBR;1.45;-0.8;2.938889;0.0762;;0.444444;93.072078
03/01/2021;BE_WBR;2.166667;1.338889;2.888889;0.0;;0.55;89.102232
04/01/2021;BE_WBR;1.688889;1.116667;2.388889;0.592667;;0.411111;91.266823
05/01/2021;BE_WBR;1.711111;1.259259;2.302469;0.28575;;0.311111;90.476296
06/01/2021;BE_WBR;1.972222;0.511111;2.827778;0.381;;1.027778;93.528418
07/01/2021;BE_WBR;1.405556;0.194444;3.244444;1.411111;;0.566667;94.187118
08/01/2021;BE_WBR;1.194444;-1.188889;2.977778;1.157111;;0.088889;92.368306
09/01/2021;BE_WBR;-1.383333;-3.611111;1.133333;0.399143;;-1.716667;97.624504
10/01/2021;BE_WBR;-0.155556;-2.027778;2.972222;0.0;;-0.905556;94.770505
11/01/2021;BE_WBR;2.555556;-1.422222;5.311111;0.508;;1.138889;90.422556
12/01/2021;BE_WBR;5.166667;0.955556;7.905556;12.276667;10.16;3.455556;88.754743
13/01/2021;BE_WBR;2.566667;0.211111;4.672222;3.076222;;1.366667;91.830187
14/01/2021;BE_WBR;1.155556;-0.161111;2.872222;8.297333;;0.111111;92.844492
15/01/2021;BE_WBR;-0.216667;-1.538889;0.9;1.0668;;-2.527778;84.524614
16/01/2021;BE_WBR;-0.511111;-1.483333;0.422222;2.511778;20.32;-2.377778;87.25556
17/01/2021;BE_WBR;3.261111;-0.911111;5.583333;2.060222;30.48;2.088889;92.083699
18/01/2021;BE_WBR;3.633333;1.3;5.383333;0.60325;;2.133333;89.959264
19/01/2021;BE_WBR;5.566667;3.511111;7.544444;5.503333;;3.933333;89.257853
20/01/2021;BE_WBR;8.333333;5.383333;10.9;1.17475;;2.594444;67.174298
21/01/2021;BE_WBR;7.627778;4.294444;11.477778;5.729111;;4.211111;78.997619
22/01/2021;BE_WBR;3.933333;1.594444;7.155556;6.632222;10.16;1.761111;85.770782
23/01/2021;BE_WBR;2.866667;0.155556;5.061111;3.4925;;1.205556;88.852529
24/01/2021;BE_WBR;0.788889;-0.661111;2.022222;5.249333;20.32;-0.611111;90.414011
25/01/2021;BE_WBR;1.622222;0.222222;3.783333;0.987778;;-0.133333;88.164128
26/01/2021;BE_WBR;2.416667;0.433333;4.955556;0.0508;;-0.833333;79.1656
27/01/2021;BE_WBR;2.994444;0.272222;5.333333;1.552222;10.16;2.322222;95.373055
28/01/2021;BE_WBR;8.466667;4.711111;10.9;10.780889;;7.661111;94.689058
29/01/2021;BE_WBR;8.855556;7.583333;10.516667;8.494889;;7.038889;88.409607
30/01/2021;BE_WBR;3.3;0.777778;7.822222;7.761111;;2.383333;93.726789
31/01/2021;BE_WBR;1.161111;-1.055556;3.033333;2.31775;;-0.2;90.670427
01/02/2021;BE_WBR;3.688889;2.266667;4.838889;1.806222;;3.161111;96.364256
02/02/2021;BE_WBR;7.844444;3.322222;11.138889;4.60375;;6.622222;91.987244
03/02/2021;BE_WBR;9.383333;7.177778;11.994444;13.744222;10.16;7.372222;87.267896
04/02/2021;BE_WBR;7.183333;4.172222;9.45;2.201333;;5.072222;86.47504
05/02/2021;BE_WBR;7.627778;5.583333;10.038889;0.0254;;5.5;86.408558
06/02/2021;BE_WBR;5.366667;0.688889;7.85;4.995333;;4.283333;92.739395
07/02/2021;BE_WBR;-1.444444;-3.833333;0.838889;6.886222;10.16;-2.266667;94.161965
08/02/2021;BE_WBR;-5.166667;-7.272222;-3.738889;1.665111;30.48;-6.75;88.707589
09/02/2021;BE_WBR;-6.5;-8.416667;-3.761111;0.987778;33.866667;-9.922222;76.694195
10/02/2021;BE_WBR;-7.633333;-9.25;-4.05;0.0;23.706667;-10.772222;78.228226
11/02/2021;BE_WBR;-2.388889;-5.0;-1.0;0.0;;-7.888889;65.946453
12/02/2021;BE_WBR;-3.0;-4.0;-2.0;0.0;;-10.166667;57.741872
13/02/2021;BE_WBR;-2.055556;-4.638889;0.427778;0.0;30.48;-11.488889;48.6536
14/02/2021;BE_WBR;-0.388889;-7.088889;4.95;0.0;20.32;-11.366667;43.557177
15/02/2021;BE_WBR;3.955556;1.538889;6.255556;1.68275;20.32;-0.05;75.16276
16/02/2021;BE_WBR;8.388889;4.738889;12.083333;1.580444;;4.711111;77.672879
17/02/2021;BE_WBR;9.161111;6.916667;11.677778;1.0922;;5.866667;79.911921
18/02/2021;BE_WBR;7.733333;4.755556;11.638889;4.318;;4.355556;79.221518
19/02/2021;BE_WBR;5.038889;3.188889;8.594444;0.4826;;3.494444;89.785861
20/02/2021;BE_WBR;14.191358;12.574074;16.154321;0.0;;6.049383;58.065704
21/02/2021;BE_WBR;12.377778;8.705556;16.838889;0.0;;4.111111;57.174192
22/02/2021;BE_WBR;13.044444;8.822222;16.705556;0.0;;3.677778;53.0991
23/02/2021;BE_WBR;14.133333;10.561111;17.6;0.0;;7.938889;66.327025
24/02/2021;BE_WBR;14.027778;10.1;18.505556;0.0;;8.122222;67.646572
25/02/2021;BE_WBR;12.216667;8.438889;17.505556;2.286;;7.544444;73.227994
26/02/2021;BE_WBR;7.205556;2.811111;10.266667;1.524;10.16;3.216667;75.829975
27/02/2021;BE_WBR;3.238889;0.811111;6.516667;0.381;;1.894444;90.911127
28/02/2021;BE_WBR;5.772222;1.194444;10.922222;0.0;;2.1;77.312252
01/03/2021;BE_WBR;5.322222;0.705556;11.255556;0.0;;2.311111;81.155953
02/03/2021;BE_WBR;8.677778;1.216667;17.016667;0.0;;2.3;64.609107
03/03/2021;BE_WBR;10.294444;5.305556;15.961111;0.127;;4.794444;68.949396
04/03/2021;BE_WBR;5.583333;3.027778;8.211111;7.422444;10.16;4.783333;94.608799
05/03/2021;BE_WBR;2.722222;-0.45;5.611111;1.397;;-3.933333;61.672474
06/03/2021;BE_WBR;1.788889;-2.577778;6.672222;0.0;;-4.683333;62.304239
07/03/2021;BE_WBR;1.45;-2.772222;5.75;0.0;;-2.938889;72.683036
08/03/2021;BE_WBR;4.172222;-0.366667;8.0;0.0;;-1.7;65.733398
09/03/2021;BE_WBR;5.05;2.477778;7.511111;0.959556;;3.238889;88.096018
10/03/2021;BE_WBR;6.388889;2.6;10.116667;0.47625;;2.0;73.524836
11/03/2021;BE_WBR;9.222222;5.688889;12.583333;2.003778;;4.272222;71.295103
12/03/2021;BE_WBR;6.588889;4.783333;8.672222;1.834444;;2.827778;76.990518
13/03/2021;BE_WBR;6.944444;3.211111;9.638889;5.813778;;2.494444;73.346953
14/03/2021;BE_WBR;5.505556;2.305556;8.95;3.245556;;2.083333;78.688255
15/03/2021;BE_WBR;6.288889;4.511111;8.994444;2.427111;10.16;3.094444;80.068472
16/03/2021;BE_WBR;5.077778;4.022222;6.038889;3.725333;;3.605556;90.233581
17/03/2021;BE_WBR;5.133333;3.238889;7.455556;1.919111;;3.2;87.371651
18/03/2021;BE_WBR;4.25;1.45;6.333333;0.451556;;2.005556;85.368192
19/03/2021;BE_WBR;4.338889;1.088889;7.972222;0.1016;;-1.227778;67.203558
20/03/2021;BE_WBR;4.061111;0.15;8.761111;0.0;10.16;-0.566667;71.90366
21/03/2021;BE_WBR;5.85;3.233333;7.983333;0.03175;;2.188889;77.391405
22/03/2021;BE_WBR;5.188889;2.311111;7.75;0.084667;;1.322222;76.184184
23/03/2021;BE_WBR;7.65;3.722222;12.044444;0.0;;2.238889;68.632777
24/03/2021;BE_WBR;9.033333;2.666667;15.455556;0.0;;2.861111;65.340942
25/03/2021;BE_WBR;8.344444;4.916667;11.972222;0.036286;;5.394444;81.748548
26/03/2021;BE_WBR;8.711111;4.488889;12.783333;1.0668;;3.683333;70.722074
27/03/2021;BE_WBR;6.672222;3.305556;9.955556;2.483556;;0.9;66.807647
28/03/2021;BE_WBR;9.905556;5.422222;13.616667;0.3302;;3.011111;62.2763
29/03/2021;BE_WBR;13.355556;7.5;19.611111;0.0;;2.922222;49.433707
30/03/2021;BE_WBR;14.722222;5.444444;23.311111;0.0;;2.672222;44.68705
31/03/2021;BE_WBR;16.266667;8.133333;23.977778;0.0254;;4.394444;45.687533
01/04/2021;BE_WBR;13.555556;5.7;20.333333;0.0;;6.527778;62.715744
02/04/2021;BE_WBR;5.883333;2.6;9.744444;0.0;;1.672222;74.421373
03/04/2021;BE_WBR;6.283333;3.161111;10.0;0.0;;0.755556;67.956022
04/04/2021;BE_WBR;5.520833;2.631944;8.666667;0.0;;0.777778;71.571033
05/04/2021;BE_WBR;3.4375;-0.006944;7.104167;1.778;;-0.5;75.461788
06/04/2021;BE_WBR;0.833333;-1.577778;4.855556;4.515556;10.16;-1.883333;82.691609
07/04/2021;BE_WBR;1.966667;-1.361111;6.277778;1.55575;25.4;-2.672222;71.431002
08/04/2021;BE_WBR;4.55;0.072222;8.655556;0.0508;10.16;-3.416667;56.308105
09/04/2021;BE_WBR;8.5;2.705556;13.916667;0.211667;;0.544444;57.415996
10/04/2021;BE_WBR;7.238889;4.844444;9.161111;10.668;;6.133333;92.718837
11/04/2021;BE_WBR;4.044444;0.705556;7.288889;7.5565;;0.588889;78.293844
12/04/2021;BE_WBR;2.722222;-0.65;6.911111;0.987778;10.16;-0.6;78.816998
13/04/2021;BE_WBR;4.116667;-1.85;9.383333;0.112889;;-2.455556;62.473055
14/04/2021;BE_WBR;4.594444;-0.394444;9.061111;0.0;;-1.85;63.091563
15/04/2021;BE_WBR;4.022222;-0.55;8.288889;0.0;10.16;-0.966667;70.208331
16/04/2021;BE_WBR;5.538889;0.116667;10.161111;0.0;10.16;-1.372222;61.219422
17/04/2021;BE_WBR;6.866667;1.644444;11.977778;0.0;;0.216667;62.671266
18/04/2021;BE_WBR;8.066667;1.844444;13.816667;0.0;;2.516667;68.068749
19/04/2021;BE_WBR;8.261111;2.988889;13.338889;0.0635;;4.683333;78.21121
20/04/2021;BE_WBR;10.394444;2.7;16.444444;0.0;;4.761111;68.129198
21/04/2021;BE_WBR;10.505556;4.411111;15.766667;0.0;;4.616667;66.984333
22/04/2021;BE_WBR;7.111111;1.133333;12.566667;0.0;;0.05;60.914899
23/04/2021;BE_WBR;8.205556;1.0;14.85;0.0;;0.605556;58.875084
24/04/2021;BE_WBR;8.911111;2.955556;14.083333;0.0;;0.677778;56.41452
25/04/2021;BE_WBR;7.066667;2.0;12.227778;0.0;;-0.227778;59.866096
26/04/2021;BE_WBR;8.222222;1.05;14.311111;0.0;;-1.138889;51.822601
27/04/2021;BE_WBR;10.144444;2.755556;16.583333;0.0;;-1.083333;45.703428
28/04/2021;BE_WBR;12.461111;4.533333;19.022222;0.0;;0.577778;44.265074
29/04/2021;BE_WBR;7.127778;2.85;9.95;0.649111;;3.216667;76.268918
30/04/2021;BE_WBR;6.405556;0.777778;11.333333;0.0762;10.16;1.383333;70.322667
01/05/2021;BE_WBR;6.811111;0.355556;12.244444;0.0;10.16;1.105556;67.035103
02/05/2021;BE_WBR;6.783333;2.05;10.961111;0.395111;;0.861111;65.970944
03/05/2021;BE_WBR;9.211111;0.9;14.344444;0.0635;;0.188889;53.280945
04/05/2021;BE_WBR;9.688889;5.905556;13.1;3.471333;;3.538889;65.583057
05/05/2021;BE_WBR;6.994444;3.861111;10.961111;2.286;;1.45;67.96673
06/05/2021;BE_WBR;6.827778;3.633333;10.066667;1.68275;;2.794444;75.514969
07/05/2021;BE_WBR;7.75;2.616667;13.122222;0.5588;;1.094444;62.79339
08/05/2021;BE_WBR;11.994444;5.15;18.105556;0.338667;;5.888889;66.279724
09/05/2021;BE_WBR;18.877778;11.75;25.544444;0.423333;;10.811111;59.544997
10/05/2021;BE_WBR;16.127778;12.588889;19.522222;1.072444;;9.194444;63.565113
11/05/2021;BE_WBR;13.061111;9.183333;17.422222;0.959556;;9.033333;76.589202
12/05/2021;BE_WBR;11.766667;7.288889;16.566667;2.54;;6.3;69.28927
13/05/2021;BE_WBR;11.083333;6.583333;15.927778;0.874889;;6.044444;71.173812
14/05/2021;BE_WBR;10.827778;5.488889;16.155556;2.12725;;7.216667;78.456267
15/05/2021;BE_WBR;10.411111;8.05;13.644444;5.221111;;7.744444;83.563455
16/05/2021;BE_WBR;11.011111;7.905556;15.155556;3.922889;;7.588889;79.486158
17/05/2021;BE_WBR;11.022222;9.211111;14.366667;7.337778;;8.544444;84.743038
18/05/2021;BE_WBR;11.4;7.761111;15.905556;5.418667;10.16;7.466667;76.969908
19/05/2021;BE_WBR;10.083333;6.6;14.172222;3.894667;10.16;7.188889;82.30017
20/05/2021;BE_WBR;11.366667;5.411111;14.844444;1.397;;6.616667;72.688617
21/05/2021;BE_WBR;12.805556;8.872222;16.561111;0.66675;;5.422222;60.847042
22/05/2021;BE_WBR;9.961111;8.566667;11.805556;4.826;;7.011111;81.911637
23/05/2021;BE_WBR;11.703704;7.253086;15.259259;3.77825;;5.351852;65.075716
24/05/2021;BE_WBR;10.611111;6.983333;14.861111;5.49275;;6.988889;78.381482
25/05/2021;BE_WBR;9.716667;6.838889;13.394444;10.018889;;6.65;81.26297
26/05/2021;BE_WBR;10.505556;7.55;14.061111;2.286;;6.911111;78.577279
27/05/2021;BE_WBR;11.411111;7.233333;15.233333;1.1938;;7.922222;79.150614
28/05/2021;BE_WBR;12.211111;4.927778;18.0;0.0;;7.1;71.033469
29/05/2021;BE_WBR;14.922222;8.488889;20.205556;0.0;;7.227778;60.103596
30/05/2021;BE_WBR;15.583333;8.455556;21.594444;0.0;;7.477778;58.574074
31/05/2021;BE_WBR;17.6;10.061111;22.927778;0.0;;7.961111;53.273166
01/06/2021;BE_WBR;18.916667;10.727778;25.027778;0.0;;6.844444;45.488913
02/06/2021;BE_WBR;20.455556;11.638889;27.861111;4.789714;;10.805556;54.038268
03/06/2021;BE_WBR;20.416667;16.411111;24.927778;1.382889;;15.833333;75.086801
04/06/2021;BE_WBR;18.683333;14.827778;24.811111;13.010444;;15.611111;82.432003
05/06/2021;BE_WBR;14.094444;12.238889;16.038889;11.006667;;12.861111;92.33278
06/06/2021;BE_WBR;15.993827;10.45679;21.166667;0.0;;10.555556;70.408716
07/06/2021;BE_WBR;17.074074;10.728395;22.148148;0.0;;10.58642;65.824607
08/06/2021;BE_WBR;18.969136;12.08642;24.141975;0.0;;12.012346;64.132162
09/06/2021;BE_WBR;19.65;13.366667;24.561111;0.0508;;11.822222;60.769083
10/06/2021;BE_WBR;20.0;12.8;25.161111;0.056444;;12.466667;61.903143
11/06/2021;BE_WBR;19.688889;13.661111;24.905556;0.0508;;14.455556;71.836995
12/06/2021;BE_WBR;16.966667;12.2;21.994444;0.112889;;12.405556;74.589802
13/06/2021;BE_WBR;17.011111;9.711111;23.188889;0.0508;;8.883333;58.869559
14/06/2021;BE_WBR;21.116667;11.988889;27.827778;0.0254;;10.716667;51.551059
15/06/2021;BE_WBR;20.305556;14.561111;24.983333;0.0508;;13.477778;64.933925
16/06/2021;BE_WBR;23.405556;15.366667;29.566667;0.0;;14.533333;57.541906
17/06/2021;BE_WBR;24.544444;19.816667;28.705556;0.084667;;16.655556;61.564516
18/06/2021;BE_WBR;23.838889;18.85;29.327778;9.0805;10.16;17.688889;68.511187
19/06/2021;BE_WBR;19.233333;16.566667;21.994444;4.826;;15.955556;81.367409
20/06/2021;BE_WBR;19.872222;16.366667;23.85;7.676444;;15.127778;74.155983
21/06/2021;BE_WBR;16.427778;14.233333;18.244444;18.852444;;14.583333;88.882515
22/06/2021;BE_WBR;13.238889;11.861111;14.838889;11.119556;10.16;11.322222;88.259068
23/06/2021;BE_WBR;13.516667;11.083333;16.011111;1.8288;;10.883333;84.25539
24/06/2021;BE_WBR;15.433333;12.194444;17.944444;0.0508;;11.883333;79.503862
25/06/2021;BE_WBR;15.25;10.233333;19.172222;0.381;;11.705556;79.473366
26/06/2021;BE_WBR;18.261111;14.3;22.438889;0.310444;;14.955556;81.201181
27/06/2021;BE_WBR;19.377778;14.894444;24.122222;6.378222;;15.755556;79.609279
28/06/2021;BE_WBR;18.8;14.994444;22.922222;2.31775;;16.45;86.295327
29/06/2021;BE_WBR;18.105556;14.833333;22.594444;16.199556;;14.755556;81.258281
30/06/2021;BE_WBR;13.4;12.255556;14.983333;17.145;;12.422222;93.821001
01/07/2021;BE_WBR;14.261111;11.533333;17.95;3.937;;10.672222;79.049357
02/07/2021;BE_WBR;17.388889;11.138889;23.133333;0.0;;12.061111;71.036613
03/07/2021;BE_WBR;18.333333;14.538889;23.083333;6.152444;;15.366667;82.904888
04/07/2021;BE_WBR;17.361111;13.738889;20.716667;11.317111;;14.783333;84.866233
05/07/2021;BE_WBR;16.672222;13.444444;20.244444;4.120444;;14.077778;84.751166
06/07/2021;BE_WBR;17.388889;13.905556;19.416667;1.100667;;12.555556;73.284774
07/07/2021;BE_WBR;17.761111;13.588889;22.177778;0.435429;;12.477778;71.250765
08/07/2021;BE_WBR;17.583333;12.894444;22.555556;0.508;;13.222222;75.709183
09/07/2021;BE_WBR;17.305556;12.716667;21.45;0.5588;;12.955556;75.669065
10/07/2021;BE_WBR;16.861111;13.35;22.061111;10.89025;;14.077778;83.702564
11/07/2021;BE_WBR;16.177778;12.194444;20.261111;0.8128;;13.155556;82.649443
12/07/2021;BE_WBR;18.477778;14.95;22.033333;0.987778;;14.8;79.229955
13/07/2021;BE_WBR;16.95;14.833333;19.461111;15.635111;;15.983333;94.085539
14/07/2021;BE_WBR;15.888889;14.966667;16.822222;7.450667;;15.05;94.812278
15/07/2021;BE_WBR;16.094444;15.383333;16.855556;30.056667;20.32;15.377778;95.547587
16/07/2021;BE_WBR;16.194444;14.022222;18.861111;5.81025;;13.427778;83.739716
17/07/2021;BE_WBR;19.111111;13.290123;25.0;0.0;;14.432099;74.412654
18/07/2021;BE_WBR;20.617284;13.802469;26.740741;0.0;;15.117284;70.82282
19/07/2021;BE_WBR;19.661111;14.466667;24.25;0.0;;14.605556;72.659637
20/07/2021;BE_WBR;19.1;13.55;23.922222;0.0;;13.472222;69.942958
21/07/2021;BE_WBR;19.572222;13.083333;24.722222;0.0;;12.655556;64.41082
22/07/2021;BE_WBR;19.555556;13.994444;24.7;0.112889;;13.561111;68.402075
23/07/2021;BE_WBR;18.866667;12.366667;24.633333;0.0;;12.427778;66.33888
24/07/2021;BE_WBR;18.511111;15.283333;23.677778;4.684889;;15.433333;82.405161
25/07/2021;BE_WBR;19.066667;14.938889;23.733333;4.176889;;15.644444;80.635615
26/07/2021;BE_WBR;18.161111;15.716667;21.888889;2.286;;15.511111;84.578572
27/07/2021;BE_WBR;17.977778;15.244444;21.311111;2.116667;;14.661111;80.985673
28/07/2021;BE_WBR;17.75;14.994444;20.777778;0.338667;;12.744444;72.549363
29/07/2021;BE_WBR;17.133333;13.705556;20.894444;0.451556;;10.433333;64.810896
30/07/2021;BE_WBR;17.466667;12.316667;22.161111;0.4572;;11.388889;67.552007
31/07/2021;BE_WBR;16.177778;13.444444;19.9;4.205111;;12.866667;80.871893
