date;location_key;average_temperature_celsius;minimum_temperature_celsius;maximum_temperature_celsius;rainfall_mm;snowfall_mm;dew_point;relative_humidity
08/05/2020;BE_VLG;16.044444;7.2;22.133333;0.0;;5.305556;49.049184
09/05/2020;BE_VLG;17.727778;10.172222;24.366667;0.0;;7.555556;51.526802
10/05/2020;BE_VLG;14.85;6.861111;20.172222;1.185333;;11.05;78.082296
11/05/2020;BE_VLG;8.422222;4.4;12.7;0.903111;;-0.677778;52.801708
12/05/2020;BE_VLG;7.366667;1.244444;12.161111;0.0254;;0.133333;60.20858
13/05/2020;BE_VLG;8.561111;2.627778;13.522222;0.028222;;1.15;59.683202
14/05/2020;BE_VLG;8.705556;2.233333;14.238889;0.0254;;-1.066667;50.333958
15/05/2020;BE_VLG;9.7;2.7;15.838889;0.0;;0.722222;53.611029
16/05/2020;BE_VLG;10.888889;3.055556;17.133333;0.0254;;3.061111;58.571417
17/05/2020;BE_VLG;13.044444;3.855556;19.688889;0.0254;;4.044444;54.429638
18/05/2020;BE_VLG;15.855556;8.383333;23.305556;0.0508;;5.033333;48.665811
19/05/2020;BE_VLG;16.522222;8.583333;23.644444;0.0508;;7.211111;54.176846
20/05/2020;BE_VLG;17.75;9.966667;23.838889;0.0254;;10.316667;61.798599
21/05/2020;BE_VLG;20.022222;10.711111;27.522222;0.0254;;10.85;55.577638
22/05/2020;BE_VLG;19.011111;14.4;24.8;0.508;;11.294444;60.974776
23/05/2020;BE_VLG;14.905556;11.4;18.95;0.338667;;4.905556;51.287952
24/05/2020;BE_VLG;13.633333;9.6;17.238889;0.15875;;8.694444;72.135397
25/05/2020;BE_VLG;16.7;11.038889;21.861111;0.0508;;9.377778;62.003009
26/05/2020;BE_VLG;17.344444;8.388889;24.005556;0.0254;;8.311111;55.420677
27/05/2020;BE_VLG;17.022222;10.427778;23.266667;0.0254;;7.894444;55.02604
28/05/2020;BE_VLG;15.65;8.9;21.288889;0.0254;;4.377778;47.057528
29/05/2020;BE_VLG;16.405556;8.205556;22.777778;0.0;;4.177778;44.266201
30/05/2020;BE_VLG;17.772222;9.705556;23.905556;0.0;;4.077778;40.375147
31/05/2020;BE_VLG;17.2;10.027778;21.994444;0.0;;4.377778;42.660552
01/06/2020;BE_VLG;19.283333;10.477778;25.994444;0.0254;;6.911111;44.615283
02/06/2020;BE_VLG;20.344444;11.177778;27.844444;0.0254;;7.5;43.581817
03/06/2020;BE_VLG;17.383333;11.5;23.133333;0.1016;;9.277778;59.151689
04/06/2020;BE_VLG;13.022222;10.144444;14.777778;1.665111;;9.333333;78.437563
05/06/2020;BE_VLG;10.494444;7.744444;14.466667;8.494889;;7.594444;82.301348
06/06/2020;BE_VLG;12.027778;7.266667;16.244444;2.963333;;4.872222;61.610609
07/06/2020;BE_VLG;13.844444;9.683333;18.822222;0.381;;7.35;64.934317
08/06/2020;BE_VLG;13.016667;11.072222;15.972222;3.668889;;10.505556;84.739941
09/06/2020;BE_VLG;13.055556;10.566667;15.761111;1.157111;;8.705556;75.047269
10/06/2020;BE_VLG;13.383333;8.733333;17.105556;0.1905;;9.205556;76.0231
11/06/2020;BE_VLG;16.222222;12.705556;20.344444;0.366889;;11.883333;75.530579
12/06/2020;BE_VLG;17.533333;11.844444;23.122222;4.699;;12.8;73.825712
13/06/2020;BE_VLG;19.733333;13.4;25.477778;4.148667;;13.283333;66.377254
14/06/2020;BE_VLG;19.2;15.372222;23.205556;0.145143;;12.438889;64.969835
15/06/2020;BE_VLG;19.933333;14.238889;24.833333;0.395111;;12.788889;63.487106
16/06/2020;BE_VLG;19.011111;13.994444;24.194444;2.370667;;13.066667;68.508185
17/06/2020;BE_VLG;17.405556;13.877778;23.544444;10.668;;14.283333;81.974794
18/06/2020;BE_VLG;17.527778;13.811111;22.155556;9.9822;;13.238889;76.008909
19/06/2020;BE_VLG;17.255556;12.305556;21.583333;0.4064;;11.977778;71.180706
20/06/2020;BE_VLG;17.133333;11.4;22.25;0.0;;10.577778;65.395639
21/06/2020;BE_VLG;18.2;12.038889;23.894444;3.386667;;12.411111;68.990286
22/06/2020;BE_VLG;17.316667;11.405556;22.805556;3.302;;11.25;67.574753
23/06/2020;BE_VLG;20.383333;11.288889;26.655556;0.0;;11.688889;57.457219
24/06/2020;BE_VLG;23.527778;15.255556;29.577778;0.0;;12.455556;49.893929
25/06/2020;BE_VLG;23.844444;15.688889;29.466667;0.0;;12.794444;50.064187
26/06/2020;BE_VLG;23.75;18.066667;29.116667;1.5875;;15.994444;61.879819
27/06/2020;BE_VLG;20.872222;17.45;24.777778;1.143;;15.65;72.157544
28/06/2020;BE_VLG;17.944444;14.022222;21.883333;0.366889;;9.394444;57.391615
29/06/2020;BE_VLG;16.055556;12.766667;19.872222;0.3048;;7.755556;57.923017
30/06/2020;BE_VLG;16.522222;12.288889;19.888889;3.048;;11.816667;73.860666
01/07/2020;BE_VLG;17.916667;15.05;20.733333;14.0462;;15.161111;83.999162
02/07/2020;BE_VLG;16.983333;13.494444;20.672222;3.584222;;11.616667;70.746845
03/07/2020;BE_VLG;16.938889;13.022222;21.483333;0.056444;;11.261111;69.279015
04/07/2020;BE_VLG;17.666667;14.583333;20.305556;0.959556;;13.738889;77.827675
05/07/2020;BE_VLG;18.477778;13.366667;22.438889;1.3462;;14.255556;76.504056
06/07/2020;BE_VLG;15.233333;11.566667;19.244444;0.9144;;8.866667;65.813398
07/07/2020;BE_VLG;16.616667;11.794444;20.655556;0.254;;9.583333;63.244534
08/07/2020;BE_VLG;15.038889;12.216667;17.3;8.636;;13.638889;91.360727
09/07/2020;BE_VLG;19.022222;15.95;23.316667;1.524;;15.0;77.580477
10/07/2020;BE_VLG;16.433333;11.188889;19.255556;1.1176;;11.85;74.340915
11/07/2020;BE_VLG;14.833333;8.383333;20.044444;0.1524;;9.3;69.533681
12/07/2020;BE_VLG;15.872222;9.155556;21.266667;0.0;;8.977778;63.685909
13/07/2020;BE_VLG;17.955556;10.144444;24.288889;0.0;;8.894444;55.542203
14/07/2020;BE_VLG;15.744444;12.605556;18.511111;4.374444;;12.527778;81.265681
15/07/2020;BE_VLG;16.1;12.127778;20.477778;0.979714;;11.411111;73.80142
16/07/2020;BE_VLG;15.666667;13.972222;17.944444;1.905;;13.438889;86.688379
17/07/2020;BE_VLG;17.594444;14.65;21.972222;0.53975;;14.511111;82.156971
18/07/2020;BE_VLG;19.805556;13.238889;25.566667;0.127;;14.5;71.539573
19/07/2020;BE_VLG;18.572222;11.994444;24.455556;0.0;;12.616667;68.601927
20/07/2020;BE_VLG;16.938889;12.033333;21.461111;0.592667;;9.905556;63.27764
21/07/2020;BE_VLG;15.538889;8.322222;21.805556;0.2032;;8.05;61.120255
22/07/2020;BE_VLG;15.65;7.988889;21.455556;0.0254;;7.788889;59.630004
23/07/2020;BE_VLG;18.75;8.972222;25.777778;0.0635;;8.733333;52.348587
24/07/2020;BE_VLG;18.322222;14.761111;22.65;0.889;;12.827778;70.41069
25/07/2020;BE_VLG;19.538889;15.244444;24.177778;1.415143;;14.305556;71.882773
26/07/2020;BE_VLG;18.627778;15.15;22.911111;2.624667;;12.911111;69.438583
27/07/2020;BE_VLG;20.327778;13.822222;28.483333;2.19075;;11.472222;57.047933
28/07/2020;BE_VLG;18.716667;14.677778;22.15;0.141111;;10.983333;60.795288
29/07/2020;BE_VLG;17.011111;11.355556;22.605556;0.1016;;9.616667;61.867897
30/07/2020;BE_VLG;21.066667;12.072222;28.25;0.0508;;9.633333;48.252687
31/07/2020;BE_VLG;26.627778;14.772222;36.094444;0.084667;;11.116667;38.145238
01/08/2020;BE_VLG;22.522222;16.994444;27.033333;0.127;;15.633333;65.149439
02/08/2020;BE_VLG;17.95;12.144444;22.788889;0.1016;;11.905556;67.82247
03/08/2020;BE_VLG;16.144444;10.544444;23.033333;0.141111;;10.5;69.318631
04/08/2020;BE_VLG;17.433333;9.883333;23.344444;0.0508;;8.661111;56.528396
05/08/2020;BE_VLG;21.361111;12.066667;29.05;0.0508;;8.05;42.572805
06/08/2020;BE_VLG;23.711111;13.411111;32.022222;0.0508;;10.316667;43.223975
07/08/2020;BE_VLG;26.405556;16.727778;34.011111;0.0508;;12.4;42.180294
08/08/2020;BE_VLG;27.711111;17.277778;35.711111;0.056444;;12.716667;39.772979
09/08/2020;BE_VLG;26.85;21.061111;33.205556;1.975556;;15.805556;51.009119
10/08/2020;BE_VLG;27.05;18.844444;34.072222;0.056444;;15.922222;50.691921
11/08/2020;BE_VLG;26.383333;20.438889;33.344444;2.511778;;17.527778;58.465087
12/08/2020;BE_VLG;26.316667;19.155556;33.483333;0.254;;17.738889;59.358393
13/08/2020;BE_VLG;24.444444;19.977778;31.7;8.551333;;18.472222;69.60019
14/08/2020;BE_VLG;21.794444;18.144444;26.044444;4.205111;;17.744444;77.928194
15/08/2020;BE_VLG;21.383333;17.244444;27.266667;2.314222;;17.938889;80.801069
16/08/2020;BE_VLG;21.388889;16.788889;29.355556;2.38125;;17.583333;78.992452
17/08/2020;BE_VLG;19.911111;15.883333;24.7;1.411111;;14.872222;72.834241
18/08/2020;BE_VLG;19.038889;14.538889;23.95;2.7305;;14.461111;74.831725
19/08/2020;BE_VLG;20.427778;14.488889;27.094444;1.4605;;14.961111;70.925336
20/08/2020;BE_VLG;24.333333;18.338889;31.088889;1.016;;18.005556;68.081475
21/08/2020;BE_VLG;24.211111;18.894444;28.65;1.1176;;14.716667;55.475707
22/08/2020;BE_VLG;19.083333;16.377778;22.6;1.467556;;12.583333;66.05684
23/08/2020;BE_VLG;17.333333;14.858025;20.62963;1.2065;;12.703704;74.357034
24/08/2020;BE_VLG;16.530864;14.055556;20.691358;1.298222;;12.141975;75.382593
25/08/2020;BE_VLG;17.794444;13.283333;23.472222;1.044222;;13.433333;75.658745
26/08/2020;BE_VLG;17.611111;14.635802;19.487654;0.9525;;11.722222;68.423405
27/08/2020;BE_VLG;16.538889;11.627778;21.727778;0.979714;;11.927778;74.29749
28/08/2020;BE_VLG;16.35;13.077778;20.7;3.781778;;12.055556;75.791569
29/08/2020;BE_VLG;14.255556;11.483333;18.033333;0.762;;11.383333;82.898768
30/08/2020;BE_VLG;14.827778;10.972222;19.316667;5.983111;;12.166667;84.167682
31/08/2020;BE_VLG;15.244444;11.861111;18.938889;1.3462;;9.75;69.817711
01/09/2020;BE_VLG;13.95679;8.95679;19.08642;0.0;;8.425926;69.438967
02/09/2020;BE_VLG;15.030864;9.364198;20.666667;0.0;;9.030864;67.471072
03/09/2020;BE_VLG;17.672222;12.161111;21.688889;0.689429;;13.05;74.474265
04/09/2020;BE_VLG;18.377778;15.716667;21.144444;1.016;;14.711111;79.43421
05/09/2020;BE_VLG;15.416667;11.355556;19.194444;1.397;;9.8;69.30166
06/09/2020;BE_VLG;13.911111;8.355556;19.294444;0.127;;8.311111;69.106755
07/09/2020;BE_VLG;15.172222;7.844444;21.455556;0.0;;9.05;66.935462
08/09/2020;BE_VLG;16.866667;13.422222;19.338889;0.0;;14.011111;83.283788
09/09/2020;BE_VLG;19.148148;15.802469;24.345679;3.640667;;15.654321;80.227855
10/09/2020;BE_VLG;16.255556;10.9;21.061111;0.0254;;8.655556;60.842748
11/09/2020;BE_VLG;15.333333;7.95;23.033333;0.0;;9.688889;69.213187
12/09/2020;BE_VLG;15.604938;10.024691;21.530864;0.0;;10.339506;70.97983
13/09/2020;BE_VLG;16.983333;10.527778;24.633333;0.0;;11.75;71.45755
14/09/2020;BE_VLG;20.925926;11.067901;31.345679;0.0;;12.228395;57.97433
15/09/2020;BE_VLG;24.25;15.427778;34.388889;0.0;;13.016667;50.328271
16/09/2020;BE_VLG;20.62963;14.876543;27.734568;0.0;;14.407407;67.716434
17/09/2020;BE_VLG;15.32716;10.382716;20.401235;0.0;;7.438272;59.37276
18/09/2020;BE_VLG;15.876543;8.209877;23.981481;0.0;;7.574074;57.868573
19/09/2020;BE_VLG;19.160494;11.351852;27.17284;0.0;;9.845679;54.856205
20/09/2020;BE_VLG;17.87037;11.209877;25.04321;0.0;;7.135802;49.608789
21/09/2020;BE_VLG;14.933333;6.772222;24.794444;0.0;;7.866667;63.211826
22/09/2020;BE_VLG;15.802469;8.006173;24.222222;0.0;;9.364198;65.692767
23/09/2020;BE_VLG;17.0;11.234568;22.302469;2.104571;;11.574074;70.466788
24/09/2020;BE_VLG;13.727778;11.072222;17.622222;4.487333;10.16;9.583333;76.077055
25/09/2020;BE_VLG;10.244444;8.272222;13.094444;10.526889;;7.705556;84.273126
26/09/2020;BE_VLG;11.361111;9.316667;13.75;22.267333;;9.411111;87.912624
27/09/2020;BE_VLG;13.327778;11.316667;15.616667;22.747111;;11.077778;86.29001
28/09/2020;BE_VLG;12.433333;11.261111;14.55;12.361333;;11.722222;95.450762
29/09/2020;BE_VLG;14.744444;10.888889;18.172222;4.572;;12.561111;86.86522
30/09/2020;BE_VLG;15.833333;12.494444;19.072222;1.185333;;13.405556;85.536576
01/10/2020;BE_VLG;13.372222;9.166667;15.383333;5.672667;;11.394444;87.849507
02/10/2020;BE_VLG;12.088889;8.372222;15.127778;4.34975;;10.283333;88.725658
03/10/2020;BE_VLG;12.116667;9.644444;14.3;3.612444;;10.183333;87.979378
04/10/2020;BE_VLG;11.644444;9.322222;14.188889;1.693333;;8.027778;78.498347
05/10/2020;BE_VLG;12.077778;9.455556;14.7;3.753556;;9.6;84.855769
06/10/2020;BE_VLG;12.755556;10.85;15.822222;6.293556;;10.233333;84.695872
07/10/2020;BE_VLG;12.211111;10.338889;14.933333;2.19075;;8.738889;79.368864
08/10/2020;BE_VLG;13.844444;10.366667;16.833333;2.681111;;12.005556;88.684609
09/10/2020;BE_VLG;12.2;9.233333;15.927778;2.568222;;9.377778;82.913084
10/10/2020;BE_VLG;9.505556;6.705556;12.816667;3.273778;;6.288889;80.382199
11/10/2020;BE_VLG;9.177778;6.366667;13.411111;2.286;;6.994444;86.293435
12/10/2020;BE_VLG;10.244444;7.388889;14.261111;0.41275;;7.555556;83.468314
13/10/2020;BE_VLG;9.683333;7.272222;12.161111;0.592667;;6.744444;81.978885
14/10/2020;BE_VLG;8.15;4.227778;11.677778;0.0508;;5.638889;84.236166
15/10/2020;BE_VLG;9.088889;7.294444;11.255556;0.0;;5.438889;78.005168
16/10/2020;BE_VLG;8.644444;5.588889;11.011111;0.0;;5.933333;83.153253
17/10/2020;BE_VLG;7.766667;3.905556;11.588889;0.028222;;5.005556;82.723188
18/10/2020;BE_VLG;9.538889;7.061111;12.538889;0.036286;;7.433333;86.744834
19/10/2020;BE_VLG;9.955556;7.066667;14.227778;0.0;;6.505556;79.173337
20/10/2020;BE_VLG;12.611111;7.422222;15.816667;0.649111;;9.222222;79.86825
21/10/2020;BE_VLG;16.005556;12.022222;20.527778;3.922889;;11.877778;76.520698
22/10/2020;BE_VLG;14.555556;11.2;17.255556;1.467556;;12.25;86.080873
23/10/2020;BE_VLG;13.533333;10.05;17.311111;1.0922;;11.533333;87.737301
24/10/2020;BE_VLG;13.75;11.766667;15.516667;0.705556;;11.105556;84.085387
25/10/2020;BE_VLG;12.083333;9.805556;15.183333;4.515556;;9.516667;84.33439
26/10/2020;BE_VLG;10.25;8.494444;12.694444;1.7526;;6.783333;79.115981
27/10/2020;BE_VLG;10.027778;7.727778;11.938889;1.128889;;7.338889;83.393481
28/10/2020;BE_VLG;11.238889;9.011111;13.383333;7.224889;;8.372222;82.535506
29/10/2020;BE_VLG;10.977778;8.238889;13.533333;5.1816;;8.977778;87.492135
30/10/2020;BE_VLG;14.072222;11.444444;15.544444;1.016;;11.433333;84.150599
31/10/2020;BE_VLG;13.677778;10.733333;16.544444;0.987778;;10.416667;80.684414
01/11/2020;BE_VLG;14.605556;10.4;17.883333;1.636889;;12.572222;87.622065
02/11/2020;BE_VLG;15.872222;10.222222;19.277778;4.035778;;12.705556;81.505217
03/11/2020;BE_VLG;8.922222;5.938889;12.277778;0.7366;;5.138889;77.215252
04/11/2020;BE_VLG;6.4;2.205556;11.383333;0.0;;3.705556;82.934608
05/11/2020;BE_VLG;4.722222;-0.011111;11.083333;0.028222;;2.427778;85.163746
06/11/2020;BE_VLG;5.755556;0.677778;12.383333;0.0;;1.45;73.962507
07/11/2020;BE_VLG;8.738889;2.394444;16.361111;0.0;;5.605556;80.785241
08/11/2020;BE_VLG;11.227778;5.638889;17.416667;0.0;;8.6;84.063959
09/11/2020;BE_VLG;12.0;7.977778;16.477778;0.0;;9.811111;86.53323
10/11/2020;BE_VLG;11.188889;8.15;14.583333;2.878667;;10.283333;94.171357
11/11/2020;BE_VLG;10.755556;8.261111;13.233333;0.762;;9.455556;91.693585
12/11/2020;BE_VLG;10.605556;6.544444;12.766667;1.241778;;7.644444;81.927592
13/11/2020;BE_VLG;10.55;5.472222;13.977778;0.762;;8.55;87.454925
14/11/2020;BE_VLG;13.055556;10.727778;15.177778;0.362857;;9.966667;81.548066
15/11/2020;BE_VLG;12.955556;9.644444;15.394444;5.954889;;8.638889;75.066339
16/11/2020;BE_VLG;10.177778;8.161111;11.777778;1.693333;;7.683333;84.557091
17/11/2020;BE_VLG;11.411111;9.655556;12.655556;0.423333;;8.705556;83.483529
18/11/2020;BE_VLG;12.544444;8.588889;16.194444;0.0;;7.272222;70.291217
19/11/2020;BE_VLG;8.555556;4.483333;12.444444;2.06375;;5.322222;80.176587
20/11/2020;BE_VLG;4.65;2.222222;8.038889;0.028222;;1.255556;78.701715
21/11/2020;BE_VLG;7.744444;2.916667;9.933333;0.0254;;4.233333;78.479667
22/11/2020;BE_VLG;8.772222;8.016667;9.45;1.016;;7.577778;92.233701
23/11/2020;BE_VLG;8.111111;4.85;10.161111;0.28575;;6.338889;88.635333
24/11/2020;BE_VLG;7.855556;4.655556;11.044444;0.0;;5.522222;85.218423
25/11/2020;BE_VLG;7.005556;3.638889;10.161111;0.0;;4.127778;81.92794
26/11/2020;BE_VLG;7.844444;5.344444;11.433333;0.0;;5.672222;86.19359
27/11/2020;BE_VLG;6.327778;4.466667;7.872222;0.0;;5.444444;94.129106
28/11/2020;BE_VLG;5.727778;2.388889;10.838889;0.0;;3.866667;87.890878
29/11/2020;BE_VLG;2.016667;-1.622222;3.427778;0.0;;0.861111;92.096477
30/11/2020;BE_VLG;1.55;-2.438889;6.094444;2.991556;;0.716667;94.225874
01/12/2020;BE_VLG;7.466667;3.477778;9.233333;6.914444;;5.388889;86.725785
02/12/2020;BE_VLG;6.138889;5.316667;7.0;1.495778;;4.933333;92.05038
03/12/2020;BE_VLG;5.65;4.972222;6.327778;1.74625;;3.966667;88.940782
04/12/2020;BE_VLG;5.383333;1.055556;7.838889;1.580444;;1.705556;77.193282
05/12/2020;BE_VLG;2.494444;-0.344444;5.305556;0.2032;;0.066667;84.054437
06/12/2020;BE_VLG;0.483333;-1.644444;2.638889;0.0;;-0.333333;94.289881
07/12/2020;BE_VLG;1.416667;-0.294444;3.405556;0.056444;;0.516667;93.759426
08/12/2020;BE_VLG;1.466667;-1.1;5.016667;0.056444;;0.055556;90.370465
09/12/2020;BE_VLG;1.455556;-1.494444;3.344444;0.0;;0.383333;92.595262
10/12/2020;BE_VLG;2.316667;0.344444;4.744444;0.0;;0.161111;85.695826
11/12/2020;BE_VLG;3.944444;0.222222;6.883333;4.064;;2.638889;91.204185
12/12/2020;BE_VLG;7.811111;5.766667;8.938889;2.624667;;7.15;95.615922
13/12/2020;BE_VLG;6.611111;5.116667;7.816667;1.016;;4.55;86.707847
14/12/2020;BE_VLG;9.388889;6.155556;11.05;4.176889;;7.633333;88.814339
15/12/2020;BE_VLG;8.605556;5.077778;10.422222;4.910667;;7.6;93.429045
16/12/2020;BE_VLG;7.888889;4.027778;10.738889;0.60325;;6.255556;89.442068
17/12/2020;BE_VLG;9.0;6.822222;10.533333;2.257778;;6.672222;85.359814
18/12/2020;BE_VLG;8.583333;5.911111;11.511111;0.3048;;5.855556;83.004505
19/12/2020;BE_VLG;9.1;6.394444;11.488889;0.169333;;6.738889;85.174332
20/12/2020;BE_VLG;8.75;6.588889;10.6;0.112889;;6.383333;85.103348
21/12/2020;BE_VLG;8.316667;5.427778;12.877778;3.838222;;6.794444;90.144444
22/12/2020;BE_VLG;12.627778;9.883333;13.816667;4.60375;;11.155556;90.772807
23/12/2020;BE_VLG;11.527778;9.422222;12.627778;9.200444;;9.788889;89.083417
24/12/2020;BE_VLG;5.661111;3.122222;9.233333;4.600222;;3.527778;86.252957
25/12/2020;BE_VLG;3.077778;1.044444;5.844444;0.60325;;1.105556;86.979712
26/12/2020;BE_VLG;3.577778;1.0;5.305556;0.381;;1.577778;86.782504
27/12/2020;BE_VLG;4.738889;3.527778;5.827778;9.652;;2.961111;88.27068
28/12/2020;BE_VLG;2.861111;0.033333;4.838889;2.765778;;1.6;91.433248
29/12/2020;BE_VLG;2.583333;-0.344444;4.533333;0.254;;1.238889;90.878034
30/12/2020;BE_VLG;3.272222;0.95;5.155556;1.36525;;1.7;89.460626
31/12/2020;BE_VLG;2.466667;0.933333;3.816667;3.753556;;1.527778;93.56532
01/01/2021;BE_VLG;2.0;-0.011111;4.677778;1.04775;;0.75;91.501648
02/01/2021;BE_VLG;2.15;0.411111;3.711111;0.169333;;0.983333;92.036518
03/01/2021;BE_VLG;2.544444;1.722222;3.25;0.0;;0.761111;88.070425
04/01/2021;BE_VLG;2.05;1.455556;2.7;0.818444;;0.6;90.163668
05/01/2021;BE_VLG;2.022222;1.555556;2.594444;0.47625;;0.466667;89.48348
06/01/2021;BE_VLG;2.255556;0.922222;3.072222;0.34925;;1.044444;91.776118
07/01/2021;BE_VLG;1.788889;0.561111;3.694444;1.947333;;0.8;93.211374
08/01/2021;BE_VLG;1.6;-1.494444;3.505556;1.27;;0.488889;92.375789
09/01/2021;BE_VLG;-1.094444;-3.572222;2.233333;0.362857;;-1.694444;95.817889
10/01/2021;BE_VLG;0.466667;-1.833333;4.194444;0.028222;;-0.572222;92.827918
11/01/2021;BE_VLG;3.172222;-0.855556;5.733333;0.762;;1.588889;89.383573
12/01/2021;BE_VLG;5.494444;1.333333;8.1;14.788444;;3.516667;87.131985
13/01/2021;BE_VLG;2.788889;0.527778;4.9;2.4892;;1.344444;90.271967
14/01/2021;BE_VLG;1.455556;0.016667;3.388889;7.224889;;0.027778;90.299297
15/01/2021;BE_VLG;0.211111;-1.2;1.45;0.6604;;-2.427778;82.580495
16/01/2021;BE_VLG;-0.088889;-1.205556;0.905556;2.681111;20.32;-2.261111;85.358077
17/01/2021;BE_VLG;3.694444;-0.766667;6.405556;2.286;30.48;2.372222;91.162077
18/01/2021;BE_VLG;4.077778;1.85;5.783333;0.60325;;2.433333;89.067344
19/01/2021;BE_VLG;6.133333;3.955556;8.355556;6.491111;;4.394444;88.636348
20/01/2021;BE_VLG;8.666667;5.85;11.116667;1.044222;;2.905556;67.143232
21/01/2021;BE_VLG;7.805556;4.622222;11.855556;6.3246;;4.222222;78.10029
22/01/2021;BE_VLG;4.011111;1.522222;7.055556;6.011333;;1.805556;85.581887
23/01/2021;BE_VLG;3.022222;0.211111;5.155556;4.22275;;1.327778;88.651645
24/01/2021;BE_VLG;1.1;-0.144444;2.533333;4.882444;20.32;-0.416667;89.647375
25/01/2021;BE_VLG;1.994444;0.288889;4.494444;1.100667;;0.077778;87.189662
26/01/2021;BE_VLG;3.116667;1.155556;5.616667;0.036286;;-0.322222;78.178439
27/01/2021;BE_VLG;3.427778;0.688889;5.833333;1.749778;;2.594444;94.289319
28/01/2021;BE_VLG;8.444444;5.05;11.088889;12.756444;;7.611111;94.523725
29/01/2021;BE_VLG;9.111111;7.544444;10.716667;10.018889;;7.161111;87.63869
30/01/2021;BE_VLG;2.666667;0.444444;7.738889;7.789333;;1.472222;91.879064
31/01/2021;BE_VLG;0.727778;-1.583333;2.722222;2.667;;-0.877778;89.04089
01/02/2021;BE_VLG;3.422222;1.716667;4.627778;2.060222;;2.85;96.062538
02/02/2021;BE_VLG;7.783333;3.377778;11.2;5.842;;6.594444;92.210476
03/02/2021;BE_VLG;9.388889;7.561111;11.827778;16.679333;;7.488889;87.952581
04/02/2021;BE_VLG;7.372222;4.5;9.788889;2.032;;5.233333;86.320243
05/02/2021;BE_VLG;7.755556;5.438889;10.5;0.028222;;5.655556;86.583972
06/02/2021;BE_VLG;5.15;0.338889;7.938889;5.842;;4.055556;92.653993
07/02/2021;BE_VLG;-1.911111;-4.061111;0.4;6.970889;10.16;-2.972222;92.494902
08/02/2021;BE_VLG;-5.311111;-7.222222;-3.95;1.806222;30.48;-7.194444;86.667439
09/02/2021;BE_VLG;-6.183333;-8.277778;-3.211111;0.846667;33.866667;-9.611111;76.713297
10/02/2021;BE_VLG;-7.083333;-8.794444;-3.822222;0.0;20.32;-10.077778;79.212293
13/02/2021;BE_VLG;-2.005556;-4.811111;0.433333;0.0;30.48;-10.677778;51.758729
14/02/2021;BE_VLG;-0.305556;-7.372222;5.5;0.0;20.32;-10.961111;44.704954
15/02/2021;BE_VLG;4.027778;1.722222;6.083333;2.116667;15.24;-0.044444;74.808784
16/02/2021;BE_VLG;8.516667;4.388889;12.505556;1.947333;;4.872222;77.87847
17/02/2021;BE_VLG;9.472222;7.138889;11.966667;0.987778;;6.055556;79.263293
18/02/2021;BE_VLG;8.116667;5.272222;12.088889;3.951111;;4.644444;78.747485
19/02/2021;BE_VLG;5.088889;3.083333;8.616667;0.4572;;3.338889;88.490524
20/02/2021;BE_VLG;14.533333;12.866667;16.588889;0.0;;6.205556;57.396103
21/02/2021;BE_VLG;12.227778;7.794444;17.405556;0.0;;4.627778;59.919332
22/02/2021;BE_VLG;13.055556;7.611111;16.805556;0.0;;3.861111;53.734401
23/02/2021;BE_VLG;14.2;10.038889;17.722222;0.0;;8.055556;66.570808
24/02/2021;BE_VLG;14.277778;10.066667;18.727778;0.0;;8.083333;66.376576
25/02/2021;BE_VLG;12.061111;8.227778;17.238889;2.582333;;7.666667;74.583542
26/02/2021;BE_VLG;7.388889;2.55;10.527778;1.495778;;3.333333;75.502711
27/02/2021;BE_VLG;3.205556;0.555556;6.444444;0.381;;1.866667;90.947478
28/02/2021;BE_VLG;5.822222;0.933333;11.2;0.0;;2.494444;79.241442
01/03/2021;BE_VLG;5.233333;1.055556;10.816667;0.0;;2.694444;83.710478
02/03/2021;BE_VLG;8.155556;0.794444;16.65;0.0;;2.561111;68.22148
03/03/2021;BE_VLG;9.794444;4.611111;16.127778;0.169333;;4.777778;71.292424
04/03/2021;BE_VLG;5.205556;3.3;7.272222;6.773333;10.16;4.311111;93.986925
05/03/2021;BE_VLG;2.927778;-0.416667;5.988889;1.3716;;-3.85;61.135112
06/03/2021;BE_VLG;1.772222;-2.927778;6.822222;0.0;;-4.188889;64.790759
07/03/2021;BE_VLG;1.605556;-2.994444;6.161111;0.0;;-2.805556;72.6227
08/03/2021;BE_VLG;4.438889;-0.255556;8.638889;0.0;;-1.444444;65.722435
09/03/2021;BE_VLG;5.277778;2.944444;7.588889;1.298222;;3.505556;88.351446
10/03/2021;BE_VLG;6.638889;2.872222;10.355556;0.73025;;2.338889;74.050152
11/03/2021;BE_VLG;9.555556;6.094444;12.788889;1.862667;;4.361111;70.115592
12/03/2021;BE_VLG;6.933333;5.077778;9.038889;1.721556;;2.888889;75.49288
13/03/2021;BE_VLG;7.155556;3.838889;9.977778;6.999111;;2.688889;73.302009
14/03/2021;BE_VLG;5.777778;2.627778;9.144444;3.358444;;2.15;77.580143
15/03/2021;BE_VLG;6.388889;4.861111;8.783333;2.991556;;3.438889;81.45829
16/03/2021;BE_VLG;5.344444;4.394444;6.177778;4.713111;;3.727778;89.339741
17/03/2021;BE_VLG;5.394444;3.588889;7.638889;1.975556;;3.216667;85.907526
