date;location_key;mobility_retail_and_recreation;mobility_grocery_and_pharmacy;mobility_parks;mobility_transit_stations;mobility_workplaces;mobility_residential
16/03/2022;BE_WLX;0;25;64;-13;-18;4
17/03/2022;BE_WLX;-1;32;58;-8;-13;5
18/03/2022;BE_WLX;3;35;66;-8;-17;6
19/03/2022;BE_WLX;-3;28;94;-12;3;1
20/03/2022;BE_WLX;11;38;100;-7;-5;2
21/03/2022;BE_WLX;-2;35;97;-7;-17;5
22/03/2022;BE_WLX;2;37;98;-4;-15;5
23/03/2022;BE_WLX;0;28;98;-5;-18;4
24/03/2022;BE_WLX;3;41;92;-7;-13;4
25/03/2022;BE_WLX;8;41;90;-7;-17;5
26/03/2022;BE_WLX;-1;32;110;-7;4;1
27/03/2022;BE_WLX;28;67;149;9;-4;0
28/03/2022;BE_WLX;0;35;107;-7;-17;5
29/03/2022;BE_WLX;2;39;74;-8;-15;5
30/03/2022;BE_WLX;2;34;54;-14;-18;4
31/03/2022;BE_WLX;4;40;47;-11;-13;5
01/04/2022;BE_WLX;0;36;42;-14;-16;7
02/04/2022;BE_WLX;-5;28;39;-17;1;3
03/04/2022;BE_WLX;15;37;82;-4;-7;1
04/04/2022;BE_WLX;7;42;93;-22;-32;7
05/04/2022;BE_WLX;10;41;89;-20;-31;8
06/04/2022;BE_WLX;6;28;93;-22;-31;6
07/04/2022;BE_WLX;7;36;67;-25;-29;8
08/04/2022;BE_WLX;5;36;57;-26;-33;10
09/04/2022;BE_WLX;2;33;77;-9;-2;2
10/04/2022;BE_WLX;29;48;127;28;-8;0
11/04/2022;BE_WLX;22;55;211;-7;-35;7
12/04/2022;BE_WLX;29;55;223;-11;-33;6
13/04/2022;BE_WLX;20;37;189;-14;-33;5
14/04/2022;BE_WLX;30;57;208;-7;-33;7
15/04/2022;BE_WLX;24;60;208;-8;-39;9
16/04/2022;BE_WLX;9;53;209;-5;-1;0
17/04/2022;BE_WLX;46;71;305;20;-6;-4
18/04/2022;BE_WLX;-8;-30;367;-21;-82;17
19/04/2022;BE_WLX;9;55;123;-1;-14;3
20/04/2022;BE_WLX;7;39;112;-4;-16;3
21/04/2022;BE_WLX;12;46;110;0;-10;3
22/04/2022;BE_WLX;15;48;111;-2;-14;4
23/04/2022;BE_WLX;6;39;134;-4;9;1
24/04/2022;BE_WLX;32;55;156;15;2;0
25/04/2022;BE_WLX;7;48;132;-3;-14;4
26/04/2022;BE_WLX;13;49;118;-1;-11;4
27/04/2022;BE_WLX;16;44;135;-2;-14;2
28/04/2022;BE_WLX;23;59;144;5;-8;2
29/04/2022;BE_WLX;22;56;134;0;-13;3
30/04/2022;BE_WLX;16;49;146;-3;9;-1
01/05/2022;BE_WLX;40;60;199;31;2;-2
02/05/2022;BE_WLX;18;63;188;2;-17;4
03/05/2022;BE_WLX;25;61;195;3;-11;2
04/05/2022;BE_WLX;23;54;167;-1;-13;2
05/05/2022;BE_WLX;24;61;159;4;-8;3
06/05/2022;BE_WLX;27;57;131;5;-12;2
07/05/2022;BE_WLX;14;48;115;1;13;-2
08/05/2022;BE_WLX;54;76;158;23;5;-5
09/05/2022;BE_WLX;40;66;154;6;-37;7
10/05/2022;BE_WLX;16;49;130;1;-11;2
11/05/2022;BE_WLX;16;43;123;-2;-12;1
12/05/2022;BE_WLX;19;53;121;4;-8;2
13/05/2022;BE_WLX;20;52;133;-1;-12;2
14/05/2022;BE_WLX;12;44;165;0;12;-2
15/05/2022;BE_WLX;46;85;195;15;5;-3
16/05/2022;BE_WLX;9;49;123;0;-12;3
17/05/2022;BE_WLX;18;50;136;0;-10;2
18/05/2022;BE_WLX;14;45;127;-2;-13;1
19/05/2022;BE_WLX;10;49;106;2;-8;3
20/05/2022;BE_WLX;12;46;87;-1;-11;4
21/05/2022;BE_WLX;14;40;122;1;10;-2
22/05/2022;BE_WLX;38;76;168;25;2;-3
23/05/2022;BE_WLX;7;48;99;-5;-14;4
24/05/2022;BE_WLX;20;54;128;-1;-13;4
25/05/2022;BE_WLX;40;73;234;14;-16;-2
26/05/2022;BE_WLX;17;2;472;-13;-79;16
27/05/2022;BE_WLX;57;103;354;2;-43;10
28/05/2022;BE_WLX;20;47;258;0;6;0
29/05/2022;BE_WLX;41;79;150;34;5;-1
30/05/2022;BE_WLX;11;54;123;2;-12;3
31/05/2022;BE_WLX;19;56;127;-15;-12;3
01/06/2022;BE_WLX;18;52;112;5;-12;1
02/06/2022;BE_WLX;20;58;138;8;-8;2
03/06/2022;BE_WLX;24;58;169;4;-11;2
04/06/2022;BE_WLX;18;60;218;1;9;-2
05/06/2022;BE_WLX;51;86;193;-5;-3;-1
06/06/2022;BE_WLX;3;-21;306;-28;-80;18
07/06/2022;BE_WLX;19;73;118;4;-10;2
08/06/2022;BE_WLX;9;49;73;-7;-13;3
09/06/2022;BE_WLX;16;56;110;4;-7;3
10/06/2022;BE_WLX;19;52;116;-1;-10;3
11/06/2022;BE_WLX;10;47;135;1;12;-1
12/06/2022;BE_WLX;40;80;175;38;7;-3
13/06/2022;BE_WLX;14;53;153;5;-13;3
14/06/2022;BE_WLX;20;57;156;4;-11;3
15/06/2022;BE_WLX;15;50;151;2;-15;2
16/06/2022;BE_WLX;23;65;158;9;-10;2
17/06/2022;BE_WLX;21;62;176;-2;-14;2
18/06/2022;BE_WLX;4;47;199;-7;7;-1
19/06/2022;BE_WLX;43;84;184;8;0;-2
20/06/2022;BE_WLX;16;56;151;-3;-18;5
21/06/2022;BE_WLX;26;57;195;4;-14;2
22/06/2022;BE_WLX;18;46;162;2;-18;1
23/06/2022;BE_WLX;50;81;180;10;-38;7
24/06/2022;BE_WLX;24;55;153;-1;-25;5
25/06/2022;BE_WLX;7;40;147;4;8;-2
26/06/2022;BE_WLX;35;70;144;22;3;-2
27/06/2022;BE_WLX;17;56;145;4;-18;3
28/06/2022;BE_WLX;28;59;178;5;-17;2
29/06/2022;BE_WLX;23;54;165;2;-19;1
30/06/2022;BE_WLX;23;60;136;1;-15;3
01/07/2022;BE_WLX;29;60;172;0;-24;3
02/07/2022;BE_WLX;9;50;193;5;4;-2
03/07/2022;BE_WLX;61;103;248;34;-2;-4
04/07/2022;BE_WLX;29;69;248;2;-28;3
05/07/2022;BE_WLX;33;64;255;2;-26;3
06/07/2022;BE_WLX;26;53;235;0;-26;2
07/07/2022;BE_WLX;29;62;197;-1;-25;3
08/07/2022;BE_WLX;25;60;211;-1;-27;4
09/07/2022;BE_WLX;12;52;208;9;1;-2
10/07/2022;BE_WLX;58;112;277;63;-5;-4
11/07/2022;BE_WLX;35;75;322;6;-31;4
12/07/2022;BE_WLX;36;73;329;1;-28;4
13/07/2022;BE_WLX;25;58;297;-3;-29;3
14/07/2022;BE_WLX;39;77;308;0;-27;4
15/07/2022;BE_WLX;24;59;289;-3;-30;6
16/07/2022;BE_WLX;12;57;273;7;3;-2
17/07/2022;BE_WLX;62;129;369;52;-4;-3
18/07/2022;BE_WLX;35;90;447;1;-36;9
19/07/2022;BE_WLX;29;77;390;-5;-35;14
20/07/2022;BE_WLX;46;88;441;3;-34;2
21/07/2022;BE_WLX;17;0;556;-2;-57;11
22/07/2022;BE_WLX;37;93;378;-4;-43;9
23/07/2022;BE_WLX;15;60;316;11;1;-1
24/07/2022;BE_WLX;57;113;367;41;-5;-3
25/07/2022;BE_WLX;48;96;487;9;-36;7
26/07/2022;BE_WLX;56;89;502;10;-34;6
27/07/2022;BE_WLX;44;73;472;7;-34;4
28/07/2022;BE_WLX;58;91;453;15;-32;5
29/07/2022;BE_WLX;40;77;343;8;-37;7
30/07/2022;BE_WLX;16;56;281;27;2;-2
31/07/2022;BE_WLX;72;125;368;74;1;-5
01/08/2022;BE_WLX;47;89;436;11;-40;6
02/08/2022;BE_WLX;46;89;486;7;-38;7
03/08/2022;BE_WLX;31;70;422;-1;-39;6
04/08/2022;BE_WLX;38;82;385;2;-36;8
05/08/2022;BE_WLX;33;76;302;-1;-38;8
06/08/2022;BE_WLX;16;54;289;19;-3;-1
07/08/2022;BE_WLX;70;123;377;60;1;-4
08/08/2022;BE_WLX;48;89;450;8;-38;6
09/08/2022;BE_WLX;47;88;453;4;-36;6
10/08/2022;BE_WLX;34;69;411;3;-36;5
11/08/2022;BE_WLX;44;83;401;2;-33;6
12/08/2022;BE_WLX;32;76;335;2;-37;8
13/08/2022;BE_WLX;11;63;334;13;0;-1
14/08/2022;BE_WLX;78;138;467;45;3;-4
15/08/2022;BE_WLX;25;-4;534;-11;-80;17
16/08/2022;BE_WLX;44;100;399;2;-35;8
17/08/2022;BE_WLX;32;65;308;0;-32;8
18/08/2022;BE_WLX;38;75;335;2;-29;9
19/08/2022;BE_WLX;24;62;268;-3;-32;11
20/08/2022;BE_WLX;12;44;270;7;6;2
21/08/2022;BE_WLX;56;96;333;49;7;-2
22/08/2022;BE_WLX;32;66;320;5;-27;8
23/08/2022;BE_WLX;33;66;328;1;-25;7
24/08/2022;BE_WLX;22;55;278;-2;-25;6
25/08/2022;BE_WLX;29;70;279;3;-22;7
26/08/2022;BE_WLX;27;60;217;-1;-25;9
27/08/2022;BE_WLX;12;45;209;7;7;1
28/08/2022;BE_WLX;46;91;244;33;9;0
29/08/2022;BE_WLX;32;73;200;12;-22;6
30/08/2022;BE_WLX;30;66;190;7;-17;5
31/08/2022;BE_WLX;23;56;153;4;-18;4
01/09/2022;BE_WLX;24;63;156;12;-14;3
02/09/2022;BE_WLX;21;56;154;6;-17;3
03/09/2022;BE_WLX;8;45;131;-2;9;-1
04/09/2022;BE_WLX;48;81;191;34;10;-3
05/09/2022;BE_WLX;17;61;174;10;-17;2
06/09/2022;BE_WLX;18;57;185;10;-15;2
07/09/2022;BE_WLX;20;53;154;7;-18;2
08/09/2022;BE_WLX;19;57;127;3;-12;3
09/09/2022;BE_WLX;17;50;132;-3;-17;4
10/09/2022;BE_WLX;9;44;125;-11;6;0
11/09/2022;BE_WLX;33;65;180;18;6;-1
12/09/2022;BE_WLX;19;57;179;10;-16;2
15/02/2020;BE_WNA;4;3;26;12;2;-1
16/02/2020;BE_WNA;-2;-2;-7;-2;0;1
17/02/2020;BE_WNA;0;1;13;1;4;0
18/02/2020;BE_WNA;2;3;13;2;5;-1
19/02/2020;BE_WNA;1;1;14;2;5;0
20/02/2020;BE_WNA;-4;-2;6;-2;2;0
21/02/2020;BE_WNA;1;5;21;7;2;0
22/02/2020;BE_WNA;-6;2;19;5;-1;0
23/02/2020;BE_WNA;-3;-6;-7;-8;-3;0
24/02/2020;BE_WNA;2;3;20;-16;-27;5
25/02/2020;BE_WNA;4;4;24;-12;-27;4
26/02/2020;BE_WNA;-4;0;18;-17;-22;3
27/02/2020;BE_WNA;-5;0;6;-20;-26;7
28/02/2020;BE_WNA;1;7;20;-13;-26;6
29/02/2020;BE_WNA;-4;5;2;2;-5;1
01/03/2020;BE_WNA;3;7;10;6;1;0
02/03/2020;BE_WNA;-3;9;-1;-1;3;0
03/03/2020;BE_WNA;1;10;11;0;4;0
04/03/2020;BE_WNA;1;7;11;3;4;0
05/03/2020;BE_WNA;-3;6;-8;-3;3;1
06/03/2020;BE_WNA;1;8;13;1;3;1
07/03/2020;BE_WNA;3;6;35;8;1;-1
08/03/2020;BE_WNA;1;2;-6;-1;-2;0
09/03/2020;BE_WNA;0;6;11;0;1;0
10/03/2020;BE_WNA;-1;8;-4;-4;0;1
11/03/2020;BE_WNA;-4;6;3;-5;1;1
12/03/2020;BE_WNA;-3;17;9;-6;-1;2
13/03/2020;BE_WNA;2;38;6;-11;-4;4
14/03/2020;BE_WNA;-69;-6;-8;-27;-25;11
15/03/2020;BE_WNA;-53;-14;47;-17;-24;7
16/03/2020;BE_WNA;-26;22;10;-38;-33;12
17/03/2020;BE_WNA;-30;32;32;-42;-43;14
18/03/2020;BE_WNA;-57;-14;5;-51;-50;19
19/03/2020;BE_WNA;-76;-28;-17;-64;-61;26
20/03/2020;BE_WNA;-80;-25;-42;-68;-62;31
21/03/2020;BE_WNA;-87;-44;-56;-67;-51;23
22/03/2020;BE_WNA;-77;-50;-24;-59;-47;14
23/03/2020;BE_WNA;-78;-28;-28;-67;-65;26
24/03/2020;BE_WNA;-78;-23;-23;-67;-67;26
25/03/2020;BE_WNA;-80;-33;-25;-67;-66;26
26/03/2020;BE_WNA;-79;-27;-31;-69;-68;29
27/03/2020;BE_WNA;-80;-24;-33;-68;-67;32
28/03/2020;BE_WNA;-85;-43;-52;-66;-51;22
29/03/2020;BE_WNA;-82;-61;-70;-76;-51;16
30/03/2020;BE_WNA;-78;-31;-36;-68;-67;27
31/03/2020;BE_WNA;-78;-28;-34;-68;-67;27
01/04/2020;BE_WNA;-79;-34;-25;-67;-65;26
02/04/2020;BE_WNA;-78;-29;-42;-69;-68;29
03/04/2020;BE_WNA;-81;-25;-44;-70;-66;32
04/04/2020;BE_WNA;-85;-36;-50;-63;-49;22
05/04/2020;BE_WNA;-74;-46;-22;-59;-44;14
06/04/2020;BE_WNA;-77;-31;-20;-65;-67;26
07/04/2020;BE_WNA;-75;-23;-17;-63;-68;26
08/04/2020;BE_WNA;-77;-30;-16;-64;-66;24
09/04/2020;BE_WNA;-75;-22;-21;-64;-67;27
10/04/2020;BE_WNA;-77;-19;-23;-64;-66;31
11/04/2020;BE_WNA;-82;-31;-41;-58;-45;20
12/04/2020;BE_WNA;-70;-42;-33;-58;-42;14
13/04/2020;BE_WNA;-87;-79;-46;-80;-87;34
14/04/2020;BE_WNA;-76;-14;-32;-67;-68;26
15/04/2020;BE_WNA;-77;-29;-16;-63;-65;25
16/04/2020;BE_WNA;-76;-24;-20;-63;-66;27
17/04/2020;BE_WNA;-77;-23;-21;-63;-65;30
18/04/2020;BE_WNA;-78;-36;-56;-64;-43;22
19/04/2020;BE_WNA;-72;-49;-39;-60;-39;14
20/04/2020;BE_WNA;-63;-31;-14;-61;-61;24
21/04/2020;BE_WNA;-63;-23;-11;-59;-61;24
22/04/2020;BE_WNA;-67;-28;-9;-58;-59;22
23/04/2020;BE_WNA;-63;-21;-12;-59;-61;25
24/04/2020;BE_WNA;-67;-20;-22;-61;-59;28
25/04/2020;BE_WNA;-73;-30;-43;-53;-37;19
26/04/2020;BE_WNA;-62;-36;-17;-47;-33;12
27/04/2020;BE_WNA;-60;-27;-9;-58;-59;23
28/04/2020;BE_WNA;-64;-22;-34;-62;-60;24
29/04/2020;BE_WNA;-64;-18;-31;-60;-56;22
30/04/2020;BE_WNA;-55;1;-33;-60;-58;24
01/05/2020;BE_WNA;-80;-67;-49;-72;-82;37
02/05/2020;BE_WNA;-67;-18;-54;-56;-35;20
03/05/2020;BE_WNA;-62;-40;-27;-50;-29;13
04/05/2020;BE_WNA;-51;-19;-16;-54;-54;21
05/05/2020;BE_WNA;-52;-16;-2;-52;-53;20
06/05/2020;BE_WNA;-54;-20;7;-48;-51;19
07/05/2020;BE_WNA;-50;-10;4;-48;-53;21
08/05/2020;BE_WNA;-55;-10;-3;-49;-50;24
09/05/2020;BE_WNA;-60;-16;-14;-39;-25;15
10/05/2020;BE_WNA;-44;-22;-40;-35;-8;8
11/05/2020;BE_WNA;-36;-22;-21;-49;-48;19
12/05/2020;BE_WNA;-33;-11;-5;-44;-46;18
13/05/2020;BE_WNA;-40;-16;-11;-44;-45;17
14/05/2020;BE_WNA;-42;-9;-22;-44;-46;19
15/05/2020;BE_WNA;-45;-5;-14;-40;-44;21
16/05/2020;BE_WNA;-50;-10;-22;-26;-12;13
17/05/2020;BE_WNA;-47;-14;14;-12;-6;8
18/05/2020;BE_WNA;-29;-8;-6;-36;-42;15
19/05/2020;BE_WNA;-26;-1;3;-31;-41;14
20/05/2020;BE_WNA;-19;12;14;-31;-39;12
21/05/2020;BE_WNA;-61;-49;62;-42;-78;24
22/05/2020;BE_WNA;-30;7;-6;-43;-59;23
23/05/2020;BE_WNA;-41;-10;-22;-27;-9;13
24/05/2020;BE_WNA;-41;-20;6;-18;-6;8
25/05/2020;BE_WNA;-22;-11;-7;-36;-40;14
26/05/2020;BE_WNA;-20;-2;6;-31;-38;13
27/05/2020;BE_WNA;-26;-6;11;-31;-37;13
28/05/2020;BE_WNA;-22;5;6;-29;-39;14
29/05/2020;BE_WNA;-28;9;13;-29;-36;16
30/05/2020;BE_WNA;-29;8;18;-3;5;8
31/05/2020;BE_WNA;-22;11;77;13;5;4
01/06/2020;BE_WNA;-54;-50;113;-35;-77;22
02/06/2020;BE_WNA;-13;15;13;-25;-35;11
03/06/2020;BE_WNA;-25;-2;-1;-29;-34;12
04/06/2020;BE_WNA;-29;-2;-29;-36;-37;15
05/06/2020;BE_WNA;-35;0;-33;-39;-35;17
06/06/2020;BE_WNA;-30;-1;-21;-21;1;9
07/06/2020;BE_WNA;-32;-13;22;-9;6;6
08/06/2020;BE_WNA;-1;-8;-11;-30;-34;11
09/06/2020;BE_WNA;-7;-3;-10;-28;-33;11
10/06/2020;BE_WNA;-12;-8;-5;-28;-31;10
11/06/2020;BE_WNA;-7;-2;14;-25;-33;12
12/06/2020;BE_WNA;-8;1;13;-24;-31;12
13/06/2020;BE_WNA;-6;1;57;4;11;5
14/06/2020;BE_WNA;12;-3;90;18;21;1
15/06/2020;BE_WNA;-1;-6;25;-22;-32;10
16/06/2020;BE_WNA;1;2;19;-21;-30;9
17/06/2020;BE_WNA;-13;-9;-13;-28;-31;10
18/06/2020;BE_WNA;-5;-3;20;-22;-33;10
19/06/2020;BE_WNA;-4;2;52;-17;-30;10
20/06/2020;BE_WNA;-6;-2;90;9;10;4
21/06/2020;BE_WNA;19;-2;128;22;15;1
22/06/2020;BE_WNA;6;-3;46;-18;-34;8
23/06/2020;BE_WNA;9;6;81;-11;-32;7
24/06/2020;BE_WNA;-1;3;83;-12;-29;6
25/06/2020;BE_WNA;2;6;82;-13;-31;8
26/06/2020;BE_WNA;-6;4;66;-13;-31;9
27/06/2020;BE_WNA;-7;2;85;7;7;3
28/06/2020;BE_WNA;17;-3;113;17;15;1
29/06/2020;BE_WNA;10;0;67;-16;-32;8
30/06/2020;BE_WNA;12;4;82;-17;-31;7
01/07/2020;BE_WNA;-2;-4;77;-23;-33;7
02/07/2020;BE_WNA;3;0;108;-18;-36;9
03/07/2020;BE_WNA;1;0;179;-14;-35;9
04/07/2020;BE_WNA;-5;-2;159;8;3;2
05/07/2020;BE_WNA;13;-4;168;10;8;1
06/07/2020;BE_WNA;11;-1;158;-18;-40;8
07/07/2020;BE_WNA;16;4;192;-13;-38;7
08/07/2020;BE_WNA;-5;-6;109;-26;-36;8
09/07/2020;BE_WNA;4;-2;162;-19;-38;8
10/07/2020;BE_WNA;-4;0;167;-19;-37;9
11/07/2020;BE_WNA;-5;-4;211;18;5;2
12/07/2020;BE_WNA;39;3;333;37;13;-1
13/07/2020;BE_WNA;16;2;289;-10;-42;8
14/07/2020;BE_WNA;10;3;195;-21;-42;9
15/07/2020;BE_WNA;4;-5;228;-17;-37;7
16/07/2020;BE_WNA;-1;0;159;-28;-41;11
17/07/2020;BE_WNA;-3;1;246;-16;-40;10
18/07/2020;BE_WNA;-7;-3;283;17;2;1
19/07/2020;BE_WNA;36;10;389;37;9;-2
20/07/2020;BE_WNA;31;20;393;-15;-56;10
21/07/2020;BE_WNA;-9;-44;545;-18;-75;15
22/07/2020;BE_WNA;8;6;340;-14;-43;7
23/07/2020;BE_WNA;8;5;335;-15;-47;10
24/07/2020;BE_WNA;-6;4;262;-19;-44;12
25/07/2020;BE_WNA;-14;-5;209;3;-1;4
26/07/2020;BE_WNA;14;-4;225;12;6;1
27/07/2020;BE_WNA;8;2;281;-18;-49;10
28/07/2020;BE_WNA;6;4;282;-21;-47;10
29/07/2020;BE_WNA;0;-4;312;-19;-44;9
30/07/2020;BE_WNA;4;6;292;-19;-48;10
31/07/2020;BE_WNA;-12;4;261;-20;-47;12
01/08/2020;BE_WNA;-13;-3;222;3;-1;4
02/08/2020;BE_WNA;33;3;274;16;9;0
03/08/2020;BE_WNA;15;4;245;-24;-47;11
04/08/2020;BE_WNA;20;7;292;-20;-46;9
05/08/2020;BE_WNA;8;1;318;-18;-43;8
06/08/2020;BE_WNA;7;6;279;-23;-46;11
07/08/2020;BE_WNA;-7;3;268;-20;-46;12
08/08/2020;BE_WNA;-17;-4;225;3;-3;4
09/08/2020;BE_WNA;18;8;263;12;4;1
10/08/2020;BE_WNA;11;5;255;-22;-47;10
11/08/2020;BE_WNA;10;5;286;-21;-45;9
12/08/2020;BE_WNA;0;-3;265;-23;-42;9
13/08/2020;BE_WNA;4;3;237;-23;-44;10
14/08/2020;BE_WNA;4;12;243;-20;-43;11
15/08/2020;BE_WNA;-34;-46;250;-1;-21;7
16/08/2020;BE_WNA;30;11;278;13;5;1
17/08/2020;BE_WNA;22;11;;-20;-46;9
18/08/2020;BE_WNA;13;3;;-22;-40;9
19/08/2020;BE_WNA;4;-5;;-19;-37;7
20/08/2020;BE_WNA;3;-4;;-22;-41;9
21/08/2020;BE_WNA;-4;-3;;-22;-39;10
22/08/2020;BE_WNA;-5;-7;;4;1;3
23/08/2020;BE_WNA;16;-3;;3;6;1
24/08/2020;BE_WNA;11;-2;;-23;-40;9
25/08/2020;BE_WNA;12;2;;-20;-38;8
26/08/2020;BE_WNA;2;-7;;-23;-34;7
27/08/2020;BE_WNA;10;-1;;-19;-37;8
28/08/2020;BE_WNA;2;0;;-23;-36;9
29/08/2020;BE_WNA;-1;-4;;-2;2;2
30/08/2020;BE_WNA;14;-5;;0;6;1
31/08/2020;BE_WNA;21;2;;-21;-38;8
01/09/2020;BE_WNA;16;6;;-14;-35;7
02/09/2020;BE_WNA;6;-1;;-11;-29;5
03/09/2020;BE_WNA;2;-1;;-9;-32;6
04/09/2020;BE_WNA;-1;-2;;-6;-30;5
05/09/2020;BE_WNA;0;-2;;-2;2;3
06/09/2020;BE_WNA;26;1;;16;6;0
07/09/2020;BE_WNA;13;-1;;-2;-33;3
08/09/2020;BE_WNA;8;2;;0;-31;3
09/09/2020;BE_WNA;4;-3;;-2;-27;3
10/09/2020;BE_WNA;2;-2;;-2;-30;3
11/09/2020;BE_WNA;2;-2;168;1;-28;2
12/09/2020;BE_WNA;1;2;182;12;6;-1
13/09/2020;BE_WNA;37;3;281;31;10;-4
14/09/2020;BE_WNA;13;-2;159;5;-25;1
15/09/2020;BE_WNA;3;1;151;3;-23;2
16/09/2020;BE_WNA;1;-5;148;5;-21;2
17/09/2020;BE_WNA;0;-7;132;-1;-25;3
18/09/2020;BE_WNA;-2;-3;163;4;-23;3
19/09/2020;BE_WNA;-3;-2;180;7;1;1
20/09/2020;BE_WNA;31;1;225;32;7;-1
21/09/2020;BE_WNA;6;-6;120;1;-26;3
22/09/2020;BE_WNA;1;-4;113;2;-22;3
23/09/2020;BE_WNA;-4;-4;86;1;-18;4
24/09/2020;BE_WNA;-8;-5;60;-4;-21;5
25/09/2020;BE_WNA;-9;-4;54;-5;-20;6
26/09/2020;BE_WNA;-9;-2;50;-17;1;4
27/09/2020;BE_WNA;-2;-11;70;-10;2;2
28/09/2020;BE_WNA;-6;-12;18;-14;-22;6
29/09/2020;BE_WNA;0;2;46;-2;-17;4
30/09/2020;BE_WNA;0;-1;48;0;-15;4
01/10/2020;BE_WNA;-7;-1;26;-4;-15;5
02/10/2020;BE_WNA;-3;2;44;1;-16;5
03/10/2020;BE_WNA;-1;2;47;-6;0;3
04/10/2020;BE_WNA;8;-7;53;-2;1;2
05/10/2020;BE_WNA;-1;-7;31;3;-18;5
06/10/2020;BE_WNA;-4;-2;32;-1;-16;4
07/10/2020;BE_WNA;-2;-3;37;-2;-13;4
08/10/2020;BE_WNA;-7;-4;23;-7;-15;6
09/10/2020;BE_WNA;-8;-2;54;-5;-17;6
10/10/2020;BE_WNA;-7;-2;73;-10;0;5
11/10/2020;BE_WNA;-3;-9;75;-12;-1;4
12/10/2020;BE_WNA;-5;-8;45;-7;-20;6
13/10/2020;BE_WNA;-8;-3;32;-7;-18;6
14/10/2020;BE_WNA;-11;-5;34;-7;-16;7
15/10/2020;BE_WNA;-15;-4;20;-9;-19;8
16/10/2020;BE_WNA;-14;0;39;-8;-20;9
17/10/2020;BE_WNA;-13;-1;54;-9;-4;7
18/10/2020;BE_WNA;2;-11;81;-6;-2;5
19/10/2020;BE_WNA;-24;-8;34;-11;-25;9
20/10/2020;BE_WNA;-27;-1;18;-15;-25;10
21/10/2020;BE_WNA;-27;-4;26;-16;-24;10
22/10/2020;BE_WNA;-29;-3;16;-17;-26;11
23/10/2020;BE_WNA;-35;2;24;-16;-26;13
24/10/2020;BE_WNA;-36;-1;34;-25;-16;12
25/10/2020;BE_WNA;-42;-9;8;-29;-18;8
26/10/2020;BE_WNA;-25;-10;29;-22;-31;12
27/10/2020;BE_WNA;-25;0;16;-22;-30;12
28/10/2020;BE_WNA;-30;-5;17;-36;-39;14
29/10/2020;BE_WNA;-27;3;1;-41;-42;16
30/10/2020;BE_WNA;-27;10;17;-36;-41;17
31/10/2020;BE_WNA;-20;6;69;-16;-16;10
01/11/2020;BE_WNA;-30;-14;25;-32;-20;8
02/11/2020;BE_WNA;-50;-18;35;-53;-64;22
03/11/2020;BE_WNA;-48;-9;52;-46;-54;19
04/11/2020;BE_WNA;-50;-15;72;-44;-51;17
05/11/2020;BE_WNA;-48;-6;70;-45;-54;20
06/11/2020;BE_WNA;-50;-4;78;-44;-53;22
07/11/2020;BE_WNA;-51;-9;100;-24;-26;14
08/11/2020;BE_WNA;-39;-15;97;-24;-22;8
09/11/2020;BE_WNA;-41;-13;64;-42;-51;18
10/11/2020;BE_WNA;-41;5;32;-42;-50;17
11/11/2020;BE_WNA;-65;-55;111;-53;-79;25
12/11/2020;BE_WNA;-43;4;33;-43;-47;18
13/11/2020;BE_WNA;-49;-1;20;-44;-46;21
14/11/2020;BE_WNA;-50;-5;62;-27;-20;13
15/11/2020;BE_WNA;-49;-14;9;-37;-20;9
16/11/2020;BE_WNA;-42;-12;-5;-33;-32;14
17/11/2020;BE_WNA;-42;-6;10;-30;-30;14
18/11/2020;BE_WNA;-42;-10;49;-24;-29;12
19/11/2020;BE_WNA;-46;-8;-4;-32;-31;15
20/11/2020;BE_WNA;-47;-3;8;-29;-30;16
21/11/2020;BE_WNA;-50;-6;22;-34;-19;13
22/11/2020;BE_WNA;-48;-15;16;-34;-21;9
23/11/2020;BE_WNA;-38;-13;13;-28;-31;13
24/11/2020;BE_WNA;-39;-3;19;-28;-28;12
25/11/2020;BE_WNA;-41;-9;27;-27;-27;12
26/11/2020;BE_WNA;-42;-4;10;-30;-29;14
27/11/2020;BE_WNA;-43;3;18;-27;-28;15
28/11/2020;BE_WNA;-45;-1;47;-23;-15;11
29/11/2020;BE_WNA;-43;-9;31;-28;-17;7
30/11/2020;BE_WNA;-35;-10;4;-28;-30;13
01/12/2020;BE_WNA;-22;3;-4;-31;-27;12
02/12/2020;BE_WNA;-23;0;5;-26;-25;12
03/12/2020;BE_WNA;-26;3;-8;-30;-27;13
04/12/2020;BE_WNA;-28;8;1;-27;-26;14
05/12/2020;BE_WNA;-30;3;-3;-27;-11;11
06/12/2020;BE_WNA;-36;-9;10;-30;-17;7
07/12/2020;BE_WNA;-18;-8;-1;-26;-29;11
08/12/2020;BE_WNA;-22;1;3;-27;-25;12
09/12/2020;BE_WNA;-26;-6;2;-27;-25;11
10/12/2020;BE_WNA;-28;-3;-2;-28;-27;12
11/12/2020;BE_WNA;-34;0;-15;-30;-26;15
12/12/2020;BE_WNA;-33;0;-16;-30;-11;11
13/12/2020;BE_WNA;-31;-8;26;-25;-14;7
14/12/2020;BE_WNA;-20;-9;-4;-30;-30;12
15/12/2020;BE_WNA;-22;0;-4;-30;-29;12
16/12/2020;BE_WNA;-22;-1;7;-26;-27;11
